occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
585457,occ,34017,IF,61671,n. gen. Oobardjidama n. sp. foulkesi,species,353502,,Oobardjidama foulkesi,species,353502,Valanginian,Barremian,139.8,125,62321
585498,occ,29967,I,61676,cf. Brontopodus sp.,genus,67216,,Brontopodus,genus,67216,Kimmeridgian,,157.3,152.1,51114
585515,occ,,,61688,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,17775
585516,occ,,,61689,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,17775
585517,occ,,,61690,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,17775
585518,occ,,,61691,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,17775
586582,occ,,,61847,Alamosaurus sanjuanensis,species,63399,,Alamosaurus sanjuanensis,species,63399,Maastrichtian,,72.1,66,17861
586610,occ,,,61850,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Hettangian,,201.3,196.5,17866
586620,occ,18145,,61853,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Barremian,Albian,129.4,100.5,17866
586621,occ,18820,IF,61854,n. gen. Titanosaurimanus n. sp. nana,species,91658,,Titanosaurimanus nana,species,91658,Late Albian,,105.3,99.6,19574
586624,occ,,,61855,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Albian,,105.3,99.6,17866
586631,occ,,IF,61859,Parabrontopodus sp.,genus,68971,,Parabrontopodus,genus,68971,Barremian,Aptian,129.4,113,17869
586634,occ,,I,61860,Brontopodus sp.,genus,67216,,Brontopodus,genus,67216,Aptian,,125,113,17869
586635,occ,,,61861,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Albian,,109,105.3,17869
587979,occ,,,61930,Camarasauridae indet.,family,38696,,Camarasauridae,family,38696,Berriasian,,145,139.8,25997
588011,occ,33171,,61891,Mamenchisauridae indet.,family,53026,,Mamenchisauridae,family,53026,Bathonian,,168.3,166.1,61822
589427,occ,,I,62207,Brontopodus sp.,genus,67216,,Brontopodus,genus,67216,Kimmeridgian,,157.3,152.1,17977
589428,occ,,,55422,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Oxfordian,Kimmeridgian,163.5,152.1,17979
590313,occ,26484,,62326,Helopus zdanskyi,species,64281,recombined as,Euhelopus zdanskyi,species,64281,Tithonian,Aptian,152.1,113,18021
590334,occ,25869,,62328,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Early Cretaceous,,145,100.5,38143
590518,occ,,,62361,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Campanian,,83.6,72.1,18021
590795,occ,32267,,62410,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Campanian,,83.6,72.1,47166
590802,occ,32266,,62414,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Campanian,,83.6,72.1,47166
591690,occ,32787,,62553,Diamantinasaurus matildae,species,148969,,Diamantinasaurus matildae,species,148969,Late Cenomanian,Early Turonian,99.6,89.3,60643
591700,occ,18836,,62558,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Albian,,105.3,99.6,19582
591703,occ,,,62561,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Jurassic,,163.5,145,18060
591708,occ,,,62561,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Late Jurassic,,163.5,145,18062
591743,occ,,,62576,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,18066
591744,occ,,I,62576,cf. Brontopodus birdi,species,67217,,Brontopodus birdi,species,67217,Kimmeridgian,Tithonian,157.3,145,18066
591745,occ,,,62576,Diplodocidae indet.,family,38664,,Diplodocidae,family,38664,Kimmeridgian,Tithonian,157.3,145,18066
591746,occ,,,62577,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Tithonian,,150.8,145,53564
591843,occ,,,62607,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Tithonian,Late Berriasian,150.8,140.2,17673
591845,occ,,,62608,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Tithonian,Late Berriasian,150.8,140.2,17673
591847,occ,,,62609,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Tithonian,Late Berriasian,150.8,140.2,17673
594398,occ,,,62910,n. gen. Puertasaurus n. sp. reuili,species,83420,,Puertasaurus reuili,species,83420,Early Maastrichtian,,70.6,66,18144
601432,occ,,,63895,n. gen. Titanosaurus n. sp. indicus,species,54171,,Titanosaurus indicus,species,54171,Maastrichtian,,72.1,66,18383
601604,occ,30915,,63925,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Campanian,Early Maastrichtian,83.5,66,18505
602115,occ,,,64016,n. gen. Yuanmousaurus n. sp. jiangyiensis,species,84656,,Yuanmousaurus jiangyiensis,species,84656,Middle Jurassic,,174.1,163.5,18457
602116,occ,,,64017,n. gen. Sonidosaurus n. sp. saihangaobiensis,species,84658,,Sonidosaurus saihangaobiensis,species,84658,Middle Campanian,Late Campanian,83.5,70.6,18458
602117,occ,,,64018,n. gen. Borealosaurus n. sp. wimani,species,84660,,Borealosaurus wimani,species,84660,Late Albian,,105.3,99.6,18459
602121,occ,,,64019,n. gen. Gobititan n. sp. shenzhouensis,species,84666,,Gobititan shenzhouensis,species,84666,Barremian,Aptian,129.4,113,18462
602406,occ,,,64087,Loricosaurus ? scutatus,species,363788,subjective synonym of,Neuquensaurus australis,species,64314,Senonian,,89.3,66,18505
602416,occ,,,64091,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Senonian,,89.3,66,59628
602437,occ,,,64104,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Santonian,,85.8,83.5,16510
602667,occ,,,64133,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Maastrichtian,,70.6,66,18523
602716,occ,,,53143,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Maastrichtian,83.6,66,18525
602721,occ,,,53140,Titanosauridae ? indet.,family,38680,,Titanosauridae,family,38680,Santonian,Early Campanian,86.3,70.6,18525
604516,occ,,,61316,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Neocomian,,145,130,18601
606274,occ,,,64684,Neosauropoda indet.,unranked clade,57439,,Neosauropoda,unranked clade,57439,Early Cenomanian,,99.6,93.5,16510
606326,occ,,,64689,Neosauropoda indet.,unranked clade,57439,,Neosauropoda,unranked clade,57439,Early Cenomanian,,99.6,93.5,16510
607033,occ,,,64774,Cetiosaurus brevis,species,66732,nomen dubium,Cetiosaurus,genus,38657,Late Hauterivian,Early Barremian,136.4,125.45,18692
608423,occ,,,53967,Pelorosaurus humerocristatus,species,67041,recombined as,Duriatitan humerocristatus,species,67006,Tithonian,,152.1,145,42894
608424,occ,,,53967,Caulodon precursor,species,86498,"misspelling of, nomen dubium",Sauropoda,unranked clade,38653,Tithonian,,152.1,145,42894
608426,occ,,,65030,Pelorosaurus humerocristatus,species,67041,recombined as,Duriatitan humerocristatus,species,67006,Tithonian,,152.1,145,18724
608430,occ,,,65033,n. gen. Morinosaurus n. sp. typus,species,65159,nomen dubium,Sauropoda,unranked clade,38653,Kimmeridgian,,157.3,152.1,19135
609565,occ,,F,65256,Sphaerovum erbeni,species,56970,nomen dubium,Sphaerovum,genus,56949,Senonian,,89.3,66,18838
609566,occ,,F,65257,Sphaerovum erbeni,species,56970,nomen dubium,Sphaerovum,genus,56949,Senonian,,89.3,66,18838
609567,occ,,F,65258,n. gen. Sphaerovum n. sp. erbeni,species,56970,nomen dubium,Sphaerovum,genus,56949,Senonian,,89.3,66,18838
610125,occ,,F,65327,Faveoloolithus ningxiaensis,species,84322,,Faveoloolithus ningxiaensis,species,84322,Campanian,,83.6,72.1,14217
610251,occ,30338,IF,65348,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,14215
610255,occ,,F,65382,Megaloolithus mammilare,species,192239,"misspelling of, obsolete variant of",Megaloolithus mamillare,species,67201,Late Maastrichtian,,70.6,66,14215
610256,occ,20637,IF,65389,Megaloolithus n. sp. siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,14215
610259,occ,,F,61624,Megaloolithus mammilare,species,192239,"misspelling of, obsolete variant of",Megaloolithus mamillare,species,67201,Late Maastrichtian,,70.6,66,14215
610260,occ,30337,F,61619,n. gen. Cairanoolithus n. sp. dughii,species,67206,,Cairanoolithus dughii,species,67206,Campanian,,83.6,72.1,14215
610261,occ,20638,F,65389,Megaloolithus aff. mamillare,species,67201,,Megaloolithus mamillare,species,67201,Early Maastrichtian,,70.6,66,14215
610262,occ,,IF,65390,n. gen. Dughioolithus n. sp. roussetensis,species,67208,recombined as,Cairanoolithus roussetensis,species,67208,Maastrichtian,,72.1,66,14215
610263,occ,,IF,65390,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Maastrichtian,,72.1,66,14215
610266,occ,,IF,65391,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,14215
610267,occ,,IF,65391,Megaloolithus aff. aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Early Maastrichtian,,70.6,66,14215
610268,occ,,IF,65392,Megaloolithus n. sp. aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Late Campanian,,83.5,70.6,14215
610271,occ,,IF,65393,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Maastrichtian,,72.1,66,14215
610273,occ,,IF,65348,Dughioolithus roussetensis,species,67208,recombined as,Cairanoolithus roussetensis,species,67208,Early Maastrichtian,,70.6,66,14215
610303,occ,,F,35931,Megaloolithus petralta,species,67204,,Megaloolithus petralta,species,67204,Early Maastrichtian,,70.6,66,14215
610304,occ,,IF,65396,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Early Maastrichtian,,70.6,66,14215
610305,occ,,F,65396,Megaloolithus petralta,species,67204,,Megaloolithus petralta,species,67204,Early Maastrichtian,,70.6,66,14215
610306,occ,,F,65397,Megaloolithus petralta,species,67204,,Megaloolithus petralta,species,67204,Early Maastrichtian,,70.6,66,14215
610307,occ,,F,65398,Megaloolithus n. sp. petralta,species,67204,,Megaloolithus petralta,species,67204,Early Maastrichtian,,70.6,66,14215
610308,occ,,IF,65398,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Early Maastrichtian,,70.6,66,14215
610965,occ,,,58099,Titanosauridae ? indet.,family,38680,,Titanosauridae,family,38680,Maastrichtian,,72.1,66,18863
611091,occ,18839,F,57179,Megaloolithus jabalpurensis,species,81782,,Megaloolithus jabalpurensis,species,81782,Campanian,Maastrichtian,83.6,66,19584
611092,occ,32367,F,65569,Megaloolithidae indet.,unranked clade,65555,,Megaloolithidae,unranked clade,65555,Maastrichtian,,72.1,66,18863
611220,occ,25836,,65607,Sauropoda indet.,unranked clade,312562,,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,38080
621185,occ,,,66909,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,19044
621189,occ,,,66912,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,19045
623338,occ,,,67094,Saltasaurinae indet.,subfamily,58925,,Saltasaurinae,subfamily,58925,Early Campanian,Middle Campanian,83.5,70.6,19129
623384,occ,,,32339,Titanosaurus araukanicus,species,64323,recombined as,Laplatasaurus araukanicus,species,64322,Early Campanian,Middle Campanian,83.5,70.6,13885
623387,occ,18590,,67107,Iguanodon praecursor,species,65153,nomen dubium,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,19137
624188,occ,,,67203,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Albian,,112.03,109,19183
624190,occ,,,67204,Bothriospondylus madagascariensis,species,66080,nomen dubium,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,19184
624191,occ,,,67205,Sauropoda ? indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Bathonian,,168.3,166.1,19184
624192,occ,,,67206,Bothriospondylus ? madagascariensis,species,66080,nomen dubium,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,19184
624237,occ,,,67218,n. gen. Zapalasaurus n. sp. bonapartei,species,89457,,Zapalasaurus bonapartei,species,89457,Late Barremian,Early Aptian,130,122.46,19193
624238,occ,18614,,67219,n. gen. Amazonsaurus n. sp. maranhensis,species,89459,,Amazonsaurus maranhensis,species,89459,Aptian,Albian,125,100.5,19194
624258,occ,31702,,67226,Sauropoda ? indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Cenomanian,,100.5,93.9,56188
624563,occ,,,53520,cf. Cetiosaurus sp.,genus,38657,,Cetiosaurus,genus,38657,Late Bathonian,,167.7,164.7,19212
624643,occ,23342,,67296,n. gen. Cathartesaura n. sp. anaerobica,species,89495,,Cathartesaura anaerobica,species,89495,Late Cenomanian,Turonian,99.6,89.8,19213
624645,occ,,,61578,n. gen. Maxakalisaurus n. sp. topai,species,89500,,Maxakalisaurus topai,species,89500,Late Campanian,Early Maastrichtian,83.5,66,19214
625307,occ,28419,,67428,Macronaria indet.,unranked clade,57438,,Macronaria,unranked clade,57438,Late Jurassic,,163.5,145,46153
625308,occ,28420,,67425,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Late Jurassic,,163.5,145,46153
625392,occ,,,67439,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,19228
625395,occ,,,67442,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,19228
625396,occ,,,67443,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,19228
625397,occ,,,67444,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,19228
625398,occ,,,67445,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,19228
625399,occ,,,67446,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,19228
625400,occ,,,67447,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,19228
625401,occ,,,67449,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,19228
625402,occ,,,67448,Titanosaurus blanfordi,species,64310,,Titanosaurus blanfordi,species,64310,Maastrichtian,,72.1,66,19228
625872,occ,,,55320,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,19240
625876,occ,,,55320,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,19240
625877,occ,,,55320,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,19240
625878,occ,,,55320,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,19240
625887,occ,,,67538,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,19240
625892,occ,26062,,67540,Aeolosaurus n. sp. maximus,species,205609,,Aeolosaurus maximus,species,205609,Late Campanian,Early Maastrichtian,83.5,66,38516
625893,occ,26063,,64133,Aeolosaurus sp.,genus,53964,,Aeolosaurus,genus,53964,Late Maastrichtian,,70.6,66,38516
625894,occ,,,67541,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Campanian,,83.6,72.1,19242
625895,occ,21307,,67542,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Campanian,Early Maastrichtian,83.5,66,19242
626834,occ,,,67618,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Turonian,Early Coniacian,93.5,85.8,19276
628855,occ,31562,,67811,Magyarosaurus dacus,species,64332,,Magyarosaurus dacus,species,64331,Late Maastrichtian,,70.6,66,19377
629047,occ,,,67817,Magyarosaurus dacus,species,64332,,Magyarosaurus dacus,species,64331,Late Maastrichtian,,70.6,66,19377
629277,occ,,,67811,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Late Maastrichtian,,70.6,66,19380
632152,occ,,I,67986,cf. Breviparopus sp.,genus,65426,,Breviparopus,genus,65426,Late Kimmeridgian,,155.7,150.8,19447
632153,occ,,,67987,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,19447
632154,occ,,I,67988,cf. Breviparopus sp.,genus,65426,,Breviparopus,genus,65426,Late Kimmeridgian,,155.7,150.8,19447
632163,occ,27466,,67992,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Bathonian,,168.3,166.1,19451
632170,occ,32274,,67999,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Coniacian,Santonian,89.3,83.6,59044
632171,occ,,,68000,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Late Campanian,,83.5,70.6,45554
632251,occ,,,68019,n. gen. Turiasaurus n. sp. riodevensis,species,91330,,Turiasaurus riodevensis,species,91330,Tithonian,Early Berriasian,152.1,140.2,19463
632298,occ,25838,,68037,Sauropoda indet.,unranked clade,312562,,Sauropoda,unranked clade,38653,Middle Tithonian,Early Berriasian,150.8,140.2,38080
632801,occ,33206,,11611,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,61877
632802,occ,,,11611,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,19565
632803,occ,,,55329,Camarasaurus grandis,species,67181,,Camarasaurus grandis,species,52961,Late Kimmeridgian,Tithonian,155.7,145,19565
632804,occ,,,68097,Diplodocus ? sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,19565
632805,occ,,,28366,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,19565
632806,occ,,,22648,Brachiosaurus sp.,genus,38677,,Brachiosaurus,genus,38677,Kimmeridgian,Tithonian,157.3,145,19565
632838,occ,,,46460,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,,157.3,152.1,19565
632849,occ,25903,,68099,Camarasaurus grandis,species,67181,,Camarasaurus grandis,species,52961,Late Kimmeridgian,Tithonian,155.7,145,19566
632851,occ,,,68101,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Hauterivian,,136.4,130,35449
632853,occ,,,68102,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Cenomanian,,99.6,93.5,29156
632854,occ,,,68103,Sauropoda ? indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Cenomanian,,99.6,93.5,29156
633168,occ,,,68150,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,unranked clade,57437,Kimmeridgian,,157.3,152.1,33363
633169,occ,26352,,68151,Rebbachisauridae indet.,family,57365,,Rebbachisauridae,family,57365,Middle Cenomanian,Late Turonian,99.6,89.3,39483
633170,occ,33449,,68152,Neosauropoda indet.,unranked clade,57439,,Neosauropoda,unranked clade,57439,Albian,,113,100.5,62321
633171,occ,,,68153,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Albian,Early Cenomanian,105.3,93.5,19582
633172,occ,,,68154,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Albian,,113,100.5,19582
633173,occ,,,68155,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Albian,Cenomanian,113,93.9,19582
633174,occ,,F,68156,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Maastrichtian,,72.1,66,19583
633176,occ,,F,61618,Megaloolithus cylindricus,species,81777,,Megaloolithus cylindricus,species,81777,Maastrichtian,,72.1,66,19584
633177,occ,,F,61668,Megaloolithus n. sp. walpurensis,species,81787,,Megaloolithus walpurensis,species,81787,Maastrichtian,,72.1,66,19584
633178,occ,,F,61497,Megaloolithus cylindricus,species,81777,,Megaloolithus cylindricus,species,81777,Maastrichtian,,72.1,66,19584
633255,occ,,F,61618,Megaloolithus jabalpurensis,species,81782,,Megaloolithus jabalpurensis,species,81782,Maastrichtian,,72.1,66,19584
633256,occ,,F,61618,Megaloolithus n. sp. mohabeyi,species,81779,,Megaloolithus mohabeyi,species,81779,Maastrichtian,,72.1,66,19584
633257,occ,,F,60170,Megaloolithus baghensis,species,81824,,Megaloolithus baghensis,species,81824,Maastrichtian,,72.1,66,19584
633258,occ,,F,68167,Megaloolithus baghensis,species,81824,,Megaloolithus baghensis,species,81824,Maastrichtian,,72.1,66,19584
633259,occ,,F,68168,Megaloolithus jabalpurensis,species,81782,,Megaloolithus jabalpurensis,species,81782,Maastrichtian,,72.1,66,19584
633264,occ,18841,F,60397,Megaloolithus baghensis,species,81824,,Megaloolithus baghensis,species,81824,Maastrichtian,,72.1,66,19584
633265,occ,,,68169,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Maastrichtian,,72.1,66,19591
635129,occ,,,68331,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Berriasian,,145,140.2,19665
635864,occ,18885,,68401,cf. Euhelopus sp.,genus,38701,,Euhelopus,genus,38701,Early Cretaceous,,145,100.5,13174
636339,occ,31791,,13342,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Kimmeridgian,,157.3,152.1,19339
636353,occ,21763,,68458,Hypselosaurus ? sp.,genus,38689,,Hypselosaurus,genus,38689,Maastrichtian,,72.1,66,29949
636398,occ,,IF,68466,Parabrontopodus n. sp. distercii,species,185387,,Parabrontopodus distercii,species,185387,Berriasian,,145,139.8,19710
636403,occ,33939,,59069,n. gen. Soriatitan n. sp. golmayensis,species,359458,,Soriatitan golmayensis,species,359458,Late Hauterivian,Early Barremian,136.4,125.45,63208
636407,occ,,,68458,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Maastrichtian,,72.1,66,19710
636410,occ,33486,,68471,n. gen. Europatitan n. sp. eastwoodi,species,356195,,Europatitan eastwoodi,species,356195,Late Barremian,Early Aptian,130,122.46,62571
636412,occ,,,68472,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Berriasian,,145,140.2,51870
636414,occ,23578,,68473,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Tithonian,Early Berriasian,152.1,140.2,34399
636751,occ,,,64408,Sauropoda ? indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Aptian,,125.45,122.46,19750
636753,occ,,,61323,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Albian,,113,100.5,19750
637649,occ,,,68619,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Maastrichtian,,72.1,66,19787
637751,occ,19976,,68621,n. gen. Lamplughsaura n. sp. dharmaramensis,species,110384,,Lamplughsaura dharmaramensis,species,110384,Sinemurian,,199.3,190.8,25610
637755,occ,,F,61499,Megaloolithus ? sp.,genus,65584,,Megaloolithus,genus,65584,Maastrichtian,,72.1,66,19788
637756,occ,,F,68156,Megaloolithus megadermus,species,81788,,Megaloolithus megadermus,species,81788,Maastrichtian,,72.1,66,19788
637759,occ,,F,68622,Megaloolithus megadermus,species,81788,,Megaloolithus megadermus,species,81788,Maastrichtian,,72.1,66,19788
637762,occ,,F,68625,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Maastrichtian,,72.1,66,19788
637763,occ,,F,68626,Megaloolithus phensaniensis,species,81780,subjective synonym of,Megaloolithus mohabeyi,species,81779,Maastrichtian,,72.1,66,19788
637764,occ,,F,68626,Megaloolithus megadermus,species,81788,,Megaloolithus megadermus,species,81788,Maastrichtian,,72.1,66,19788
637765,occ,,F,68627,Megaloolithus megadermus,species,81788,,Megaloolithus megadermus,species,81788,Maastrichtian,,72.1,66,19788
637767,occ,,,68624,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,19788
637770,occ,,,68628,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,19798
637773,occ,,,68629,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,19798
637778,occ,,,58801,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,19798
637781,occ,,,58805,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Berriasian,Hauterivian,145,129.4,19798
637783,occ,,,58793,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,19798
637785,occ,,,58806,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,19798
638276,occ,,,53521,Cetiosaurus n. sp. hypoolithicus,species,67707,nomen nudum,Sauropoda,unranked clade,38653,Bajocian,,170.3,168.3,14456
638287,occ,,,68658,Cetiosaurus n. sp. giganteus,species,67710,subjective synonym of,Cetiosaurus oxoniensis,species,66688,Late Bathonian,,167.7,164.7,55987
638995,occ,,,61850,Vulcanodontidae indet.,family,52837,,Vulcanodontidae,family,52837,Late Hettangian,,201.3,196.5,19848
639028,occ,25292,IF,68776,Parabrontopodus sp.,genus,68971,,Parabrontopodus,genus,68971,Late Hettangian,,201.3,196.5,37136
639031,occ,,,61852,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Hettangian,,201.3,196.5,19848
639034,occ,,,68776,Vulcanodontidae indet.,family,52837,,Vulcanodontidae,family,52837,Late Hettangian,,201.3,196.5,19848
639669,occ,21665,IF,68887,Parabrontopodus sp.,genus,68971,,Parabrontopodus,genus,68971,Hettangian,Early Sinemurian,201.3,189.6,29718
645883,occ,,IF,69753,cf. Parabrontopodus sp.,genus,68971,,Parabrontopodus,genus,68971,Late Tithonian,,150.8,145,23402
646552,occ,29177,,69890,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,,157.3,152.1,48382
646884,occ,28785,,69913,Mamenchisaurus ? sp.,genus,38670,,Mamenchisaurus,genus,38670,Tithonian,,152.1,145,23520
647261,occ,,,60557,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Aptian,,125,113,23473
647303,occ,,,58507,Diplodocidae indet.,family,38664,,Diplodocidae,family,38664,Kimmeridgian,Tithonian,157.3,145,23484
647304,occ,,,58507,Brachiosauridae indet.,family,38673,,Brachiosauridae,family,38673,Kimmeridgian,Tithonian,157.3,145,23484
647847,occ,,,70024,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,15179
647851,occ,,,70028,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,15179
