occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
487260,occ,,,48870,Ampelosaurus atacis,species,65140,,Ampelosaurus atacis,species,65140,Late Campanian,,83.5,70.6,13032
487267,occ,,,48871,n. gen. Isanosaurus n. sp. attavipachi,species,65148,,Isanosaurus attavipachi,species,65148,Norian,Rhaetian,228,201.3,13033
487269,occ,,,48873,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Norian,Rhaetian,228,201.3,13035
487278,occ,,F,48870,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Late Campanian,,83.5,70.6,13039
487286,occ,27456,,48879,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,42894
487437,occ,12439,,48930,n. gen. Mongolosaurus n. sp. haplodon,species,63262,,Mongolosaurus haplodon,species,63262,Early Cretaceous,,145,100.5,12056
487454,occ,,,48937,n. gen. Asiatosaurus n. sp. mongoliensis,species,65225,nomen dubium,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,13097
487455,occ,18623,,48938,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,unranked clade,57437,Early Cretaceous,,145,100.5,19215
487796,occ,,,49047,cf. Asiatosaurus mongoliensis,species,65225,nomen dubium,Sauropoda,unranked clade,38653,Late Aptian,Albian,122.46,100.5,13379
488677,occ,,,49100,Tornieria sp.,genus,38695,,Tornieria,genus,38695,Tithonian,,152.1,145,13124
488678,occ,,,49100,Brachiosaurus sp.,genus,38677,,Brachiosaurus,genus,38677,Tithonian,,152.1,145,13124
488679,occ,,,49100,Sauropoda ? indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,13124
488680,occ,,,49100,Dicraeosaurus sp.,genus,38668,,Dicraeosaurus,genus,38668,Tithonian,,152.1,145,13124
488681,occ,,,49100,Camarasaurus ? sp.,genus,38697,,Camarasaurus,genus,38697,Tithonian,,152.1,145,13124
488683,occ,,,49100,Barosaurus sp.,genus,38666,,Barosaurus,genus,38666,Tithonian,,152.1,145,13124
488685,occ,,,49103,Sauropoda ? indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,13124
488686,occ,,,49104,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,13124
488687,occ,,,49105,Camarasaurus ? sp.,genus,38697,,Camarasaurus,genus,38697,Tithonian,,152.1,145,13124
489231,occ,28284,,49217,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Early Kimmeridgian,Late Kimmeridgian,155.7,150.8,13143
489234,occ,28283,,49218,Apatosaurus n. sp. alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Late Kimmeridgian,Early Tithonian,155.7,145,13143
489241,occ,,,49220,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Kimmeridgian,,157.3,152.1,13143
489243,occ,,,49221,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Late Kimmeridgian,,155.7,150.8,13143
489244,occ,28285,,47430,Brachiosaurus n. sp. atalaiensis,species,65348,recombined as,Lusotitan atalaiensis,species,65348,Late Kimmeridgian,Early Tithonian,155.7,145,13143
489251,occ,28411,,49223,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Tithonian,,152.1,145,46153
489276,occ,27461,,49229,Morosaurus n. sp. marchei,species,52968,"subjective synonym of, species not entered",Camarasaurus,genus,38697,Aptian,Cenomanian,125,93.9,13143
489278,occ,13100,,49229,Camarasaurus ? alenquerensis,species,65940,recombined as,Lourinhasaurus alenquerensis,species,65347,Aptian,Cenomanian,125,93.9,13559
489279,occ,27462,,49229,Pelorosaurus humerocristatus,species,67041,recombined as,Duriatitan humerocristatus,species,67006,Aptian,Cenomanian,125,93.9,13143
489280,occ,12533,,49229,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Aptian,Cenomanian,125,93.9,13143
489283,occ,,,49230,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Late Kimmeridgian,Early Tithonian,155.7,145,13143
489321,occ,,,49242,Pelorosaurus humerocristatus,species,67041,recombined as,Duriatitan humerocristatus,species,67006,Callovian,Oxfordian,166.1,157.3,13143
489325,occ,,,49245,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Kimmeridgian,,157.3,152.1,13143
489326,occ,28416,,49246,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Kimmeridgian,,157.3,152.1,46153
489327,occ,,,49247,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Tithonian,,152.1,145,13143
489328,occ,28414,,49247,Sauropoda indet.,unranked clade,312562,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,46153
489329,occ,28413,,49248,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,46153
489330,occ,,,49249,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Kimmeridgian,,157.3,152.1,13143
489331,occ,,,49250,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Kimmeridgian,,157.3,152.1,13143
489332,occ,,,49251,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Kimmeridgian,,157.3,152.1,13143
489333,occ,,,49252,Apatosaurus alenquerensis,species,65347,recombined as,Lourinhasaurus alenquerensis,species,65347,Kimmeridgian,,157.3,152.1,13143
489346,occ,28412,,49253,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Kimmeridgian,Early Tithonian,155.7,145,46153
489348,occ,31362,,49255,"""Pleurocoelus"" valdensis",species,64560,nomen dubium,Sauropoda,unranked clade,38653,Early Barremian,,130,125.45,55500
489350,occ,28415,,49256,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,46153
489575,occ,12558,,49304,n. gen. Dinheirosaurus n. sp. lourinhanensis,species,65362,recombined as,Supersaurus lourinhanensis,species,65362,Late Kimmeridgian,Early Tithonian,155.7,145,13166
489721,occ,,,49342,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Barremian,,130,125.45,13174
489849,occ,,,49368,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Campanian,Late Campanian,83.5,70.6,13181
489852,occ,,,49354,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Campanian,Late Campanian,83.5,70.6,13181
489853,occ,,,49364,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Middle Campanian,Late Campanian,83.5,70.6,13181
489976,occ,19690,,49415,n. gen. Futalognkosaurus n. sp. dukei,species,109005,,Futalognkosaurus dukei,species,109005,Late Turonian,Early Coniacian,93.5,85.8,25429
490113,occ,,,49424,n. gen. Breviparopus n. sp. taghbaloutensis,species,65427,,Breviparopus taghbaloutensis,species,65427,Oxfordian,Kimmeridgian,163.5,152.1,13212
490115,occ,,,49426,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Bathonian,,168.3,166.1,30612
490811,occ,,,45975,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Late Kimmeridgian,Early Tithonian,155.7,145,13255
490812,occ,,,45975,Barosaurus sp.,genus,38666,,Barosaurus,genus,38666,Late Kimmeridgian,Early Tithonian,155.7,145,13255
490813,occ,,,45975,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Late Kimmeridgian,Early Tithonian,155.7,145,13255
491057,occ,,,49557,n. gen. Bonatitan n. sp. reigi,species,65535,,Bonatitan reigi,species,65535,Late Campanian,Early Maastrichtian,83.5,66,13269
491074,occ,,F,49557,Sphaerovum erbeni,species,56970,nomen dubium,Sphaerovum,genus,56949,Late Campanian,Early Maastrichtian,83.5,66,13269
491075,occ,,F,49557,Megaloolithidae indet.,unranked clade,65555,,Megaloolithidae,unranked clade,65555,Late Campanian,Early Maastrichtian,83.5,66,13269
491211,occ,,,49338,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Late Kimmeridgian,Tithonian,155.7,145,13281
491212,occ,13376,,49338,cf. Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Late Kimmeridgian,Tithonian,155.7,145,13281
491213,occ,,,49338,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Kimmeridgian,Tithonian,155.7,145,14211
491214,occ,,,49338,Barosaurus sp.,genus,38666,,Barosaurus,genus,38666,Late Kimmeridgian,Tithonian,155.7,145,13281
491218,occ,,,49596,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Late Kimmeridgian,Tithonian,155.7,145,13281
491219,occ,,,49596,Apatosaurus ? sp.,genus,38665,,Apatosaurus,genus,38665,Late Kimmeridgian,Tithonian,155.7,145,13281
491220,occ,,,49596,Diplodocus ? sp.,genus,38669,,Diplodocus,genus,38669,Late Kimmeridgian,Tithonian,155.7,145,13281
491224,occ,,,49597,Camarasaurus ? sp.,genus,38697,,Camarasaurus,genus,38697,Late Kimmeridgian,Tithonian,155.7,145,13281
491225,occ,,,49597,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Late Kimmeridgian,Tithonian,155.7,145,13281
491226,occ,,,49597,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Late Kimmeridgian,Tithonian,155.7,145,13281
491233,occ,,,36576,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,13281
491248,occ,13423,,49577,Barosaurus sp.,genus,38666,,Barosaurus,genus,38666,Kimmeridgian,,157.3,152.1,14306
491249,occ,30204,,49577,Camarasaurus grandis ?,species,67181,,Camarasaurus grandis,species,52961,Kimmeridgian,,157.3,152.1,52132
491250,occ,,,49577,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,,157.3,152.1,13281
491251,occ,,,49577,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,,157.3,152.1,13281
491259,occ,,,22648,Apatosaurus minimus,species,83016,nomen dubium,Macronaria,unranked clade,57438,Kimmeridgian,Tithonian,157.3,145,13281
491423,occ,,,49621,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,,157.3,152.1,13281
491426,occ,,,49622,Barosaurus sp.,genus,38666,,Barosaurus,genus,38666,Kimmeridgian,Tithonian,157.3,145,13281
491428,occ,21984,,49623,Brachiosaurus ? altithorax,species,54864,,Brachiosaurus altithorax,species,54864,Kimmeridgian,Tithonian,157.3,145,13281
491430,occ,15542,,49624,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,,157.3,152.1,15179
491431,occ,,,49625,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Tithonian,,152.1,145,13281
491433,occ,,,49626,Camarasaurus ? sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,13281
491438,occ,,,49628,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,13281
491439,occ,,,49628,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,13281
491442,occ,,,49627,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,13281
491443,occ,,,49627,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,13281
491444,occ,,,49627,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,13281
491446,occ,,,46460,Diplodocinae indet.,unranked clade,65916,,Diplodocinae,unranked clade,65916,Kimmeridgian,,157.3,152.1,13281
491452,occ,31336,,49630,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Tithonian,,152.1,145,13295
491453,occ,,,49630,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Tithonian,,152.1,145,13295
491455,occ,,,49631,Barosaurus lentus,species,54166,,Barosaurus lentus,species,54166,Kimmeridgian,Tithonian,157.3,145,13295
491460,occ,15546,,49633,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,15179
491466,occ,,,49634,Barosaurus ? sp.,genus,38666,,Barosaurus,genus,38666,Kimmeridgian,Tithonian,157.3,145,13295
491467,occ,,,49636,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,5792
491468,occ,,,49636,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,13295
491469,occ,30155,,49636,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,52045
491506,occ,,,49637,Barosaurus lentus,species,54166,,Barosaurus lentus,species,54166,Kimmeridgian,Tithonian,157.3,145,13295
491740,occ,,,49651,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Aptian,Early Albian,125,109,37401
491930,occ,,F,49659,Megaloolithus n. sp. matleyi,species,65585,subjective synonym of,Megaloolithus jabalpurensis,species,81782,Maastrichtian,,72.1,66,13315
492809,occ,12689,,49772,n. gen. Kunmingosaurus n. sp. wudingensis,species,313233,"misspelling of, nomen dubium",Sauropoda,unranked clade,38653,Hettangian,Sinemurian,201.3,190.8,46057
492832,occ,,,49779,n. gen. Chinshakiangosaurus n. sp. chunghoensis,species,68152,,Chinshakiangosaurus chunghoensis,species,68152,Hettangian,,201.3,199.3,64009
492836,occ,32789,,49782,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Toarcian,,182.7,174.1,60646
493036,occ,12692,,49792,Mamenchisaurus hochuanensis,species,56463,,Mamenchisaurus hochuanensis,species,56463,Late Jurassic,,163.5,145,13360
493038,occ,,,49793,Chiayusaurus lacustris,species,54843,nomen dubium,Sauropoda,unranked clade,38653,Late Jurassic,,163.5,145,13360
493050,occ,,,49798,n. gen. Nurosaurus n. sp. qaganensis,species,67727,nomen nudum,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,13360
493179,occ,,,49047,Camarasauridae indet.,family,38696,,Camarasauridae,family,38696,Late Aptian,Albian,122.46,100.5,13379
493250,occ,26148,,49820,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,13386
493254,occ,,,49821,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,13386
497900,occ,30821,,50308,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Aptian,Early Albian,122.46,109,54260
498263,occ,,,50355,Titanosauridae ? indet.,family,38680,,Titanosauridae,family,38680,Aptian,Albian,125,100.5,13525
498862,occ,,,50470,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Barremian,Early Aptian,130,122.46,13533
498878,occ,,,50479,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Albian,,113,100.5,13525
498911,occ,27195,,50496,Sauroposeidon proteles,species,66617,,Sauroposeidon proteles,species,66617,Albian,,113,100.5,42441
498912,occ,,,50496,Sauropoda ? indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Albian,,113,100.5,13525
498922,occ,27196,,50498,Sauroposeidon proteles,species,66617,,Sauroposeidon proteles,species,66617,Albian,,113,100.5,42441
498929,occ,,,50499,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Albian,,113,100.5,13525
499648,occ,,,50694,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Albian,,113,100.5,13525
499660,occ,,,50697,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Albian,,113,100.5,13525
499707,occ,15541,,50714,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,15179
499742,occ,,,50717,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Albian,,113,100.5,13525
499878,occ,,,50727,n. gen. Chiayusaurus n. sp. lacustris,species,54843,nomen dubium,Sauropoda,unranked clade,38653,Barremian,Aptian,129.4,113,13553
499894,occ,,,50728,aff. Chiayusaurus sp.,genus,38700,nomen dubium,Sauropoda,unranked clade,38653,Late Cretaceous,,100.5,66,13553
499895,occ,18627,,50728,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Late Cretaceous,,100.5,66,19215
499905,occ,,,50731,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Campanian,Maastrichtian,83.6,66,13553
500000,occ,,,50766,n. gen. Ohmdenosaurus n. sp. liasicus,species,65914,,Ohmdenosaurus liasicus,species,65914,Early Toarcian,,183,182,13560
501469,occ,,,50897,Malawisaurus dixeyi,species,57458,,Malawisaurus dixeyi,species,57457,Aptian,,125,113,13589
501470,occ,,,50898,Malawisaurus dixeyi,species,57458,,Malawisaurus dixeyi,species,57457,Aptian,,125,113,13589
501471,occ,,,50899,Malawisaurus dixeyi,species,57458,,Malawisaurus dixeyi,species,57457,Aptian,,125,113,13589
501472,occ,,,50900,Malawisaurus dixeyi,species,57458,,Malawisaurus dixeyi,species,57457,Aptian,,125,113,13589
501473,occ,,,50901,Malawisaurus dixeyi,species,57458,,Malawisaurus dixeyi,species,57457,Aptian,,125,113,13589
501487,occ,,,38916,n. gen. Karongasaurus n. sp. gittelmani,species,66007,,Karongasaurus gittelmani,species,66007,Aptian,,125,113,13589
501488,occ,,,50897,Karongasaurus gittelmani,species,66007,,Karongasaurus gittelmani,species,66007,Aptian,,125,113,13589
501489,occ,,,38912,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Aptian,,125,113,13589
502071,occ,25783,,51034,n. gen. Demandasaurus n. sp. darwini,species,202270,,Demandasaurus darwini,species,202270,Late Barremian,Early Aptian,130,122.46,37926
504248,occ,,,51234,n. gen. Jiangshanosaurus n. sp. lixianensis,species,66075,,Jiangshanosaurus lixianensis,species,66075,Albian,,113,100.5,13643
504363,occ,,,51247,Bothriospondylus madagascariensis,species,66080,nomen dubium,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,13648
504364,occ,,,51248,Bothriospondylus madagascariensis,species,66080,nomen dubium,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,13648
504365,occ,25827,,51249,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,38078
504366,occ,,,51250,Bothriospondylus madagascariensis,species,66080,nomen dubium,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,52223
504367,occ,,,51251,Bothriospondylus madagascariensis,species,66080,nomen dubium,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,13648
504369,occ,18613,,51252,Titanosaurus madagascariensis,species,64324,nomen dubium,Titanosaurus,genus,38694,Maastrichtian,,72.1,66,13648
504388,occ,,,51253,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Cretaceous,,100.5,66,13648
504390,occ,30808,,51254,Bothriospondylus n. sp. madagascariensis,species,66080,nomen dubium,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,14153
504548,occ,,,51287,n. gen. Brachytrachelopan n. sp. mesai,species,66115,,Brachytrachelopan mesai,species,66115,Tithonian,,152.1,145,13656
508077,occ,,,51567,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,,83.6,72.1,13712
508080,occ,26849,,51568,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Senonian,,89.3,66,41410
508083,occ,26854,,47808,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Santonian,,86.3,83.6,41410
508084,occ,,,51569,n. gen. Microcoelus n. sp. patagonicus,species,66263,nomen dubium,Neuquensaurus,genus,64317,Santonian,,86.3,83.6,36798
508085,occ,,,51569,Titanosaurus n. sp. australis,species,64314,recombined as,Neuquensaurus australis,species,64314,Santonian,,86.3,83.6,36798
508088,occ,,,51572,Antarctosaurus n. sp. giganteus,species,66265,,Antarctosaurus giganteus,species,66265,Late Coniacian,Early Santonian,89.3,83.5,59060
508089,occ,,,51572,Titanosaurus sp.,genus,38694,,Titanosaurus,genus,38694,Late Coniacian,Early Santonian,89.3,83.5,13712
508092,occ,,,51573,Titanosaurus australis,species,64314,recombined as,Neuquensaurus australis,species,64314,Late Campanian,Early Maastrichtian,83.5,66,59060
508093,occ,,,51573,n. gen. Laplatasaurus n. sp. araukanicus,species,64322,,Laplatasaurus araukanicus,species,64322,Late Campanian,Early Maastrichtian,83.5,66,59060
508138,occ,,,51578,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Early Campanian,Middle Campanian,83.5,70.6,13712
508141,occ,,,51579,Neuquensaurus sp.,genus,64317,,Neuquensaurus,genus,64317,Early Campanian,,83.5,70.6,13712
508142,occ,,,51579,Titanosaurus sp.,genus,38694,,Titanosaurus,genus,38694,Early Campanian,,83.5,70.6,13712
508143,occ,13182,,32339,n. gen. Pellegrinisaurus n. sp. powelli,species,66269,,Pellegrinisaurus powelli,species,66269,Early Campanian,Middle Campanian,83.5,70.6,13714
508147,occ,,,51580,n. gen. Antarctosaurus n. sp. wichmannianus,species,66264,,Antarctosaurus wichmannianus,species,66264,Early Campanian,Middle Campanian,83.5,70.6,59060
508148,occ,32290,,51580,Titanosaurus sp.,genus,38694,,Titanosaurus,genus,38694,Early Campanian,Middle Campanian,83.5,70.6,13712
508151,occ,13255,,51581,Titanosaurus sp.,genus,38694,,Titanosaurus,genus,38694,Cenomanian,Campanian,100.5,72.1,13712
508152,occ,13256,,51581,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Cenomanian,Campanian,100.5,72.1,13712
508154,occ,,,51583,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Late Campanian,Maastrichtian,83.5,66,13712
508167,occ,,,51593,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Maastrichtian,83.6,66,13712
508169,occ,,,51594,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Maastrichtian,83.6,66,13712
508170,occ,,,51595,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,,83.6,72.1,13712
508171,occ,,,51596,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,,83.6,72.1,13712
508502,occ,34067,,51618,n. gen. Argyrosaurus n. sp. superbus,species,66267,,Argyrosaurus superbus,species,66267,Campanian,Maastrichtian,83.6,66,36798
508503,occ,,,51619,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Late Cenomanian,Early Turonian,99.6,89.3,13712
508504,occ,26850,,51620,n. gen. Elaltitan n. sp. lilloi,species,233929,,Elaltitan lilloi,species,233929,Campanian,Maastrichtian,83.6,66,41410
508506,occ,,,51621,n. gen. Campylodon n. sp. ameghinoi,species,66272,nomen dubium,Sauropoda,unranked clade,38653,Coniacian,Campanian,89.8,72.1,59060
508507,occ,26851,,51622,Lithostrotia indet.,unranked clade,71974,,Lithostrotia,unranked clade,71974,Maastrichtian,,72.1,66,41410
508508,occ,,,51623,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Maastrichtian,,72.1,66,13712
508510,occ,,,51624,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Maastrichtian,,72.1,66,13712
508511,occ,,,49095,n. gen. Clasmodosaurus n. sp. spatula,species,66271,nomen dubium,Sauropoda,unranked clade,38653,Santonian,Early Campanian,86.3,70.6,29483
508515,occ,,,51626,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Senonian,,89.3,66,13712
508516,occ,,,51627,Antarctosaurus n. sp. brasiliensis,species,66266,nomen dubium,Antarctosaurus,genus,38685,Late Campanian,Early Maastrichtian,83.5,66,13713
508524,occ,18382,,51628,n. gen. Trigonosaurus n. sp. pricei,species,85461,,Trigonosaurus pricei,species,85461,Maastrichtian,,72.1,66,18658
508532,occ,18383,,51628,n. gen. Baurutitan n. sp. britoi,species,85463,,Baurutitan britoi,species,85463,Maastrichtian,,72.1,66,18659
508550,occ,,,51662,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Senonian,,89.3,66,13712
508551,occ,,,51663,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Late Maastrichtian,,70.6,66,13740
508552,occ,18642,,51664,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Campanian,Early Maastrichtian,83.5,66,19242
508558,occ,20876,,51666,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Maastrichtian,,72.1,66,13712
508559,occ,15686,,51667,n. gen. Adamantisaurus n. sp. mezzalirai,species,70545,,Adamantisaurus mezzalirai,species,70545,Late Campanian,Early Maastrichtian,83.5,66,16508
508563,occ,30555,,51669,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Santonian,Maastrichtian,86.3,66,41449
508568,occ,,,51671,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Maastrichtian,83.6,66,41449
508569,occ,13382,,51672,Titanosauridae ? indet.,family,38680,,Titanosauridae,family,38680,Middle Campanian,Early Maastrichtian,83.5,66,13712
512989,occ,18092,,51859,n. gen. Europasaurus n. sp. holgeri,species,81697,,Europasaurus holgeri,species,81697,Kimmeridgian,,157.3,152.1,17682
513185,occ,13232,,22665,n. gen. Kotasaurus n. sp. yamanpalliensis,species,66498,,Kotasaurus yamanpalliensis,species,66498,Sinemurian,Pliensbachian,199.3,182.7,43786
513241,occ,,,51908,Diplodocinae indet.,unranked clade,65916,,Diplodocinae,unranked clade,65916,Middle Oxfordian,,161.2,155.7,13830
513259,occ,,,51914,n. gen. Zigongosaurus n. sp. fuxiensis,species,56465,recombined as,Mamenchisaurus fuxiensis,species,56465,Oxfordian,,163.5,157.3,13842
513261,occ,27618,,51916,n. gen. Lapparentosaurus n. sp. madagascariensis,species,66496,,Lapparentosaurus madagascariensis,species,66496,Late Bathonian,,167.7,164.7,13816
513263,occ,,,51918,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Bathonian,,168.3,166.1,13843
513264,occ,,,51919,n. gen. Venenosaurus n. sp. dicrocei,species,66516,,Venenosaurus dicrocei,species,66516,Barremian,,129.4,125,13848
513364,occ,,,51937,Patagosaurus fariasi,species,66448,,Patagosaurus fariasi,species,66448,Callovian,,166.1,163.5,13861
513365,occ,19625,,51938,n. gen. Tehuelchesaurus n. sp. benitezii,species,66569,,Tehuelchesaurus benitezii,species,66569,Kimmeridgian,Tithonian,157.3,145,13864
513367,occ,,,51940,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Aptian,,125,113,13862
513385,occ,21273,,51943,n. gen. Nopcsaspondylus n. sp. alarconensis,species,140521,,Nopcsaspondylus alarconensis,species,140521,Early Cenomanian,,99.6,93.5,29093
513398,occ,33998,,51946,n. gen. Choconsaurus n. sp. baileywillisi,species,360506,,Choconsaurus baileywillisi,species,360506,Late Cenomanian,,99.6,93.5,63404
513399,occ,,,51947,Rebbachisaurus n. sp. tessonei,species,63873,recombined as,Limaysaurus tessonei,species,63873,Early Cenomanian,,99.6,93.5,16726
513400,occ,,,51948,Rebbachisaurus tessonei,species,63873,recombined as,Limaysaurus tessonei,species,63873,Early Cenomanian,,99.6,93.5,16726
