occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
1309987,occ,,,175805,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Albian,,113,100.5,57588
1310624,occ,,,175912,n. gen. Notocolossus n. sp. gonzalezparejasi,species,334674,,Notocolossus gonzalezparejasi,species,334674,Late Coniacian,Early Santonian,89.3,83.5,57661
1310625,occ,,,175913,Notocolossus gonzalezparejasi,species,334674,,Notocolossus gonzalezparejasi,species,334674,Late Coniacian,Early Santonian,89.3,83.5,57661
1317657,occ,,,96826,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,13281
1317658,occ,,,96826,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,13281
1317662,occ,,,55482,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Early Tithonian,,150.8,145,13281
1317663,occ,,,55482,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Early Tithonian,,150.8,145,13281
1317665,occ,,,58510,Diplodocidae indet.,family,38664,,Diplodocidae,family,38664,Kimmeridgian,,157.3,152.1,13281
1317666,occ,,,58510,Barosaurus ? sp.,genus,38666,,Barosaurus,genus,38666,Kimmeridgian,,157.3,152.1,13281
1317668,occ,,,176983,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,,157.3,152.1,13281
1317669,occ,,,176983,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,,157.3,152.1,13281
1317670,occ,,,176983,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,,157.3,152.1,13281
1317673,occ,,,176984,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,,157.3,152.1,13281
1319721,occ,,,177460,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Early Maastrichtian,,70.6,66,58632
1320130,occ,,,177496,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,58659
1320132,occ,,,177497,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,58659
1323232,occ,,,27026,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Coniacian,Late Santonian,89.3,83.5,58894
1326608,occ,,,70674,n. gen. Sarmientosaurus n. sp. musacchioi,species,340069,,Sarmientosaurus musacchioi,species,340069,Cenomanian,Turonian,100.5,89.8,58994
1327611,occ,,,74660,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,,83.6,72.1,59044
1327633,occ,,,67195,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Late Maastrichtian,,70.6,66,59044
1327635,occ,,,178473,Titanosauridae ? indet.,family,38680,,Titanosauridae,family,38680,Late Campanian,,83.5,70.6,59044
1327678,occ,,,178473,Sauropoda ? indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Campanian,,83.5,70.6,59044
1327679,occ,,,178473,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Campanian,,83.5,70.6,59044
1327771,occ,,,52021,Laplatasaurus araukanicus,species,64322,,Laplatasaurus araukanicus,species,64322,Late Campanian,Early Maastrichtian,83.5,66,59060
1327772,occ,,,51581,cf. Macrurosaurus sp.,genus,38692,nomen dubium,Titanosauriformes,unranked clade,57468,Cenomanian,Campanian,100.5,72.1,59060
1327773,occ,,,51573,cf. Macrurosaurus sp.,genus,38692,nomen dubium,Titanosauriformes,unranked clade,57468,Late Campanian,Early Maastrichtian,83.5,66,59060
1327777,occ,,,51573,n. gen. Loricosaurus n. sp. scutatus,species,363788,subjective synonym of,Neuquensaurus australis,species,64314,Late Campanian,Early Maastrichtian,83.5,66,59060
1327778,occ,,,51581,aff. Loricosaurus sp.,genus,38691,subjective synonym of,Neuquensaurus,genus,64317,Cenomanian,Campanian,100.5,72.1,59060
1327846,occ,,,178526,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Cenomanian,,100.5,93.9,10527
1328177,occ,,,178670,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Early Cenomanian,,99.6,93.5,59099
1328239,occ,32329,,178686,Lithostrotia indet.,unranked clade,71974,,Lithostrotia,unranked clade,71974,Maastrichtian,,72.1,66,23520
1328241,occ,,,178687,n. gen. Qinlingosaurus n. sp. luonanensis,species,83102,nomen dubium,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,14794
1328245,occ,,,178689,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,14794
1328251,occ,,,55688,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Turonian,Middle Campanian,93.5,70.6,59122
1328253,occ,,F,65403,Faveoloolithus sp.,genus,84321,,Faveoloolithus,genus,84321,Early Turonian,Santonian,93.5,83.6,59122
1328395,occ,,,167657,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Santonian,Late Campanian,85.8,70.6,59136
1328860,occ,,F,178807,Faveoloolithidae indet.,family,56971,,Faveoloolithidae,family,56971,Albian,,113,100.5,59159
1329055,occ,,F,178880,Faveoloolithidae indet.,family,56971,,Faveoloolithidae,family,56971,Albian,,113,100.5,59197
1329056,occ,,F,178881,Megaloolithus mammilare,species,192239,"misspelling of, obsolete variant of",Megaloolithus mamillare,species,67201,Late Maastrichtian,,70.6,66,14215
1329057,occ,,F,178881,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,14215
1329058,occ,,F,65382,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,14215
1329059,occ,,F,59780,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,14215
1329060,occ,,F,65391,Dughioolithus ? sp.,genus,67207,subjective synonym of,Cairanoolithus,genus,67205,Early Maastrichtian,,70.6,66,14215
1329061,occ,,F,65391,Cairanoolithus sp.,genus,67205,,Cairanoolithus,genus,67205,Early Maastrichtian,,70.6,66,14215
1329062,occ,,F,65398,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Early Maastrichtian,,70.6,66,14215
1329724,occ,32361,F,178974,Megaloolithus n. sp. balasinorensis,species,81789,subjective synonym of,Megaloolithus baghensis,species,81824,Maastrichtian,,72.1,66,17741
1329728,occ,,,178976,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,18863
1329729,occ,,,178977,Titanosauridae ? indet. I informal,family,38680,obsolete variant of,Titanosauridae,family,38680,Campanian,Maastrichtian,83.6,66,18863
1329730,occ,,,178977,Titanosauridae ? indet. II informal,family,38680,obsolete variant of,Titanosauridae,family,38680,Campanian,Maastrichtian,83.6,66,18863
1330768,occ,,,179178,aff. Mamenchisaurus sp.,genus,38670,,Mamenchisaurus,genus,38670,Tithonian,,152.1,145,59306
1330779,occ,,,179181,aff. Mamenchisaurus sp.,genus,38670,,Mamenchisaurus,genus,38670,Tithonian,,152.1,145,59306
1330788,occ,,,179182,aff. Mamenchisaurus sp.,genus,38670,,Mamenchisaurus,genus,38670,Tithonian,,152.1,145,59306
1330791,occ,,,179183,aff. Mamenchisaurus sp.,genus,38670,,Mamenchisaurus,genus,38670,Tithonian,,152.1,145,59306
1330800,occ,,,179184,aff. Mamenchisaurus sp.,genus,38670,,Mamenchisaurus,genus,38670,Tithonian,,152.1,145,59306
1331106,occ,,,179232,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Aptian,,125,113,59342
1331516,occ,,,179272,Alamosaurus ? sanjuanensis,species,63399,,Alamosaurus sanjuanensis,species,63399,Late Maastrichtian,,70.6,66,59352
1331571,occ,,,179300,Gravisauria indet.,unranked clade,133909,,Gravisauria,unranked clade,133909,Early Toarcian,,183,182,59368
1332074,occ,,,179480,Rebbachisauridae indet.,family,57365,,Rebbachisauridae,family,57365,Early Cenomanian,,99.6,93.5,59432
1333946,occ,,,51669,Titanosaurinae indet.,subfamily,53965,,Titanosaurinae,subfamily,53965,Santonian,Maastrichtian,86.3,66,59606
1333947,occ,,,51669,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Santonian,Maastrichtian,86.3,66,59606
1334114,occ,,,179789,Laplatasaurus sp.,genus,38690,,Laplatasaurus,genus,38690,Campanian,Maastrichtian,83.6,66,16890
1337463,occ,,I,180464,Brontopodus ? sp.,genus,67216,,Brontopodus,genus,67216,Early Jurassic,,201.3,174.1,59883
1337487,occ,32611,,180471,n. gen. Nemegtosaurus n. sp. mongoliensis,species,54841,,Nemegtosaurus mongoliensis,species,54841,Campanian,Maastrichtian,83.6,66,9903
1337639,occ,,,180531,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Albian,Early Cenomanian,105.3,93.5,59431
1340390,occ,,,181065,Eusauropoda sp.,genus,57437,,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,60143
1340404,occ,,,181066,Eusauropoda sp.,genus,57437,,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,60143
1340405,occ,,,181067,Eusauropoda sp.,genus,57437,,Eusauropoda,unranked clade,57437,Bathonian,,168.3,166.1,60143
1340581,occ,,,63895,cf. Antarctosaurus sp.,genus,38685,,Antarctosaurus,genus,38685,Maastrichtian,,72.1,66,7271
1340720,occ,,,181131,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Turonian,Maastrichtian,93.9,66,19279
1340724,occ,,,181132,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Turonian,Maastrichtian,93.9,66,19279
1341775,occ,,,181364,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Bathonian,Callovian,168.3,163.5,60324
1342564,occ,33805,,181581,Somphospondyli indet.,unranked clade,66514,,Somphospondyli,unranked clade,66514,Early Cretaceous,,145,100.5,62878
1342584,occ,,,181585,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Late Albian,,105.3,99.6,60389
1342711,occ,,,31079,Titanosauridae ? indet.,family,38680,,Titanosauridae,family,38680,Late Maastrichtian,,70.6,66,52406
1344156,occ,,,181868,n. gen. Austroposeidon n. sp. magnificus,species,346949,,Austroposeidon magnificus,species,346949,Campanian,Maastrichtian,83.6,66,60484
1346460,occ,,,153781,n. gen. Savannasaurus n. sp. elliottorum,species,347242,,Savannasaurus elliottorum,species,347242,Cenomanian,Early Turonian,100.5,89.3,60643
1347079,occ,,,182492,Brachiosaurus ? sp.,genus,38677,,Brachiosaurus,genus,38677,Early Kimmeridgian,,155.7,150.8,60696
1347086,occ,,,182492,Camarosaurus ? sp.,genus,80824,"misspelling of, obsolete variant of",Camarasaurus,genus,38697,Early Kimmeridgian,,155.7,150.8,60696
1347087,occ,,,182492,Macronaria indet.,unranked clade,57438,,Macronaria,unranked clade,57438,Early Kimmeridgian,,155.7,150.8,60696
1347088,occ,,,182492,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Early Kimmeridgian,,155.7,150.8,60696
1347919,occ,,,182631,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,60828
1347948,occ,,I,69260,Brontopodus birdi,species,67217,,Brontopodus birdi,species,67217,Aptian,,125,113,60832
1347953,occ,,I,97942,Brontopodus birdi,species,67217,,Brontopodus birdi,species,67217,Aptian,,125,113,60832
1348093,occ,,,182653,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Jurassic,,201.3,174.1,60854
1348097,occ,,,182655,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,60855
1348104,occ,,I,182656,Brontopodus sp.,genus,67216,,Brontopodus,genus,67216,Early Cretaceous,,145,100.5,60855
1348106,occ,,I,182657,cf. Brontopodus sp.,genus,67216,,Brontopodus,genus,67216,Early Cretaceous,,145,100.5,60856
1350244,occ,,F,183089,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Late Campanian,Early Maastrichtian,83.5,66,55400
1350246,occ,,,183091,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Maastrichtian,,70.6,66,55400
1350255,occ,,F,183093,Megaloolithus mamillare,species,67201,,Megaloolithus mamillare,species,67201,Late Maastrichtian,,70.6,66,55401
1350256,occ,,IF,168413,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,55401
1350434,occ,32970,,183106,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Campanian,Maastrichtian,83.5,66,55386
1350786,occ,32974,,183153,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,55386
1350788,occ,32975,,183154,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,55386
1350844,occ,,IF,158281,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Late Campanian,,83.5,70.6,55401
1350845,occ,,IF,183156,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Late Campanian,Early Maastrichtian,83.5,66,55401
1350846,occ,,IF,183157,Cairanoolithus roussetensis,species,81825,,Cairanoolithus roussetensis,species,67208,Early Maastrichtian,,70.6,66,55401
1350847,occ,,IF,183157,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,55401
1350848,occ,,IF,183157,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Early Maastrichtian,,70.6,66,55401
1350852,occ,,IF,183159,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,55401
1350855,occ,,F,45437,Megaloolithidae indet.,unranked clade,65555,,Megaloolithidae,unranked clade,65555,Late Maastrichtian,,70.6,66,61140
1350858,occ,,F,60474,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Early Maastrichtian,,70.6,66,61140
1350863,occ,,IF,38893,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Late Maastrichtian,,70.6,66,61140
1350864,occ,,F,183160,Megaloolithus pseudomamillare,species,72342,subjective synonym of,Megaloolithus baghensis,species,81824,Late Campanian,,83.5,70.6,61140
1350865,occ,,F,183161,Megaloolithus pseudomamillare,species,72342,subjective synonym of,Megaloolithus baghensis,species,81824,Late Campanian,,83.5,70.6,61140
1350867,occ,,F,183163,Megaloolithus petralta,species,67204,,Megaloolithus petralta,species,67204,Early Maastrichtian,,70.6,66,61140
1350868,occ,,IF,183163,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Early Maastrichtian,,70.6,66,61140
1350873,occ,,,183164,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Campanian,,83.5,70.6,61140
1351009,occ,,F,183189,Megaloolithus mamillare,species,67201,,Megaloolithus mamillare,species,67201,Late Campanian,Early Maastrichtian,83.5,66,61144
1351010,occ,,IF,183190,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Late Campanian,Early Maastrichtian,83.5,66,61144
1351011,occ,,IF,183191,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Late Campanian,Early Maastrichtian,83.5,66,61144
1351012,occ,,IF,183192,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,61144
1351013,occ,,IF,183192,Megaloolithus ? siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,61144
1351014,occ,,F,183193,Megaloolithus mamillare,species,67201,,Megaloolithus mamillare,species,67201,Early Maastrichtian,,70.6,66,61144
1351015,occ,,IF,183194,Megaloolithus ? siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,61144
1351016,occ,,IF,183195,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,61144
1351017,occ,,F,183196,Megaloolithus sp.,genus,65584,,Megaloolithus,genus,65584,Late Campanian,,83.5,70.6,55400
1351018,occ,,IF,183197,Megaloolithus ? siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,61144
1351019,occ,,IF,183198,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Late Campanian,Early Maastrichtian,83.5,66,61144
1351020,occ,,IF,183199,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Late Campanian,Early Maastrichtian,83.5,66,61144
1351021,occ,,IF,183200,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Late Campanian,Early Maastrichtian,83.5,66,61144
1353523,occ,,,183522,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Oxfordian,Early Kimmeridgian,163.5,150.8,61310
1353957,occ,,,171119,Sauropoda ? indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Maastrichtian,,70.6,66,61342
1353958,occ,,,171114,Sauropoda ? indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Maastrichtian,,70.6,66,61342
1353962,occ,,,171113,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Maastrichtian,,70.6,66,61342
1353964,occ,,,183629,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Maastrichtian,,70.6,66,61342
1353965,occ,,,183090,Sauropoda ? indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Maastrichtian,,70.6,66,61342
1353980,occ,,,48124,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,61344
1356022,occ,,,184127,n. gen. Triunfosaurus n. sp. leonardii,species,350051,,Triunfosaurus leonardii,species,350051,Berriasian,Early Hauterivian,145,130,61524
1359974,occ,,,184850,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Middle Jurassic,Late Jurassic,174.1,145,61988
1363628,occ,,,22648,Galeamopus hayi,species,319103,,Galeamopus hayi,species,65918,Kimmeridgian,Tithonian,157.3,145,62229
1363629,occ,,,185607,Galeamopus n. sp. pabsti,species,352582,,Galeamopus pabsti,species,352582,Kimmeridgian,,157.3,152.1,62229
1363630,occ,,,185607,Diplodocidae indet.,family,319108,,Diplodocidae,family,38664,Kimmeridgian,,157.3,152.1,62229
1363631,occ,,,185607,Brachiosauridae indet.,family,38673,,Brachiosauridae,family,38673,Kimmeridgian,,157.3,152.1,62229
1363663,occ,,,58196,n. gen. Tengrisaurus n. sp. starkovi,species,352584,,Tengrisaurus starkovi,species,352584,Late Barremian,Aptian,130,113,62233
1364961,occ,,,185871,Sauropoda indet. A informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364962,occ,,,185872,Sauropoda indet. A informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364963,occ,,,185873,Sauropoda indet. A informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364965,occ,,,185874,Sauropoda indet. A informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364966,occ,,,185875,Sauropoda indet. B informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364967,occ,,,185874,Sauropoda indet. C informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364968,occ,,,185874,Sauropoda indet. D informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364969,occ,,,185864,Sauropoda indet. D informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364970,occ,,,185874,Sauropoda indet. E informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364971,occ,,,185876,Sauropoda indet. E informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364972,occ,,,185871,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364973,occ,,,185873,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1364974,occ,,,185877,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1366402,occ,,,48722,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Santonian,,86.3,83.6,62444
1371539,occ,,,59877,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Maastrichtian,,70.6,66,12367
1372229,occ,,,187326,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,62839
1373835,occ,,IF,125405,n. gen. Rotundichnus n. sp. muenchehagensis,species,314895,,Rotundichnus muenchehagensis,species,314895,Late Berriasian,,145,140.2,62948
1374882,occ,,,187736,n. gen. Patagotitan n. sp. mayorum,species,358624,,Patagotitan mayorum,species,358624,Late Albian,,105.3,99.6,63018
1375630,occ,33873,,187920,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Berriasian,Hauterivian,145,129.4,63069
1377315,occ,,,46888,n. gen. Shingopana n. sp. songwensis,species,359111,,Shingopana songwensis,species,359111,Aptian,Cenomanian,125,93.9,63147
1377732,occ,,,188393,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,63168
1377733,occ,,,188394,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,63168
1377734,occ,,,188395,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,63168
1377737,occ,,,188396,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,63168
1377739,occ,,,188398,Brontosaurus sp.,genus,52983,,Brontosaurus,genus,52983,Kimmeridgian,Tithonian,157.3,145,63169
1379988,occ,,,51946,Rebbachisauridae indet.,family,57365,,Rebbachisauridae,family,57365,Late Cenomanian,,99.6,93.5,63404
1380144,occ,,,61671,Sauropoda indet. A informal,unranked clade,95571,obsolete variant of,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,62321
1382150,occ,,,68882,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,unranked clade,57437,Rhaetian,,208.5,201.3,35280
1382156,occ,,,118167,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Cenomanian,Early Turonian,100.5,89.3,33967
1383087,occ,,,97954,n. gen. Mierasaurus n. sp. bobyoungi,species,362686,,Mierasaurus bobyoungi,species,362686,Barremian,,129.4,125,63702
1387201,occ,,IF,190672,Parabrontopodus sp.,genus,68971,,Parabrontopodus,genus,68971,Early Tithonian,,150.8,145,64092
1387202,occ,,I,190672,Brontopodus sp.,genus,67216,,Brontopodus,genus,67216,Early Tithonian,,150.8,145,64092
1387203,occ,,,190673,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Tithonian,,150.8,145,64092
1387204,occ,,I,190673,Brontopodus sp.,genus,67216,,Brontopodus,genus,67216,Early Tithonian,,150.8,145,64092
1388595,occ,,,190894,Diplodocus ? sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,64180
1389728,occ,,,71480,Camarasauridae ? indet.,family,38696,,Camarasauridae,family,38696,Maastrichtian,,72.1,66,64414
1389729,occ,,,191078,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,64415
1391614,occ,,,52672,Cetiosaurus n. sp. brevis,species,66732,nomen dubium,Cetiosaurus,genus,38657,Late Valanginian,Early Hauterivian,140.2,130,14071
1391615,occ,,,52672,Cetiosaurus n. sp. conybeari,species,66733,recombined as,Pelorosaurus conybeari,species,66733,Late Valanginian,Early Hauterivian,140.2,130,36749
1391716,occ,,,26782,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Aptian,,125,113,64612
1392983,occ,,,67434,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Toarcian,Bajocian,182.7,168.3,64733
1393612,occ,,,191928,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,unranked clade,57437,Early Jurassic,,201.3,174.1,64815
1393972,occ,,,191982,n. gen. Mansourasaurus n. sp. shahinae,species,366665,,Mansourasaurus shahinae,species,366665,Campanian,,83.6,72.1,64842
1395943,occ,,,192274,Titanosaurus cf. indicus,species,54171,,Titanosaurus indicus,species,54171,Maastrichtian,,72.1,66,65036
1396839,occ,,,192428,Diplodocidae indet.,family,38664,,Diplodocidae,family,38664,Kimmeridgian,Tithonian,157.3,145,65131
1396868,occ,,,192432,Camarasaurus ? sp.,genus,38697,,Camarasaurus,genus,38697,Late Kimmeridgian,Early Tithonian,155.7,145,65141
1396890,occ,34583,,139746,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,unranked clade,57437,Middle Bathonian,,167.7,164.7,25676
1397031,occ,,,192455,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,65150
1397038,occ,,,192457,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,65150
1397067,occ,,,53040,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Early Tithonian,,150.8,145,15179
1397068,occ,,,53040,Diplodocidae indet.,family,38664,,Diplodocidae,family,38664,Early Tithonian,,150.8,145,15179
1397886,occ,,,192707,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,65403
1397897,occ,,,192710,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,65403
1397898,occ,,,192711,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,65403
1397899,occ,,,192707,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,65403
1397909,occ,,,192717,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,,157.3,152.1,65404
1397912,occ,,,13275,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Jurassic,,163.5,145,65404
1398084,occ,,,92105,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,,157.3,152.1,65404
1398088,occ,,,52259,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,,157.3,152.1,65404
1398095,occ,34630,,192729,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,65404
1398098,occ,,,192730,Sauropoda ? indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Hauterivian,,132.9,129.4,65423
1398102,occ,,,192731,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,,157.3,152.1,65424
