occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
545389,occ,,,57124,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Late Bathonian,,167.7,164.7,10557
545390,occ,22473,,57124,Fabrosauridae ? indet.,family,38714,,Fabrosauridae,family,38714,Late Bathonian,,167.7,164.7,10557
545422,occ,,,57125,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Late Bathonian,,167.7,164.7,10557
545423,occ,22468,,57125,Fabrosauridae ? indet.,family,38714,,Fabrosauridae,family,38714,Late Bathonian,,167.7,164.7,10557
545434,occ,,,45932,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Late Bathonian,,167.7,164.7,10557
545446,occ,20859,,31054,Fabrosauridae ? indet.,family,38714,,Fabrosauridae,family,38714,Early Bathonian,,167.7,164.7,10557
545447,occ,20860,,31054,Hypsilophodontidae indet.,family,38734,,Hypsilophodontidae,family,38734,Early Bathonian,,167.7,164.7,10557
545453,occ,,,45931,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Early Bathonian,,167.7,164.7,10557
545454,occ,,,45931,Fabrosauridae ? indet.,family,38714,,Fabrosauridae,family,38714,Early Bathonian,,167.7,164.7,10557
545467,occ,,,14579,cf. Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Lancian,,70.6,66,803
545468,occ,,,14579,cf. Triceratops sp.,genus,38862,,Triceratops,genus,38862,Lancian,,70.6,66,803
545727,occ,,,22659,Ankylosauria indet.,unranked clade,38816,,Ankylosauria,unranked clade,38816,Late Campanian,,83.5,70.6,15454
545742,occ,,,57139,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Late Bathonian,,167.7,164.7,10557
545743,occ,,,57139,Fabrosauridae ? indet.,family,38714,,Fabrosauridae,family,38714,Late Bathonian,,167.7,164.7,10557
545770,occ,,I,57141,n. gen. Camptosaurichnus n. sp. fasolae,species,69161,,Camptosaurichnus fasolae,species,69161,Tithonian,,152.1,145,15469
545949,occ,,,57141,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Tithonian,,152.1,145,15457
545969,occ,,,57161,cf. Triceratops sp.,genus,38862,,Triceratops,genus,38862,Maastrichtian,,72.1,66,803
545972,occ,,,57162,cf. Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Maastrichtian,,72.1,66,803
545973,occ,,,57162,cf. Triceratops sp.,genus,38862,,Triceratops,genus,38862,Maastrichtian,,72.1,66,803
545976,occ,,,57163,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Maastrichtian,,72.1,66,803
545996,occ,,,57166,cf. Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Maastrichtian,,72.1,66,803
545997,occ,,,57166,cf. Triceratops sp.,genus,38862,,Triceratops,genus,38862,Maastrichtian,,72.1,66,803
546004,occ,,,57168,cf. Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Maastrichtian,,72.1,66,803
546005,occ,,,57168,cf. Triceratops sp.,genus,38862,,Triceratops,genus,38862,Maastrichtian,,72.1,66,803
546008,occ,,,57169,cf. Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Maastrichtian,,72.1,66,803
546009,occ,,,57170,cf. Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Maastrichtian,,72.1,66,803
546010,occ,,,57171,Ornithotarsus immanis,species,63884,subjective synonym of,Hadrosaurus foulkii,species,52812,Campanian,,83.6,72.1,15474
546026,occ,,,57178,n. gen. Shantungosaurus n. sp. giganteus,species,69513,,Shantungosaurus giganteus,species,69513,Campanian,,83.6,72.1,15491
546126,occ,,I,52583,Gypsichnites sp.,genus,68217,,Gypsichnites,genus,68217,Albian,,113,100.5,55937
557147,occ,,I,57674,Gypsichnites titanopelopatidus,species,68217,species not entered,Gypsichnites,genus,68217,Albian,,113,100.5,15506
557149,occ,,,57675,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Albian,,113,100.5,15506
557151,occ,,,57676,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Albian,,113,100.5,15506
557153,occ,,,57677,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Albian,,113,100.5,15506
557155,occ,,,57678,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Albian,,113,100.5,15506
557156,occ,,,57679,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Albian,,113,100.5,15506
557159,occ,,,57680,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Albian,,113,100.5,15506
557161,occ,,,57681,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Albian,,113,100.5,15506
557548,occ,24761,,57764,Trachodon annectens,species,67509,recombined as,Edmontosaurus annectens,species,54239,Maastrichtian,,72.1,66,34576
557549,occ,28469,,57765,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Maastrichtian,,72.1,66,12319
557557,occ,,,49792,Stegosauria indet.,unranked clade,38798,,Stegosauria,unranked clade,38798,Late Jurassic,,163.5,145,15533
557944,occ,,,53132,Nodosauridae indet.,family,38817,,Nodosauridae,family,38817,Coniacian,Santonian,89.8,83.6,57423
557945,occ,,,53132,Ceratopsia ? indet.,unranked clade,38842,,Ceratopsia,unranked clade,38842,Coniacian,Santonian,89.8,83.6,15559
557968,occ,,,57896,Stegosaurus sp.,genus,38814,,Stegosaurus,genus,38814,Kimmeridgian,Tithonian,157.3,145,46207
557970,occ,,,57897,Stegosaurus sp.,genus,38814,,Stegosaurus,genus,38814,Kimmeridgian,Tithonian,157.3,145,15179
557972,occ,,,57899,Stegosaurus sp.,genus,38814,,Stegosaurus,genus,38814,Kimmeridgian,Tithonian,157.3,145,15179
557974,occ,,,57900,Stegosaurus sp.,genus,38814,,Stegosaurus,genus,38814,Kimmeridgian,Tithonian,157.3,145,46207
558006,occ,,,57913,Fabrosaurus ? sp.,genus,38718,nomen dubium,Ornithischia,unranked clade,38712,Kimmeridgian,,157.3,152.1,15567
558007,occ,,,57913,Dryosaurus sp.,genus,38731,,Dryosaurus,genus,38731,Kimmeridgian,,157.3,152.1,15567
558008,occ,,,57913,Camptosaurus sp.,genus,38748,,Camptosaurus,genus,38748,Kimmeridgian,,157.3,152.1,15567
558009,occ,,,57913,Stegosaurus sp.,genus,38814,,Stegosaurus,genus,38814,Kimmeridgian,,157.3,152.1,15567
558017,occ,,,57914,Anatosaurus sp.,genus,38756,subjective synonym of,Edmontosaurus,genus,38761,Maastrichtian,,72.1,66,12319
558045,occ,,,57915,Hadrosaurus sp.,genus,38762,,Hadrosaurus,genus,38762,Maastrichtian,,72.1,66,1580
558168,occ,,,57918,Hypsibema crassicauda,species,64361,nomen dubium,Hadrosauridae,family,38755,Early Campanian,,83.5,70.6,64076
558180,occ,,,57919,cf. Edmontosaurus sp.,genus,38761,,Edmontosaurus,genus,38761,Maastrichtian,,72.1,66,15577
558181,occ,,,57919,cf. Triceratops sp.,genus,38862,,Triceratops,genus,38862,Maastrichtian,,72.1,66,15577
558451,occ,,,52674,Iguanodon sp.,genus,38749,,Iguanodon,genus,38749,Berriasian,,145,139.8,15587
558455,occ,,,45193,Iguanodon bernissartensis,species,58905,,Iguanodon bernissartensis,species,58905,Early Barremian,,130,125.45,55264
558456,occ,,,45193,Iguanodon atherfieldensis,species,64255,recombined as,Mantellisaurus atherfieldensis,species,64255,Early Barremian,,130,125.45,15587
559029,occ,,,58094,Iguanodon fittoni,species,64508,recombined as,Hypselospinus fittoni,species,64508,Valanginian,,139.8,132.9,15587
559030,occ,,,58094,Iguanodon sp.,genus,38749,,Iguanodon,genus,38749,Valanginian,,139.8,132.9,15587
559085,occ,30916,,48570,Hadrosaurus minor,species,54434,nomen dubium,Hadrosauridae,family,38755,Late Maastrichtian,,70.6,66,54671
559089,occ,,,58105,Bagaceratops sp.,genus,38846,,Bagaceratops,genus,38846,Late Campanian,,83.5,70.6,15648
559616,occ,18020,,58156,n. gen. Pteropelyx n. sp. grallipes,species,64358,nomen dubium,Hadrosauridae,family,38755,Middle Campanian,Late Campanian,83.5,70.6,15681
559617,occ,,,58157,Cionodon n. sp. stenopsis,species,64356,nomen dubium,Hadrosauridae,family,38755,Maastrichtian,,72.1,66,15647
559622,occ,,,58158,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559623,occ,,,58158,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
559627,occ,,,58158,Gilmoreosaurus n. sp. arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559630,occ,,,58158,Turanoceratops tardabilis,species,67678,,Turanoceratops tardabilis,species,67678,Middle Turonian,Late Turonian,93.5,89.3,16510
559632,occ,,,58160,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
559640,occ,,,58161,Turanoceratops tardabilis,species,67678,,Turanoceratops tardabilis,species,67678,Middle Turonian,Late Turonian,93.5,89.3,16510
559641,occ,,,58162,Gilmoreosaurus arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559642,occ,,,58162,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
559643,occ,,,58163,Gilmoreosaurus arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559644,occ,,,58163,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
559645,occ,,,58164,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559653,occ,,,46959,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,64195
559654,occ,21876,,46959,Levnesovia transoxiana,species,148886,,Levnesovia transoxiana,species,148886,Middle Turonian,Late Turonian,93.5,89.3,30213
559656,occ,,,46959,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Middle Turonian,Late Turonian,93.5,89.3,16510
559657,occ,,,46959,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559661,occ,,,58165,Turanoceratops tardabilis,species,67678,,Turanoceratops tardabilis,species,67678,Middle Turonian,Late Turonian,93.5,89.3,16510
559664,occ,,,58165,Ankylosaurinae indet.,subfamily,52798,,Ankylosaurinae,subfamily,52798,Middle Turonian,Late Turonian,93.5,89.3,16510
559665,occ,,,58165,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Middle Turonian,Late Turonian,93.5,89.3,16510
559672,occ,,,58166,Gilmoreosaurus arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559677,occ,,,58167,Ankylosaurinae indet.,subfamily,52798,,Ankylosaurinae,subfamily,52798,Middle Turonian,Late Turonian,93.5,89.3,16510
559678,occ,,,58167,Turanoceratops tardabilis,species,67678,,Turanoceratops tardabilis,species,67678,Middle Turonian,Late Turonian,93.5,89.3,16510
559679,occ,,,58167,Gilmoreosaurus arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559680,occ,,,58167,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Middle Turonian,Late Turonian,93.5,89.3,16510
559681,occ,,,58167,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
559686,occ,,,58168,Cionodon kyzylkumensis,species,53035,nomen dubium,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
559687,occ,21875,,58168,Levnesovia transoxiana,species,148886,,Levnesovia transoxiana,species,148886,Middle Turonian,Late Turonian,93.5,89.3,30213
559689,occ,,,58168,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
559690,occ,,,58168,Turanoceratops tardabilis,species,67678,,Turanoceratops tardabilis,species,67678,Middle Turonian,Late Turonian,93.5,89.3,16510
559700,occ,,,58168,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Middle Turonian,Late Turonian,93.5,89.3,16510
559701,occ,,,58168,Ceratopsidae ? indet.,family,38851,,Ceratopsidae,family,38851,Middle Turonian,Late Turonian,93.5,89.3,16510
559703,occ,,,58169,Gilmoreosaurus arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559710,occ,,,58173,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Middle Turonian,Late Turonian,93.5,89.3,16510
559711,occ,,,58173,Gilmoreosaurus arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559712,occ,,,58174,Ankylosaurinae indet.,subfamily,52798,,Ankylosaurinae,subfamily,52798,Middle Turonian,Late Turonian,93.5,89.3,16510
559713,occ,25878,,58174,Gilmoreosaurus arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559715,occ,,,58175,n. gen. Turanoceratops n. sp. tardabilis,species,67678,,Turanoceratops tardabilis,species,67678,Middle Turonian,Late Turonian,93.5,89.3,16510
559716,occ,,,58175,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Middle Turonian,Late Turonian,93.5,89.3,16510
559717,occ,,,58176,Gilmoreosaurus arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559720,occ,,,58178,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Middle Turonian,Late Turonian,93.5,89.3,16510
559722,occ,,,58179,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Middle Turonian,Late Turonian,93.5,89.3,16510
559728,occ,,,58182,cf. Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Late Bathonian,,167.7,164.7,16510
559748,occ,,,58194,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Late Barremian,Aptian,130,113,16510
559752,occ,33413,,58196,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Late Barremian,Aptian,130,113,62233
559780,occ,,,58206,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Turonian,Coniacian,93.5,86.3,16510
559781,occ,,,58207,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Turonian,Coniacian,93.5,86.3,16510
559782,occ,,,58208,Gilmoreosaurus ? n. sp. atavus,species,67798,nomen dubium,Euornithopoda,unranked clade,52801,Early Cenomanian,,99.6,93.5,16510
559784,occ,,,58208,Shamosaurinae ? indet.,subfamily,66853,,Shamosaurinae,subfamily,66853,Early Cenomanian,,99.6,93.5,16510
559785,occ,,,58208,n. gen. Kulceratops n. sp. kulensis,species,84304,nomen dubium,Ceratopsia,unranked clade,38842,Early Cenomanian,,99.6,93.5,16510
559790,occ,,,58208,Hypsilophodontidae ? indet.,family,38734,,Hypsilophodontidae,family,38734,Early Cenomanian,,99.6,93.5,16510
559800,occ,,,58157,Hadrosaurus ? sp.,genus,38762,,Hadrosaurus,genus,38762,Maastrichtian,,72.1,66,15647
560791,occ,,,58447,Ornithopoda indet.,unranked clade,38713,,Ornithopoda,unranked clade,38713,Early Cretaceous,,145,100.5,9256
560858,occ,,,58470,Trachodon sp.,genus,52925,nomen dubium,Hadrosauridae,family,38755,Cenomanian,,100.5,93.9,16510
560861,occ,,,58473,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Cenomanian,,100.5,93.9,16510
560899,occ,,,58476,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Cenomanian,,99.6,93.5,16510
560903,occ,,,58479,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Cenomanian,,99.6,93.5,16510
560905,occ,,,58480,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Cenomanian,,100.5,93.9,16510
560906,occ,,,58481,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Cenomanian,Early Turonian,100.5,89.3,16510
560908,occ,,,58483,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Cenomanian,,100.5,93.9,16510
560914,occ,,,58486,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Cenomanian,,100.5,93.9,16510
560915,occ,,,58487,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Cenomanian,,100.5,93.9,16510
560920,occ,,,58490,Asiaceratops salsopaludalis,species,66589,,Asiaceratops salsopaludalis,species,66589,Early Cenomanian,,99.6,93.5,16510
560922,occ,,,58490,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Cenomanian,,99.6,93.5,16510
560923,occ,,,58491,Troodon n. sp. isfarensis,species,68416,nomen dubium,Hadrosauridae,family,38755,Early Santonian,,85.8,83.5,16510
560976,occ,,,58510,Stegosaurus sp.,genus,38814,,Stegosaurus,genus,38814,Kimmeridgian,,157.3,152.1,13281
560977,occ,,,58510,Camptosaurus sp.,genus,38748,,Camptosaurus,genus,38748,Kimmeridgian,,157.3,152.1,13281
560982,occ,,,58515,Stegosaurus sp.,genus,38814,,Stegosaurus,genus,38814,Kimmeridgian,,157.3,152.1,13281
560985,occ,,,58516,Stegosaurus sp.,genus,38814,,Stegosaurus,genus,38814,Kimmeridgian,Tithonian,157.3,145,63754
560986,occ,,,58516,Camptosaurus sp.,genus,38748,,Camptosaurus,genus,38748,Kimmeridgian,Tithonian,157.3,145,63754
561811,occ,,,58574,n. gen. Secernosaurus n. sp. koerneri,species,64065,,Secernosaurus koerneri,species,64065,Late Campanian,Early Maastrichtian,83.5,66,12425
561871,occ,,,58581,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Cenomanian,,100.5,93.9,16510
561948,occ,,,58589,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Turonian,,93.5,89.3,16510
561953,occ,,,58592,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Turonian,,93.5,89.3,16510
561956,occ,,,58593,Gilmoreosaurus cf. arkhangelskyi,species,67799,nomen dubium,Ornithopoda,unranked clade,38713,Early Turonian,,93.5,89.3,16510
561959,occ,,,58594,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Turonian,Coniacian,93.5,86.3,16510
561961,occ,,,58596,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Early Turonian,,93.5,89.3,16510
561962,occ,,,58596,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Turonian,,93.5,89.3,16510
561965,occ,,,58597,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Early Turonian,,93.5,89.3,16510
561966,occ,,,58597,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Turonian,,93.5,89.3,16510
561968,occ,,,58598,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Middle Turonian,Late Turonian,93.5,89.3,16510
561969,occ,,,58598,Lambeosaurinae indet.,subfamily,53394,,Lambeosaurinae,subfamily,53394,Middle Turonian,Late Turonian,93.5,89.3,16510
561975,occ,,,58603,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Turonian,,93.9,89.8,16510
561976,occ,,,58603,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Turonian,,93.9,89.8,16510
561986,occ,,,58606,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Middle Turonian,Late Turonian,93.5,89.3,16510
561987,occ,,,58606,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
561988,occ,,,58607,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Santonian,,86.3,83.6,16510
561991,occ,,,58609,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
561993,occ,,,58610,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Turonian,Coniacian,93.5,86.3,16510
561994,occ,,,58611,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Middle Turonian,Late Turonian,93.5,89.3,16510
561995,occ,,,58611,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Middle Turonian,Late Turonian,93.5,89.3,16510
561998,occ,,,58614,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Late Turonian,Coniacian,93.5,86.3,16510
561999,occ,,,58614,Lambeosaurinae ? indet.,subfamily,53394,,Lambeosaurinae,subfamily,53394,Late Turonian,Coniacian,93.5,86.3,16510
562002,occ,,,58615,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Santonian,,86.3,83.6,16510
562003,occ,,,58615,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Santonian,,86.3,83.6,16510
562004,occ,,,58616,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Late Turonian,Santonian,93.5,83.6,16510
562005,occ,,,58616,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Turonian,Santonian,93.5,83.6,16510
562007,occ,,,58617,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Turonian,Santonian,93.5,83.6,16510
562652,occ,,,58693,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Turonian,Santonian,93.5,83.6,16510
562656,occ,,,58696,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Turonian,Coniacian,93.5,86.3,16510
562660,occ,,,58699,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Coniacian,Santonian,89.8,83.6,16510
562661,occ,,,58699,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Coniacian,Santonian,89.8,83.6,16510
562663,occ,,,58700,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Coniacian,Santonian,89.8,83.6,16510
562664,occ,,,58700,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Coniacian,Santonian,89.8,83.6,16510
562669,occ,,,58701,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Early Santonian,,85.8,83.5,16510
562670,occ,,,58701,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Santonian,,85.8,83.5,16510
562671,occ,,,58701,cf. Hypsilophodontidae indet.,family,38734,,Hypsilophodontidae,family,38734,Early Santonian,,85.8,83.5,16510
562680,occ,,,58491,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Early Santonian,,85.8,83.5,16510
562681,occ,,,58491,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Early Santonian,,85.8,83.5,16510
562685,occ,,,58704,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Santonian,Early Campanian,85.8,70.6,16510
562687,occ,,,58706,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Santonian,,86.3,83.6,16510
562692,occ,,,58708,Hadrosaurinae ? indet.,subfamily,53382,,Hadrosaurinae,subfamily,53382,Santonian,,86.3,83.6,16510
562693,occ,,,58708,Lambeosaurinae indet.,subfamily,53394,,Lambeosaurinae,subfamily,53394,Santonian,,86.3,83.6,16510
562694,occ,,,58709,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Santonian,,86.3,83.6,16510
562696,occ,,,58710,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Campanian,,83.6,72.1,16510
562697,occ,,,58710,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Campanian,,83.6,72.1,16510
562760,occ,,,58713,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Late Cretaceous,,100.5,66,16510
562761,occ,,,58714,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Santonian,,86.3,83.6,16510
562766,occ,,,58717,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Santonian,,86.3,83.6,16510
562773,occ,,,58722,Ornithischia indet.,unranked clade,38712,,Ornithischia,unranked clade,38712,Late Cretaceous,,100.5,66,16510
562841,occ,33651,,58750,Stegosauria indet.,unranked clade,326058,,Stegosauria,unranked clade,38798,Late Cretaceous,,100.5,66,16510
562842,occ,,,58751,Hadrosaurinae indet.,subfamily,53382,,Hadrosaurinae,subfamily,53382,Late Cretaceous,,100.5,66,16510
562855,occ,,,58755,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Santonian,Early Campanian,86.3,70.6,16510
562856,occ,15732,,58756,Ankylosauridae indet.,family,38831,,Ankylosauridae,family,38831,Santonian,Early Campanian,86.3,70.6,16510
562858,occ,,,58757,Hadrosauridae indet.,family,38755,,Hadrosauridae,family,38755,Senonian,,89.3,66,16510
562859,occ,17762,,58758,Centrosaurus sp.,genus,38854,,Centrosaurus,genus,38854,Late Campanian,,83.5,70.6,15355
562860,occ,,,58759,Prosaurolophus maximus,species,53384,,Prosaurolophus maximus,species,53384,Late Campanian,,83.5,70.6,12319
562861,occ,28464,,58760,Corythosaurus sp.,genus,38760,,Corythosaurus,genus,38760,Late Campanian,,83.5,70.6,33225
562867,occ,21845,,58763,Ornithopoda indet.,unranked clade,147918,,Ornithopoda,unranked clade,38713,Middle Berriasian,,145,140.2,19754
562916,occ,21222,,58792,Nodosauridae indet.,family,38817,,Nodosauridae,family,38817,Early Cretaceous,,145,100.5,16681
562935,occ,,,58807,Hypsilophodontidae indet.,family,38734,,Hypsilophodontidae,family,38734,Late Maastrichtian,,70.6,66,16682
562996,occ,,,56654,Drinker sp.,genus,57649,,Drinker,genus,57649,Early Tithonian,,150.8,145,13281
564414,occ,18701,,58900,Lambeosaurinae indet.,subfamily,53394,,Lambeosaurinae,subfamily,53394,Late Campanian,,83.5,70.6,15355
564415,occ,,,58901,n. gen. Panoplosaurus n. sp. mirus,species,52788,,Panoplosaurus mirus,species,52788,Late Campanian,,83.5,70.6,26783
564416,occ,18694,,58902,Panoplosaurus rugosidens,species,81256,recombined as,Edmontonia rugosidens,species,63263,Late Campanian,,83.5,70.6,15355
564417,occ,17880,,58903,Corythosaurus casuarius,species,56403,,Corythosaurus casuarius,species,56403,Late Campanian,,83.5,70.6,16964
564418,occ,,,58904,Stephanosaurus n. sp. intermedius,species,64017,recombined as,Corythosaurus intermedius,species,64017,Late Campanian,,83.5,70.6,12343
564419,occ,,,58905,Corythosaurus intermedius,species,63255,,Corythosaurus intermedius,species,64017,Late Campanian,,83.5,70.6,12343
564420,occ,,,58906,Corythosaurus intermedius,species,63255,,Corythosaurus intermedius,species,64017,Late Campanian,,83.5,70.6,12319
564421,occ,18716,,58907,Hadrosauridae indet.,family,364121,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,19374
564422,occ,18717,,58908,Hadrosauridae indet.,family,364121,,Hadrosauridae,family,38755,Late Campanian,,83.5,70.6,19374
