treeID,clade,rep,null_DIC,slow_DIC,asym_DIC,null_post_mean_intercept,null_post_mean,null_lower95_CI_intercept,null_upper95_CI_intercept,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean_intercept,slow_post_mean,slow_post_mean_2,slow_lower95_CI_intercept,slow_upper95_CI_intercept,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean_intercept,asym_post_mean,asym_post_mean_sqrt,asym_lower95_CI_intercept,asym_upper95_CI_intercept,asym_lower95_CI,asym_upper95_CI,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
tree_4,sauro,36,609.7218172,608.0550023,607.6241319,2.098180655,0.003692601,1.85935892,2.321599102,0.001405435,0.006199579,450,0.002222222,1.793434357,0.017078165,-5.92E-05,1.481686895,2.078071465,0.008976073,0.027153514,-9.91E-05,-2.34E-05,450,0.002222222,0.997887353,-0.010835962,0.294845516,0.269401456,1.654104271,-0.019571579,-0.001802508,0.099351875,0.451764406,450,0.004444444
tree_4,sauro,37,597.7371967,596.250726,595.5446469,2.096797287,0.003840868,1.859243883,2.299955437,0.00144337,0.006559291,642.4290927,0.002222222,1.794621127,0.017029903,-5.90E-05,1.506869685,2.115274451,0.009310542,0.026931313,-1.04E-04,-2.51E-05,450,0.002222222,0.982048889,-0.011035906,0.298885997,0.245254742,1.655252784,-0.020616273,-0.001164745,0.1338027,0.48761149,521.3688098,0.013333333
tree_4,sauro,38,597.2538334,596.2014336,595.8902556,2.091552799,0.003877117,1.84567365,2.300721286,0.001874056,0.006449738,385.7048419,0.002222222,1.808492217,0.016487136,-5.67E-05,1.500587815,2.099091879,0.007825969,0.025130939,-9.44E-05,-2.12E-05,450,0.002222222,0.993083034,-0.010873017,0.295745879,0.189440521,1.78692062,-0.020553214,-6.27E-04,0.118364187,0.508965151,384.7721323,0.022222222
tree_4,sauro,39,597.2566587,596.0256387,595.0899597,2.111672892,0.00386474,1.890533826,2.309064513,0.00129855,0.006444634,450,0.002222222,1.805357205,0.016771497,-5.74E-05,1.520859539,2.096418684,0.007404234,0.02505457,-9.11E-05,-1.71E-05,450,0.002222222,0.994408906,-0.010580771,0.293723488,0.187689429,1.707983191,-0.020228444,-5.93E-04,0.102616896,0.490333876,430.9842676,0.004444444
tree_4,sauro,40,609.0403035,607.4003736,606.849688,2.095517421,0.00380382,1.831348263,2.278555484,7.19E-04,0.006030949,450,0.002222222,1.799490861,0.01680864,-5.78E-05,1.491662123,2.072388781,0.008334373,0.026174953,-9.47E-05,-2.23E-05,450,0.002222222,1.013604287,-0.01038627,0.28775293,0.229280638,1.670698335,-0.020077005,-2.11E-04,0.098204579,0.470288343,450,0.004444444
tree_4,sauro,41,597.3159138,595.8774902,595.5770671,2.106208923,0.003851844,1.872267253,2.29425212,0.001709954,0.00612813,292.6573472,0.002222222,1.790312673,0.017244623,-5.95E-05,1.491100158,2.07166247,0.008172181,0.025295361,-9.73E-05,-2.42E-05,450,0.002222222,0.970535364,-0.010903979,0.29802642,0.197768362,1.6993398,-0.020228003,-0.001887034,0.122177523,0.492311976,450,0.008888889
tree_4,sauro,42,603.9378327,602.2821884,601.815797,2.099170779,0.003655276,1.861915208,2.294025225,0.001421718,0.006173941,450,0.002222222,1.785864008,0.017479258,-6.09E-05,1.494679197,2.077756913,0.009770517,0.027074027,-1.01E-04,-2.48E-05,450,0.002222222,1.005911183,-0.010682088,0.29262422,0.257900769,1.692353753,-0.019698938,-0.001589932,0.106789624,0.467179874,450,0.004444444
tree_4,sauro,43,597.6519245,596.2197691,595.1900679,2.09505634,0.00382812,1.81506474,2.304281931,0.0014694,0.006082923,417.3239372,0.002222222,1.789333694,0.017053672,-5.87E-05,1.507577143,2.108718231,0.008290296,0.025810847,-9.39E-05,-1.43E-05,450,0.002222222,0.996023748,-0.010705996,0.294637114,0.258935836,1.736967705,-0.019162442,-3.71E-04,0.10424913,0.461782995,450,0.008888889
tree_4,sauro,44,597.4298712,596.1300994,595.3921977,2.091208934,0.003861211,1.876700627,2.2846454,0.001481704,0.006573526,450,0.002222222,1.78817383,0.01730536,-6.01E-05,1.485503653,2.071346479,0.00848601,0.02492912,-1.00E-04,-2.49E-05,450,0.002222222,1.006075811,-0.010555507,0.291476553,0.252509466,1.730486028,-0.018536737,-1.46E-04,0.113078826,0.47158939,450,0.017777778
tree_4,sauro,45,597.1858418,596.1270908,595.3432801,2.09557812,0.003793991,1.856257048,2.322326974,0.001324816,0.006313794,450,0.002222222,1.799540191,0.016782423,-5.75E-05,1.524753037,2.117653601,0.008404725,0.025513822,-9.28E-05,-1.98E-05,450,0.002222222,1.028690662,-0.010270154,0.284782616,0.319754322,1.766725978,-0.019275928,-7.83E-04,0.095502985,0.449952931,450,0.017777778
tree_4,sauro,46,597.2309134,596.0890984,595.3294151,2.104325649,0.003800225,1.893697184,2.3414532,0.001258509,0.006237806,450,0.002222222,1.803504477,0.017030628,-5.86E-05,1.5589817,2.103557734,0.008476471,0.025517557,-9.32E-05,-2.05E-05,450,0.002222222,1.006809762,-0.010420004,0.289460912,0.194879311,1.76628316,-0.02030397,-8.00E-04,0.112293409,0.494587516,450,0.013333333
tree_4,sauro,47,597.3047388,595.9109866,595.2288133,2.106266708,0.003789564,1.864446422,2.28041229,0.001396731,0.006205579,306.0585864,0.002222222,1.796413729,0.016964549,-5.89E-05,1.495023498,2.107456308,0.009010189,0.027202624,-9.80E-05,-2.21E-05,450,0.002222222,1.005813346,-0.010346027,0.288865162,0.194361254,1.79051834,-0.019379325,-5.61E-04,0.095768364,0.472066793,450,0.022222222
tree_4,sauro,48,603.4541578,602.3442721,601.4716716,2.102313064,0.003859118,1.860378821,2.304800508,0.00164858,0.006755843,422.7870126,0.002222222,1.783387884,0.017136064,-5.88E-05,1.495690628,2.117785006,0.006725371,0.024399426,-9.72E-05,-2.20E-05,304.7641207,0.002222222,1.031457202,-0.010099116,0.282010777,0.25899184,1.798576356,-0.018839258,6.11E-04,0.087251126,0.473360487,450,0.004444444
tree_4,sauro,49,597.2141064,595.87626,595.1596108,2.101861591,0.003813889,1.864052906,2.318352034,0.001601493,0.006410739,288.8716688,0.002222222,1.80243387,0.016840137,-5.83E-05,1.510770895,2.122082665,0.00757114,0.026086463,-9.75E-05,-1.73E-05,450,0.002222222,1.029601276,-0.010362401,0.285706605,0.267339833,1.768050009,-0.019160401,-6.75E-04,0.079539952,0.432497388,526.8543814,0.004444444
tree_4,sauro,50,597.6295131,596.0011503,595.1893277,2.085556018,0.003870764,1.848249804,2.314427878,0.001646225,0.006239335,450,0.002222222,1.78008151,0.017133907,-5.93E-05,1.468563835,2.071688222,0.008391646,0.026151082,-1.05E-04,-2.44E-05,450,0.002222222,0.992072028,-0.010743646,0.294816644,0.258585718,1.79641728,-0.020106802,-4.36E-04,0.114918625,0.483809041,450,0.008888889
tree_4,thero,1,912.8912006,907.6343775,903.5699289,2.019173649,0.004717827,1.848147763,2.239512073,0.003135971,0.006269594,585.5684168,0.002222222,1.712592051,0.013552783,-3.97E-05,1.451454678,2.03362104,0.007327958,0.01987653,-7.14E-05,-1.45E-05,450,0.002222222,0.86493177,-0.009179916,0.275356384,0.173609999,1.493541946,-0.01656681,-0.001374378,0.140021672,0.42897458,450,0.013333333
tree_4,thero,2,901.7447139,896.972802,893.2657856,2.003732005,0.004840345,1.795463219,2.17458399,0.003280663,0.006309281,450,0.002222222,1.703249497,0.01390042,-4.12E-05,1.442056864,2.030119509,0.007527923,0.019809605,-6.67E-05,-1.47E-05,244.4532044,0.002222222,0.88555899,-0.00892013,0.270337759,0.232897743,1.518396513,-0.017426504,-0.001654935,0.1056176,0.411091372,360.1231324,0.013333333
tree_4,thero,3,907.3313452,902.8690959,898.636021,2.007338067,0.004972442,1.837469852,2.208773565,0.003519428,0.006367197,450,0.002222222,1.702258762,0.013663405,-3.91E-05,1.41253181,1.989398959,0.006589259,0.018985834,-6.51E-05,-1.22E-05,394.6668809,0.002222222,0.913356578,-0.00827194,0.261475278,0.249790167,1.54154082,-0.016284508,-7.79E-04,0.127952544,0.412478278,350.1630261,0.013333333
tree_4,thero,4,905.2913593,900.4902133,896.2448227,2.021219308,0.004495573,1.826297533,2.205087701,0.003072025,0.006093574,450,0.002222222,1.701031477,0.013770479,-4.20E-05,1.40738108,1.971897324,0.007508177,0.01959996,-6.77E-05,-1.57E-05,450,0.002222222,0.872145779,-0.009784251,0.280099397,0.241523989,1.522789956,-0.015767531,-0.001373143,0.141953027,0.416091606,450,0.013333333
tree_4,thero,5,909.0811285,903.5975648,900.2242614,2.010598493,0.004769643,1.813089733,2.19796191,0.003336725,0.00651976,381.085594,0.002222222,1.698150915,0.013808797,-4.08E-05,1.343221415,1.957897431,0.008260134,0.021492852,-6.88E-05,-1.21E-05,450,0.002222222,0.856641915,-0.009364251,0.278193037,0.267384666,1.635529389,-0.017609579,-0.002238557,0.130438685,0.417462466,450,0.017777778
tree_4,thero,6,908.2785246,903.3120593,898.7406904,2.014977369,0.004772109,1.846710728,2.223541457,0.003313673,0.006251324,450,0.002222222,1.698757721,0.01366654,-4.01E-05,1.39653301,1.955005836,0.007557001,0.019126856,-6.46E-05,-1.37E-05,483.477317,0.002222222,0.892863218,-0.009075798,0.27133421,0.225595009,1.519363231,-0.016002122,2.92E-04,0.108533409,0.417450577,450,0.017777778
tree_4,thero,7,901.4880112,896.6918712,893.3258316,1.997239479,0.004829152,1.81812694,2.197261402,0.003446596,0.00670045,450,0.002222222,1.711884988,0.013192976,-3.82E-05,1.445797538,2.034559379,0.007631099,0.019625849,-6.35E-05,-1.10E-05,440.0925449,0.002222222,0.928367814,-0.008439699,0.26015678,0.333585686,1.665555206,-0.015986564,-1.51E-04,0.10334087,0.404362785,508.168992,0.013333333
tree_4,thero,8,905.2140791,900.743118,897.2065477,2.002599156,0.004926529,1.806745976,2.191124932,0.003271933,0.006345155,450,0.002222222,1.708523392,0.013409332,-3.86E-05,1.392073803,1.962799153,0.007388695,0.019534322,-6.69E-05,-1.39E-05,450,0.002222222,0.901749546,-0.008655963,0.265487442,0.274718018,1.598732101,-0.015950638,-5.82E-04,0.105552873,0.401807967,560.4598818,0.017777778
tree_4,thero,9,903.4362989,899.2628032,894.1776372,2.016525029,0.004708675,1.832221059,2.216989149,0.003303638,0.00629455,450,0.002222222,1.697303161,0.013714615,-4.12E-05,1.413903168,2.000853273,0.007706562,0.020144778,-6.79E-05,-1.48E-05,294.6965501,0.002222222,0.896319688,-0.009145491,0.271751712,0.232183024,1.507655064,-0.018021572,-0.002524778,0.131708487,0.422285425,450,0.002222222
tree_4,thero,10,906.3969518,900.9980871,897.3413694,2.006517573,0.004856429,1.822288866,2.182618501,0.003575398,0.006396077,466.1052335,0.002222222,1.705931421,0.013546759,-3.94E-05,1.421877384,1.998554123,0.007243984,0.019862111,-6.93E-05,-1.35E-05,380.8203402,0.002222222,0.905180771,-0.008619807,0.265828218,0.252432003,1.543662074,-0.017079741,-0.001675262,0.139556049,0.435262482,450,0.013333333
tree_4,thero,11,906.533997,901.6348682,897.7983139,2.008736624,0.004937676,1.821512949,2.206978509,0.003190186,0.006260902,380.10927,0.002222222,1.71485688,0.013459683,-3.90E-05,1.43467994,2.031871882,0.007374754,0.019598209,-6.58E-05,-1.40E-05,410.7959696,0.002222222,0.926999963,-0.008326767,0.260598665,0.215373824,1.516554451,-0.015870737,3.13E-04,0.107533158,0.412381906,334.4085016,0.008888889
tree_4,thero,12,895.9521601,890.8953495,887.8908821,2.017170812,0.004837794,1.804543805,2.196885119,0.003425253,0.006571271,387.5002705,0.002222222,1.70563018,0.013498546,-3.93E-05,1.401970768,2.004576849,0.007576419,0.019895302,-6.77E-05,-1.47E-05,450,0.002222222,0.918867716,-0.008689802,0.264080873,0.172432492,1.551437093,-0.017117097,-0.001092927,0.103619187,0.410415249,450,0.008888889
tree_4,thero,13,914.8906776,909.8577864,905.4609955,2.024871188,0.00456889,1.822212471,2.225699815,0.002912379,0.00607933,450,0.002222222,1.705128569,0.013821042,-4.21E-05,1.437844653,1.987147765,0.007050903,0.019034632,-6.62E-05,-1.58E-05,450,0.002222222,0.861874311,-0.009653331,0.280739107,0.285300539,1.501142917,-0.016384457,-0.002286013,0.138224947,0.406590519,342.0265265,0.017777778
tree_4,thero,14,902.1491618,897.2089851,893.0541915,2.015563212,0.004778661,1.82928861,2.207225166,0.003088258,0.006309323,450,0.002222222,1.710889503,0.013426002,-3.90E-05,1.408586584,2.023476418,0.007263177,0.019432213,-6.73E-05,-1.44E-05,389.65381,0.002222222,0.914456955,-0.008660942,0.265179682,0.165300709,1.515889618,-0.016128745,-8.18E-04,0.127927195,0.430147036,450,0.013333333
tree_4,thero,15,901.6256127,897.3713834,893.2219961,2.017662296,0.00485137,1.823268907,2.221501701,0.003156136,0.006524906,450,0.002222222,1.710437582,0.013431623,-3.92E-05,1.411598349,1.973869319,0.007110399,0.018831162,-6.22E-05,-1.27E-05,383.9584647,0.002222222,0.905936477,-0.008678806,0.265938852,0.245093192,1.566513248,-0.016388088,-0.001244686,0.115675869,0.41210322,450,0.004444444
tree_4,thero,16,902.8147929,897.9380481,894.2740604,2.012060242,0.004760634,1.83410654,2.208632436,0.003283539,0.006253316,450,0.002222222,1.702635953,0.013717101,-4.06E-05,1.46668679,1.982814255,0.007815403,0.019151277,-6.52E-05,-1.18E-05,450,0.002222222,0.912655332,-0.008774584,0.266026098,0.226240777,1.58004497,-0.015870919,-3.13E-04,0.109373494,0.410909848,450,0.017777778
tree_4,thero,17,896.3754233,891.5919981,887.4224425,2.015610906,0.004916642,1.78526497,2.181080973,0.003126302,0.006322918,450,0.002222222,1.702880082,0.013523769,-3.91E-05,1.452081724,1.967884075,0.006977154,0.018884125,-6.61E-05,-1.27E-05,450,0.002222222,0.904536981,-0.008891558,0.269040863,0.272022859,1.567314851,-0.017054983,-0.001422891,0.113067475,0.417705679,450,0.004444444
tree_4,thero,18,907.2029017,902.0209278,897.6757871,2.0166527,0.004766669,1.812858226,2.198001418,0.003144168,0.006159321,450,0.002222222,1.714764521,0.013260179,-3.85E-05,1.451769307,2.031811126,0.006663245,0.018596029,-6.40E-05,-1.10E-05,289.4900646,0.002222222,0.866029248,-0.009259812,0.27580306,0.28659984,1.496176125,-0.016691298,-0.002175638,0.155868077,0.420923448,378.2688313,0.013333333
tree_4,thero,19,901.8005616,896.6692223,892.6872587,2.026017644,0.004725841,1.82897889,2.227805707,0.003019514,0.006187495,450,0.002222222,1.699711532,0.013655289,-4.01E-05,1.370693985,1.990864834,0.006199023,0.019261135,-6.76E-05,-1.09E-05,450,0.002222222,0.898243485,-0.008843906,0.268004167,0.144220865,1.538460244,-0.017655482,-0.001453421,0.118855929,0.430198186,450,0.013333333
tree_4,thero,20,913.1258653,908.3647787,903.9694049,2.025259348,0.004711118,1.839638423,2.232304234,0.002950937,0.006305521,450,0.002222222,1.695128966,0.013961598,-4.16E-05,1.420453046,1.987556616,0.008061361,0.019902838,-6.90E-05,-1.62E-05,450,0.002222222,0.911127215,-0.008778843,0.266611474,0.265002718,1.539765343,-0.015492297,-1.37E-04,0.096554675,0.399453336,450,0.013333333
tree_4,thero,21,913.2558849,908.6920906,904.5409566,2.02441096,0.004610225,1.845183573,2.22820396,0.003115404,0.005997702,570.6330536,0.002222222,1.715433826,0.013385469,-3.98E-05,1.427702938,1.997289216,0.006919008,0.018798756,-6.45E-05,-1.22E-05,450,0.002222222,0.872691465,-0.009292404,0.275218274,0.191980862,1.496795116,-0.016975892,-0.002710114,0.127603451,0.410796502,342.9489536,0.013333333
tree_4,thero,22,907.2723494,902.6242539,898.5391809,2.01679621,0.004779714,1.835729583,2.214639885,0.00328635,0.006291091,450,0.002222222,1.705258958,0.013683949,-4.06E-05,1.426094762,2.005930468,0.007248971,0.019770101,-6.71E-05,-1.39E-05,450,0.002222222,0.91672687,-0.008726838,0.26394596,0.309042946,1.657045765,-0.016189175,1.66E-04,0.078511246,0.398225078,468.677872,0.022222222
tree_4,thero,23,897.3885958,892.1111509,888.5062139,2.005563135,0.004797078,1.811889236,2.205930883,0.003105781,0.006188875,450,0.002222222,1.695069968,0.013741809,-4.07E-05,1.443992577,1.988505198,0.00726728,0.019360469,-6.50E-05,-1.20E-05,374.4725607,0.002222222,0.892783225,-0.008964733,0.269947266,0.252039635,1.5689499,-0.016852853,-0.001923847,0.138964245,0.431150574,450,0.004444444
tree_4,thero,24,896.6800382,891.6980021,887.6647264,2.017527873,0.004791613,1.802569782,2.178179403,0.003086553,0.006310652,450,0.002222222,1.705487266,0.013747208,-4.09E-05,1.401129881,1.965239605,0.00755482,0.019534257,-6.84E-05,-1.43E-05,499.9186122,0.002222222,0.911148285,-0.008586007,0.263746178,0.156533361,1.532625875,-0.016011974,-4.47E-04,0.112126168,0.408881911,450,0.004444444
tree_4,thero,25,901.3250528,896.2310273,892.7619929,2.010806435,0.004972611,1.829136331,2.200348871,0.003392751,0.006465048,450,0.002222222,1.706802256,0.013450946,-3.87E-05,1.365603434,1.969823524,0.006407904,0.018680545,-6.36E-05,-8.40E-06,450,0.002222222,0.913544201,-0.008523534,0.263745156,0.26490053,1.510152772,-0.015880232,-0.00173765,0.116707806,0.390477047,450,0.017777778
tree_4,thero,26,896.7512549,891.9735,888.0918249,2.009499619,0.004899699,1.795862585,2.189733035,0.003212969,0.006290268,450,0.002222222,1.707618455,0.013354888,-3.85E-05,1.395855808,2.016937814,0.006965162,0.019443324,-6.54E-05,-1.06E-05,450,0.002222222,0.941157079,-0.008286066,0.258409426,0.234653014,1.537898394,-0.01592813,-5.49E-04,0.101862449,0.393392449,450,0.004444444
tree_4,thero,27,915.5769737,910.8314355,906.4413066,2.024293456,0.004599578,1.843616468,2.206207594,0.003106943,0.006023823,450,0.002222222,1.688948749,0.014238958,-4.35E-05,1.392390117,2.00419823,0.008281844,0.0207069,-6.92E-05,-1.77E-05,450,0.002222222,0.849161465,-0.009759354,0.283736294,0.228133977,1.505457692,-0.017446826,-0.002020838,0.12554151,0.422340941,386.0284797,0.013333333
tree_4,thero,28,900.4563768,896.1884867,891.8076876,2.004608593,0.004930431,1.784040112,2.179441234,0.00341196,0.00642375,450,0.002222222,1.702495018,0.013420337,-3.88E-05,1.386362644,2.012491667,0.006317745,0.019381131,-6.69E-05,-1.14E-05,370.2418915,0.002222222,0.899501829,-0.008558914,0.264257414,0.258207548,1.558327274,-0.016682112,-0.001171244,0.128286612,0.415403175,356.6770542,0.004444444
tree_4,thero,29,902.2098054,897.9602643,893.6227023,2.009995293,0.004781361,1.823590883,2.215529544,0.00343002,0.006467138,509.8781181,0.002222222,1.689537382,0.013878422,-4.13E-05,1.422113349,1.964947626,0.008041814,0.019218429,-6.26E-05,-1.30E-05,388.611624,0.002222222,0.864154384,-0.009325698,0.277483393,0.157404535,1.544602645,-0.016300193,-0.001153405,0.118245517,0.413027321,390.1892855,0.013333333
tree_4,thero,30,891.0266255,886.4140934,882.5486729,2.005792153,0.004898854,1.825177776,2.216673273,0.003423054,0.006544126,450,0.002222222,1.698206992,0.013589355,-3.96E-05,1.375879777,1.995911873,0.006727221,0.020046318,-6.87E-05,-1.13E-05,387.0442732,0.002222222,0.933310143,-0.008452529,0.260929938,0.232864742,1.608391387,-0.016388353,-9.51E-04,0.122800266,0.42679479,385.5317047,0.013333333
tree_4,thero,31,901.7487902,896.6321547,892.4875521,2.013609851,0.004770597,1.797240939,2.204581281,0.003348895,0.006361439,450,0.002222222,1.704411309,0.013501468,-3.93E-05,1.41627672,2.020546404,0.006591732,0.019326279,-6.77E-05,-1.31E-05,354.9292058,0.002222222,0.92248097,-0.008603292,0.262721161,0.203960207,1.522551785,-0.016427844,-0.001011578,0.123442912,0.423432706,450,0.002222222
tree_4,thero,32,891.4036883,886.3631034,882.3675903,2.009105228,0.004830006,1.810812497,2.16980961,0.003031083,0.006192989,450,0.002222222,1.7024011,0.013576651,-3.98E-05,1.436636597,1.998843074,0.006663954,0.01973059,-7.06E-05,-1.58E-05,450,0.002222222,0.917637162,-0.008463591,0.2622733,0.285229582,1.5678271,-0.016525197,-0.001278629,0.114994524,0.405155067,450,0.013333333
tree_4,thero,33,901.5317879,896.7310034,892.7003116,2.008001998,0.004847556,1.809586167,2.182861147,0.003399175,0.006447131,450,0.002222222,1.704630242,0.013638302,-3.98E-05,1.414151036,2.004673871,0.007386645,0.0199599,-6.73E-05,-1.26E-05,450,0.002222222,0.900648618,-0.008869174,0.268354604,0.223225685,1.491641293,-0.016483837,-0.001146606,0.14187592,0.432167211,450,0.002222222
tree_4,thero,34,896.2795666,891.3130361,887.5008784,2.008919795,0.004844829,1.805564465,2.204708623,0.003437188,0.006453271,450,0.002222222,1.689020508,0.013707072,-4.01E-05,1.367003274,1.971165451,0.008022096,0.021124669,-7.18E-05,-1.36E-05,450,0.002222222,0.889211971,-0.008897825,0.269634531,0.125819672,1.540567638,-0.0183493,-0.001489071,0.117930145,0.440778836,450,0.026666667
tree_4,thero,35,898.3260798,893.6542125,889.4196837,2.013605324,0.004768449,1.816077864,2.19370148,0.003034432,0.00624443,450,0.002222222,1.698710691,0.013706307,-4.05E-05,1.39331056,2.012427355,0.007237254,0.019739124,-6.60E-05,-1.16E-05,450,0.002222222,0.89434429,-0.00899797,0.269205459,0.195844529,1.544806113,-0.016923732,-0.001574869,0.11766781,0.409822927,450,0.002222222
tree_4,thero,36,897.5633638,893.0126235,888.593331,2.021116882,0.004644306,1.84014682,2.199675605,0.003160259,0.006337107,295.2216352,0.002222222,1.707189989,0.013738336,-4.11E-05,1.412204809,1.964230521,0.007787102,0.020553957,-7.10E-05,-1.52E-05,450,0.002222222,0.872707859,-0.009193668,0.273976673,0.187480662,1.622615652,-0.01696888,-3.16E-04,0.119255859,0.442166693,450,0.008888889
tree_4,thero,37,909.1629526,904.2790742,900.3682222,2.008713967,0.004649858,1.82708972,2.209788058,0.003233372,0.006094647,450,0.002222222,1.696929306,0.013627869,-4.08E-05,1.452000248,1.98676725,0.007399238,0.019569938,-6.81E-05,-1.39E-05,450,0.002222222,0.914743917,-0.009125302,0.269023202,0.208800621,1.681842244,-0.018054199,-6.45E-04,0.085131974,0.421185862,473.9984391,0.026666667
tree_4,thero,38,901.9730107,897.1044737,893.0496288,2.015443231,0.004813156,1.807797727,2.199913279,0.003379171,0.006270257,450,0.002222222,1.695764574,0.013768403,-4.04E-05,1.384230069,1.973475874,0.008106263,0.020528074,-6.69E-05,-1.47E-05,450,0.002222222,0.891403091,-0.008987561,0.271642625,0.277989313,1.533789998,-0.016824048,-0.002182485,0.136400271,0.415083842,520.0984524,0.013333333
tree_4,thero,39,908.589471,903.3778753,899.1602204,2.017485364,0.004759408,1.833066203,2.206991096,0.003304881,0.006397058,450,0.002222222,1.710430706,0.013632131,-4.03E-05,1.441748157,2.014497474,0.007906747,0.019389375,-6.32E-05,-1.36E-05,385.0199872,0.002222222,0.899469491,-0.00900041,0.27016575,0.302007275,1.510617991,-0.015192623,-8.14E-04,0.126939058,0.404803185,450,0.013333333
tree_4,thero,40,895.1174809,890.7875498,886.8951183,2.014423171,0.00481923,1.813810571,2.172098267,0.003333884,0.006352495,511.2082652,0.002222222,1.702883524,0.013590066,-3.98E-05,1.410834308,1.985997851,0.007512404,0.019298675,-6.53E-05,-1.36E-05,381.2491266,0.002222222,0.916551227,-0.008611255,0.264215338,0.225445767,1.596822176,-0.016851145,-8.68E-04,0.112924379,0.417552353,450,0.013333333
tree_4,thero,41,901.1468985,896.4821656,892.8178535,2.012843106,0.004838351,1.832317796,2.212302495,0.003072084,0.006382496,450,0.002222222,1.697146754,0.013711179,-4.06E-05,1.40182556,1.973694208,0.007644414,0.019619396,-6.73E-05,-1.52E-05,349.0020614,0.002222222,0.899491559,-0.008662318,0.266130168,0.25025193,1.605141306,-0.016884119,-9.09E-04,0.111184664,0.413469191,520.9356647,0.017777778
tree_4,thero,42,907.2936889,902.1897089,898.328845,2.010801384,0.004882156,1.832223488,2.223524249,0.003173753,0.006299839,450,0.002222222,1.699376659,0.013561904,-3.96E-05,1.423900354,1.969842048,0.007185242,0.019503887,-6.25E-05,-7.22E-06,450,0.002222222,0.926044899,-0.008659228,0.264200709,0.272416484,1.590013312,-0.017380621,-0.001870252,0.106161369,0.411330675,450,0.002222222
tree_4,thero,43,911.1636609,905.8795887,902.5159577,2.007918711,0.004934746,1.800152548,2.175466774,0.003106695,0.006516087,450,0.002222222,1.690754838,0.013726676,-4.02E-05,1.405440885,1.950706523,0.007595113,0.019775299,-6.47E-05,-1.23E-05,333.9121014,0.002222222,0.884085843,-0.008996671,0.271509975,0.274008954,1.561238748,-0.016450943,-0.001830547,0.125943986,0.411858748,450,0.013333333
tree_4,thero,44,906.6635163,901.7431094,898.1892378,2.016342384,0.0048872,1.809155215,2.203373394,0.003282002,0.006274133,450,0.002222222,1.712570297,0.013588066,-3.97E-05,1.417296899,1.986258935,0.007877644,0.01943202,-6.56E-05,-1.42E-05,450,0.002222222,0.884544813,-0.008946748,0.271003802,0.209707126,1.612015634,-0.018050682,-0.001806418,0.108044432,0.42109503,288.04193,0.008888889
tree_4,thero,45,908.8775096,904.2249559,899.3631766,2.022046867,0.004683108,1.805378591,2.196662781,0.003075297,0.006295402,450,0.002222222,1.696492955,0.013776236,-4.10E-05,1.427810406,1.983648312,0.006858729,0.019272877,-7.03E-05,-1.52E-05,450,0.002222222,0.867125108,-0.009429829,0.277705238,0.165044474,1.420737626,-0.016902672,-0.001673902,0.134065002,0.428436517,450,0.008888889
tree_4,thero,46,915.4415042,910.9744172,906.6013907,2.023071252,0.00454216,1.820513643,2.208082883,0.002810482,0.005966391,349.443059,0.002222222,1.727047956,0.013357711,-4.01E-05,1.427049611,2.023881848,0.007729528,0.020247293,-6.59E-05,-1.16E-05,342.518891,0.002222222,0.886304889,-0.00949017,0.275933768,0.121255157,1.526712224,-0.017288578,-0.001468955,0.124173016,0.432038658,349.3720338,0.004444444
tree_4,thero,47,901.847725,897.4167572,893.7454151,2.010575929,0.004801723,1.817733847,2.192440517,0.00319762,0.006222735,450,0.002222222,1.705162126,0.013402043,-3.93E-05,1.406252772,1.990717902,0.007187321,0.019441819,-6.24E-05,-1.12E-05,450,0.002222222,0.926121608,-0.008603621,0.261960393,0.299209164,1.545775025,-0.01632597,-9.85E-04,0.124132177,0.406442721,450,0.002222222
tree_4,thero,48,907.2911016,902.6696102,898.7733224,2.015019872,0.004802368,1.819409796,2.199736644,0.0033375,0.006236027,450,0.002222222,1.721594273,0.0134216,-3.93E-05,1.38335322,1.977285536,0.008131469,0.019810849,-6.57E-05,-1.46E-05,450,0.002222222,0.906558244,-0.008813035,0.267560373,0.23557684,1.548082353,-0.016858286,-3.39E-04,0.114935021,0.421326118,470.3842952,0.022222222
tree_4,thero,49,911.9149942,906.645054,902.2494498,2.032391182,0.004392349,1.842777071,2.223438873,0.002755686,0.005901686,450,0.002222222,1.71361701,0.013623491,-4.16E-05,1.467455632,1.983436312,0.008109386,0.019194546,-6.41E-05,-1.59E-05,409.874086,0.002222222,0.865581645,-0.009777702,0.280039553,0.200570909,1.641449746,-0.017914838,-0.001173651,0.114808638,0.438414677,450,0.008888889
tree_4,thero,50,909.2738112,904.4243981,900.2942231,2.024221964,0.004646327,1.812276415,2.18877849,0.003025232,0.005977522,450,0.002222222,1.696172451,0.014010677,-4.23E-05,1.402158227,1.996024501,0.00759823,0.020027595,-7.10E-05,-1.67E-05,450,0.002222222,0.897784074,-0.009278743,0.272911696,0.235520754,1.65963427,-0.017770545,-0.001636314,0.116374778,0.42523526,450,0.017777778
