tree.ID,tree,null_DIC,slow_DIC,asym_DIC,null_post_mean,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean,slow_post_mean_2,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean,asym_post_mean_sqrt,asym_lower95_CI,asym_upper95_CI,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
1,Bapst2016.nex,479.018257383173,455.250968118814,447.646879505043,0.0125721562874128,0.00885580288854726,0.016326858283719,450,0.00222222222222222,0.0423389689860162,-0.000181327705687093,0.0354932739592186,0.0476250307547161,-0.000216898246435449,-0.000137562630698085,450,0.00222222222222222,-0.0133850233459265,0.368685743005161,-0.019402296966291,-0.00818110699765384,0.302702347224113,0.436281235161005,450,0.00222222222222222
2,Beck2014.tre,591.562714187041,525.744972535514,522.037302646594,0.012390557253851,0.00862598711682949,0.0157834176789038,450,0.00222222222222222,0.041145407254366,-0.000145460105742611,0.038412444802816,0.0441604307670787,-0.000163583667017519,-0.000128377694636583,450,0.00222222222222222,-0.015119021576296,0.403769559749626,-0.0192772664449876,-0.0107723400433315,0.353973589895759,0.451663534724503,523.776562224145,0.00222222222222222
3,bilineage.tre,994.629920978101,967.560509161361,907.578148084099,0.0257016042930428,0.0190292076440528,0.0325192871096078,450,0.00222222222222222,0.0841492935381883,-0.000767701603396063,0.070976042712573,0.0954223326552892,-0.000915150467335479,-0.000591014162637293,450,0.00222222222222222,-0.0421259605907657,0.656988750173297,-0.0492969767365139,-0.0336289846891304,0.594544635932834,0.715498071775073,450,0.00222222222222222
4,bimorph.tre,1912.93081461514,1887.23516832212,1762.8477566553,0.0228076016454941,0.0166939831105992,0.0286315450211987,450,0.00222222222222222,0.0769407413299243,-0.000679945350396641,0.065429032270913,0.0890394379093777,-0.000840014872665051,-0.000553783422219567,1490.09349731085,0.00222222222222222,-0.0502902456943019,0.75292577154458,-0.0571019539638655,-0.0434511115890928,0.691997048983467,0.807250649888374,450,0.00222222222222222
5,Brusatte2014.nex,904.995639429353,914.894883700128,870.128863750616,0.0113321660384679,0.00546609121374786,0.0176007498303079,581.472952411937,0.00222222222222222,0.0882304991126617,-0.000626046233605027,0.0781401936546899,0.0991725800777203,-0.000712060849764384,-0.000515538267791271,390.338991245629,0.00222222222222222,-0.0430347357311287,0.696098028453735,-0.0474949360941537,-0.0376185616769362,0.656330117830294,0.747238756812294,450,0.00222222222222222
6,lineage.tre,994.417609713114,967.167266752824,907.147187888803,0.0257826055273172,0.0185253107365497,0.0317814721202012,450,0.00222222222222222,0.0849884773758837,-0.000782062996428168,0.0722317773652321,0.0972791308631713,-0.000942725708455328,-0.000617203200818039,450,0.00222222222222222,-0.0424800415743008,0.657757870346958,-0.0499771578834043,-0.0345957274694229,0.588635830165003,0.711263770850564,386.264610780191,0.00222222222222222
7,morph.tre,1913.0901388804,1885.7479949275,1762.16955308509,0.0226842556549161,0.0167299306194764,0.027994530631986,450,0.00222222222222222,0.0762508990643772,-0.000673667367926782,0.0651623279336491,0.086673339454137,-0.000799588480731472,-0.000545161885384005,328.458315392721,0.00222222222222222,-0.0505177241161008,0.755417251712927,-0.058285047969548,-0.0436917291081045,0.698104519222397,0.814334772730945,458.93761192665,0.00222222222222222
8,Wright2017.tre,216.519866197676,206.731539199593,186.50579761549,0.777782291922469,0.357366418960737,1.15810753106052,546.469361491883,0.00444444444444447,2.0304602875761,-0.337821713276151,1.70412825696076,2.39303568815012,-0.425273669563467,-0.261564085361897,450,0.00222222222222222,-0.604989602980585,2.65143452330748,-0.824645885972132,-0.407365527160437,2.29095229890663,2.99234003774473,465.855401757503,0.00222222222222222
