treeID,clade,rep,null_DIC,slow_DIC,asym_DIC,null_post_mean,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean,slow_post_mean_2,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean,asym_post_mean_sqrt,asym_lower95_CI,asym_upper95_CI,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
lloyd2008,orni,NA,937.5436308,907.4757479,891.115186,0.007134769,0.004568224,0.009951287,450,0.002222222,0.037241893,-1.31E-04,0.031158781,0.04251668,-1.58E-04,-1.06E-04,450,0.002222222,-0.01403929,0.398937494,-0.018853458,-0.009756653,0.322925731,0.461242212,450,0.002222222
lloyd2008,sauro,NA,633.6287665,634.8168132,601.6330958,0.005776951,0.001558049,0.010827313,380.3675881,0.008888889,0.040951314,-1.72E-04,0.031829263,0.054364307,-2.21E-04,-1.21E-04,773.1189038,0.002222222,-0.022140834,0.527875849,-0.025873338,-0.018536027,0.482595692,0.576718829,450,0.002222222
lloyd2008,thero,NA,972.0265527,968.3133705,886.7885927,0.006600888,0.003800171,0.009155051,450,0.002222222,0.040126609,-1.49E-04,0.034447267,0.044148628,-1.71E-04,-1.26E-04,597.3649403,0.002222222,-0.018149963,0.458217367,-0.02132325,-0.014601992,0.41399517,0.503857978,450,0.002222222
lloyd2008,all,NA,2573.131096,2547.736107,2394.686784,0.005605714,0.003965763,0.007426215,450,0.002222222,0.037682982,-1.38E-04,0.033400217,0.041740855,-1.57E-04,-1.21E-04,421.4095405,0.002222222,-0.018815126,0.47753772,-0.020861423,-0.016637846,0.446074277,0.506949676,450,0.002222222
tree_4,all,1,2597.492137,2571.589712,2416.654004,0.005558229,0.003662776,0.007113353,450,0.002222222,0.037777097,-1.38E-04,0.033509473,0.041999378,-1.55E-04,-1.19E-04,450,0.002222222,-0.019000635,0.479760339,-0.021048849,-0.017005974,0.448428413,0.509463076,659.1069255,0.002222222
tree_4,all,2,2594.597824,2569.628119,2415.924052,0.005562701,0.003770362,0.007097905,450,0.002222222,0.037508699,-1.38E-04,0.032855299,0.041719108,-1.57E-04,-1.19E-04,450,0.002222222,-0.018966874,0.479181117,-0.021002703,-0.016870709,0.448173005,0.50589365,450,0.002222222
tree_4,all,3,2596.450829,2571.033116,2416.039561,0.005579012,0.003611213,0.00705883,554.9364362,0.002222222,0.037690432,-1.38E-04,0.032959051,0.041945966,-1.55E-04,-1.16E-04,450,0.002222222,-0.018809685,0.477724787,-0.020671569,-0.016642411,0.446435849,0.503045911,450,0.002222222
tree_4,all,4,2596.035247,2571.592605,2419.751473,0.005411584,0.003557425,0.007053579,537.0744883,0.002222222,0.037557514,-1.38E-04,0.033108241,0.041750646,-1.55E-04,-1.16E-04,450,0.002222222,-0.019032276,0.479482075,-0.021100837,-0.016948937,0.44975549,0.510022565,450,0.002222222
tree_4,all,5,2596.668617,2572.128449,2417.1553,0.00557647,0.004100839,0.007669786,450,0.002222222,0.037616306,-1.38E-04,0.032713505,0.04192766,-1.56E-04,-1.16E-04,450,0.002222222,-0.018861073,0.478352036,-0.021122904,-0.01697792,0.452111814,0.511388565,450,0.002222222
tree_4,all,6,2595.947297,2573.467905,2419.322101,0.005579371,0.003913641,0.007089529,450,0.002222222,0.037951417,-1.39E-04,0.033462414,0.041994896,-1.59E-04,-1.23E-04,450,0.002222222,-0.018770852,0.477903694,-0.02084747,-0.016722413,0.447381113,0.506404283,450,0.002222222
tree_4,all,7,2595.996865,2569.997462,2416.625491,0.00556916,0.003692718,0.007315416,450,0.002222222,0.037465443,-1.37E-04,0.032978213,0.04228103,-1.57E-04,-1.17E-04,450,0.002222222,-0.018918473,0.478721522,-0.021102045,-0.017134477,0.448031012,0.506050571,450,0.002222222
tree_4,all,8,2595.805013,2570.630224,2415.691535,0.005655558,0.003989677,0.007627089,450,0.002222222,0.037475342,-1.37E-04,0.033013811,0.041465729,-1.51E-04,-1.16E-04,450,0.002222222,-0.018860439,0.478467137,-0.020891475,-0.016562432,0.44587146,0.506498,450,0.002222222
tree_4,all,9,2594.769068,2570.35113,2416.359908,0.005573679,0.003727209,0.007216289,450,0.002222222,0.037932936,-1.39E-04,0.033747008,0.042366134,-1.55E-04,-1.20E-04,450,0.002222222,-0.01896798,0.479763053,-0.021172657,-0.017234066,0.453555702,0.509670777,450,0.002222222
tree_4,all,10,2595.871676,2568.87408,2415.483894,0.005462134,0.003830434,0.007205817,450,0.002222222,0.037739215,-1.38E-04,0.032737009,0.041639971,-1.56E-04,-1.20E-04,339.9143531,0.002222222,-0.018870345,0.47836375,-0.021098814,-0.016652229,0.445307524,0.509268503,450,0.002222222
tree_4,all,11,2596.280812,2570.656318,2416.182161,0.00548456,0.003745196,0.007018569,450,0.002222222,0.037792985,-1.38E-04,0.033665648,0.041792207,-1.55E-04,-1.20E-04,450,0.002222222,-0.018866867,0.478709971,-0.020831457,-0.0165736,0.448111422,0.507460533,450,0.002222222
tree_4,all,12,2595.767934,2569.376611,2416.115826,0.005578672,0.003784894,0.00706574,450,0.002222222,0.037594077,-1.38E-04,0.033307243,0.041666989,-1.57E-04,-1.20E-04,736.2896285,0.002222222,-0.018869224,0.478254746,-0.020878632,-0.016438871,0.446784044,0.506057694,450,0.002222222
tree_4,all,13,2598.340394,2572.562589,2417.393665,0.005389201,0.003666209,0.007048804,450,0.002222222,0.037825299,-1.39E-04,0.033754738,0.042032308,-1.58E-04,-1.22E-04,450,0.002222222,-0.019080554,0.480582595,-0.020777929,-0.017011415,0.453196212,0.50921517,450,0.002222222
tree_4,all,14,2598.199773,2573.502937,2419.094389,0.005560391,0.003786913,0.007303735,450,0.002222222,0.038009106,-1.39E-04,0.033882238,0.042140868,-1.56E-04,-1.20E-04,528.034111,0.002222222,-0.018920304,0.478934703,-0.020914185,-0.016611499,0.449071572,0.510523315,450,0.002222222
tree_4,all,15,2596.750718,2570.697287,2417.153637,0.005561212,0.003965863,0.007357753,450,0.002222222,0.037723304,-1.38E-04,0.033374856,0.042363857,-1.57E-04,-1.20E-04,450,0.002222222,-0.018937548,0.479718503,-0.020701849,-0.016786959,0.449338849,0.506912047,450,0.002222222
tree_4,all,16,2594.578605,2570.498326,2417.16263,0.005531075,0.003765824,0.007359656,450,0.002222222,0.037874025,-1.39E-04,0.033447657,0.042100817,-1.55E-04,-1.18E-04,364.8382652,0.002222222,-0.018895656,0.478705418,-0.021103037,-0.017051084,0.447241096,0.506125944,450,0.002222222
tree_4,all,17,2597.74662,2571.836444,2416.162726,0.005497224,0.003691554,0.007179559,450,0.002222222,0.037890608,-1.39E-04,0.03419771,0.04229081,-1.56E-04,-1.20E-04,637.5996532,0.002222222,-0.018815433,0.477969957,-0.020767914,-0.016643335,0.448515502,0.506178507,450,0.002222222
tree_4,all,18,2594.187216,2569.484024,2416.250944,0.005510465,0.003899206,0.007478085,450,0.002222222,0.037930774,-1.39E-04,0.03363825,0.042100142,-1.56E-04,-1.19E-04,450,0.002222222,-0.018962967,0.479116712,-0.021016772,-0.017084379,0.451745624,0.509737436,450,0.002222222
tree_4,all,19,2595.891757,2569.918381,2416.057636,0.005583783,0.003720472,0.007303369,450,0.002222222,0.037740922,-1.38E-04,0.033806105,0.042089422,-1.56E-04,-1.22E-04,450,0.002222222,-0.018934536,0.479222756,-0.020984275,-0.017150731,0.449989269,0.507777207,450,0.002222222
tree_4,all,20,2594.519248,2572.184104,2417.10763,0.005532954,0.003834319,0.007124385,533.4070299,0.002222222,0.037758972,-1.38E-04,0.032889458,0.04176863,-1.57E-04,-1.19E-04,450,0.002222222,-0.018957327,0.479662172,-0.021131487,-0.016985436,0.446051364,0.505824687,444.5889131,0.002222222
tree_4,all,21,2596.264555,2570.208184,2416.869261,0.00553481,0.003670961,0.007552177,450,0.002222222,0.037590039,-1.38E-04,0.033019682,0.042238543,-1.56E-04,-1.18E-04,367.6899211,0.002222222,-0.019089416,0.480806706,-0.02106718,-0.017219295,0.452453644,0.507558686,450,0.002222222
tree_4,all,22,2597.151964,2570.524154,2416.149897,0.005550207,0.003701277,0.007210803,450,0.002222222,0.037830628,-1.39E-04,0.032981434,0.04197324,-1.62E-04,-1.21E-04,267.6322709,0.002222222,-0.019047307,0.480011826,-0.020849878,-0.016777603,0.452225861,0.512467237,450,0.002222222
tree_4,all,23,2596.905658,2571.785003,2418.313377,0.005624329,0.003926723,0.007601057,450,0.002222222,0.037727821,-1.38E-04,0.034039303,0.042160761,-1.57E-04,-1.20E-04,450,0.002222222,-0.018777569,0.477744547,-0.020988688,-0.016951527,0.446098419,0.506314989,450,0.002222222
tree_4,all,24,2595.885074,2570.663406,2416.791079,0.005588925,0.003962652,0.007701331,450,0.002222222,0.037748293,-1.39E-04,0.032855001,0.041892805,-1.56E-04,-1.18E-04,450,0.002222222,-0.01885484,0.478207844,-0.020822799,-0.016586487,0.445783443,0.504679381,450,0.002222222
tree_4,all,25,2595.335191,2569.957481,2415.902401,0.005560389,0.003725477,0.007068859,377.6326421,0.002222222,0.037758612,-1.39E-04,0.032947485,0.041924887,-1.57E-04,-1.20E-04,450,0.002222222,-0.018880825,0.478523896,-0.020912543,-0.016816575,0.448498045,0.505869416,450,0.002222222
tree_4,all,26,2595.403044,2571.657805,2416.90534,0.005589148,0.003736255,0.007127168,543.7380521,0.002222222,0.037731605,-1.38E-04,0.032747834,0.042735807,-1.57E-04,-1.15E-04,450,0.002222222,-0.018869057,0.477773407,-0.020837912,-0.016812989,0.44980728,0.506134735,450,0.002222222
tree_4,all,27,2596.521078,2572.404044,2417.874575,0.005435759,0.003348373,0.006931479,450,0.002222222,0.037746855,-1.39E-04,0.033604836,0.042019762,-1.56E-04,-1.19E-04,450,0.002222222,-0.018992533,0.479306023,-0.021027589,-0.01682498,0.450702904,0.50640966,450,0.002222222
tree_4,all,28,2594.700579,2570.881015,2415.955809,0.005552374,0.003678948,0.007298078,450,0.002222222,0.037679117,-1.38E-04,0.033292406,0.042390317,-1.58E-04,-1.19E-04,520.3375461,0.002222222,-0.018992663,0.479892762,-0.021301606,-0.017236426,0.451394095,0.512122991,360.6461398,0.002222222
tree_4,all,29,2595.019465,2572.672488,2416.960437,0.005531114,0.003569773,0.00709889,585.0057827,0.002222222,0.037759848,-1.39E-04,0.033374667,0.042170099,-1.58E-04,-1.19E-04,450,0.002222222,-0.018889401,0.479010048,-0.021136046,-0.016934727,0.450560895,0.50898455,450,0.002222222
tree_4,all,30,2595.210197,2570.950144,2415.487451,0.005570347,0.003911939,0.007567989,555.0062062,0.002222222,0.037670497,-1.38E-04,0.033308279,0.041727023,-1.55E-04,-1.19E-04,450,0.002222222,-0.018688732,0.476036168,-0.020725563,-0.016722457,0.446656662,0.505027562,450,0.002222222
tree_4,all,31,2595.969966,2570.952834,2416.609012,0.005525336,0.003847141,0.007102721,450,0.002222222,0.037953288,-1.39E-04,0.033470164,0.041898876,-1.57E-04,-1.22E-04,521.5049875,0.002222222,-0.01890926,0.479435914,-0.021185117,-0.017026364,0.447407866,0.511376818,450,0.002222222
tree_4,all,32,2596.629765,2570.648127,2416.578611,0.005558643,0.003710564,0.007129568,450,0.002222222,0.037659507,-1.38E-04,0.03323461,0.042095411,-1.57E-04,-1.20E-04,450,0.002222222,-0.018866617,0.478275709,-0.020922492,-0.016650866,0.445506128,0.507804625,450,0.002222222
tree_4,all,33,2595.935505,2571.872597,2417.207441,0.005548024,0.003946314,0.007522961,450,0.002222222,0.037786164,-1.39E-04,0.033576091,0.042183359,-1.57E-04,-1.22E-04,450,0.002222222,-0.01894593,0.479158469,-0.021171093,-0.01707931,0.448584714,0.509908985,450,0.002222222
tree_4,all,34,2594.923937,2570.512306,2415.43959,0.005538679,0.003674785,0.007361666,450,0.002222222,0.03777124,-1.38E-04,0.033662086,0.042300747,-1.55E-04,-0.000118139,450,0.002222222,-0.018970451,0.479589901,-0.021161542,-0.016723533,0.451100955,0.51108429,450,0.002222222
tree_4,all,35,2593.699516,2569.456318,2415.209934,0.005583372,0.003751624,0.007339286,450,0.002222222,0.037830575,-1.39E-04,0.033974077,0.042317085,-1.56E-04,-1.21E-04,387.756301,0.002222222,-0.018972831,0.4795995,-0.021423077,-0.017190128,0.452221751,0.508157298,360.5552663,0.002222222
tree_4,all,36,2597.292873,2572.652635,2420.072911,0.005399565,0.003715645,0.007330806,450,0.002222222,0.037859892,-1.39E-04,0.033833031,0.04234503,-1.57E-04,-1.20E-04,450,0.002222222,-0.019062287,0.480019056,-0.020903714,-0.016687313,0.452721882,0.510796942,450,0.002222222
tree_4,all,37,2596.418028,2570.735512,2417.249896,0.005434001,0.003666425,0.006939939,375.4997941,0.002222222,0.037688177,-1.38E-04,0.033545108,0.042106995,-1.58E-04,-1.22E-04,450,0.002222222,-0.018964567,0.479173469,-0.020772217,-0.016586196,0.446741153,0.507578801,450,0.002222222
tree_4,all,38,2593.631811,2569.404735,2414.577407,0.005545331,0.003786781,0.007343235,639.2714989,0.002222222,0.037793636,-1.38E-04,0.033188936,0.042464765,-1.57E-04,-1.18E-04,370.9172776,0.002222222,-0.018805117,0.47815599,-0.020909704,-0.016940677,0.447262641,0.5039145,558.9729992,0.002222222
tree_4,all,39,2598.299529,2570.757094,2415.82967,0.005457459,0.003828024,0.00697649,450,0.002222222,0.037820385,-1.39E-04,0.033312666,0.042040303,-1.55E-04,-1.17E-04,382.7878725,0.002222222,-0.019001939,0.480477263,-0.020933076,-0.016981429,0.454497681,0.512964071,371.3658102,0.002222222
tree_4,all,40,2595.195529,2570.303978,2416.021114,0.005564501,0.003892316,0.007506953,450,0.002222222,0.037682958,-1.38E-04,0.033097039,0.04186081,-1.59E-04,-1.21E-04,694.2154981,0.002222222,-0.019024534,0.480367906,-0.020987531,-0.016952653,0.447921766,0.503440567,450,0.002222222
tree_4,all,41,2593.699572,2569.749745,2415.394149,0.005600081,0.003618415,0.007203638,450,0.002222222,0.037857877,-1.39E-04,0.033931841,0.042238443,-1.56E-04,-1.20E-04,450,0.002222222,-0.01890423,0.479186129,-0.020969311,-0.016495046,0.450264043,0.514111997,527.5331863,0.002222222
tree_4,all,42,2597.125879,2572.073207,2417.339785,0.005503816,0.003844351,0.007277637,450,0.002222222,0.037720699,-1.38E-04,0.033425777,0.041845205,-1.57E-04,-1.21E-04,450,0.002222222,-0.018896195,0.478269155,-0.020800195,-0.016759225,0.448431686,0.505272106,450,0.002222222
tree_4,all,43,2596.862905,2571.655395,2415.979671,0.005491935,0.003755096,0.007392968,650.7581753,0.002222222,0.037899096,-1.39E-04,0.033792475,0.042627342,-1.57E-04,-1.22E-04,450,0.002222222,-0.018781327,0.477645084,-0.021017495,-0.016861849,0.451777772,0.510877,373.7379081,0.002222222
tree_4,all,44,2596.126735,2569.899948,2415.246115,0.005511596,0.003733381,0.007150464,360.7183783,0.002222222,0.037814973,-1.39E-04,0.033742945,0.041503459,-1.55E-04,-1.20E-04,623.5801954,0.002222222,-0.018926702,0.478659412,-0.021025587,-0.016915116,0.448879416,0.507501523,450,0.002222222
tree_4,all,45,2595.962771,2571.223013,2416.755329,0.005382556,0.003901579,0.007429297,386.7636393,0.002222222,0.037781073,-1.39E-04,0.033640751,0.041686074,-1.55E-04,-1.22E-04,450,0.002222222,-0.019073872,0.481314634,-0.021047046,-0.016895103,0.45456369,0.508978437,534.1465993,0.002222222
