tree.ID,tree,null_DIC,slow_DIC,asym_DIC,null_post_mean,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean,slow_post_mean_2,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean,asym_post_mean_sqrt,asym_lower95_CI,asym_upper95_CI,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
1,GonzalezRiga,404.193818416164,402.984255661052,364.577075916811,0.0106419599901486,0.00205411426577484,0.0186929262999911,606.83090483409,0.00888888888888895,0.060739444796985,-0.000435750641661722,0.0434563264789176,0.0761997378140222,-0.000587570932111703,-0.000300182682622108,450,0.00222222222222222,-0.0367752512949191,0.614696555974,-0.0455281870963518,-0.0294319138338324,0.54362942231819,0.67977424635319,367.503931512951,0.00222222222222222
