"","species","nodecount","time"
"1","Lesothosaurus_diagnosticus",2,1
"2","Scelidosaurus_harrisonii",3,7.278071984
"3","Huayangosaurus_taibaii",4,34.192987224
"4","Gastonia_burgei",7,74.229650055
"5","Gargoyleosaurus_parkpinorum",8,46.419029765
"6","Peloroplites_cedrimontanus",10,85.230572485
"7","Taohelong_jinchengensis",11,64.366512765
"8","Ahshislepelta_minor",13,117.703176729
"9","Niobrarasaurus_coleii",13,112.868407625
"10","Tatankacephalus_cooneyorum",13,88.867527454
"11","Animantarx_ramaljonesi",15,97.310632936
"12","Panoplosaurus_mirus",16,117.983796075
"13","Texasetes_pleurohalio",17,100.585434875
"14","Edmontonia_rugosidens",18,120.425262995
"15","Edmontonia_longiceps",18,125.79158493
"16","Hungarosaurus_tormai",17,115.285047865
"17","Europelta_carbonensis",18,91.530158205
"18","Pawpawsaurus_campbelli",18,98.416954238
"19","Stegopelta_landerensis",18,104.398177955
"20","Struthiosaurus_languedocensis",18,119.384962895
"21","Struthiosaurus_austriacus",18,129.882120455
"22","Struthiosaurus_transylvanicus",18,131.892835978
"23","Nodosaurus_textilis",16,103.213206747
"24","Silvisaurus_condrayi",16,99.715805635
"25","Polacanthus_foxii",10,74.752325339
"26","Hoplitosaurus_marshi",10,74.201641975
"27","Dongyangopelta_yangyanensis",7,89.022778736
"28","Mymoorapelta_maysi",7,46.029193956
"29","Hylaeosaurus_armatus",6,77.340301855
"30","Aletopelta_coombsi",8,122.068206275
"31","Chuanqilong_chaoyangensis",8,86.048634075
"32","Cedarpelta_bilbeyhallorum",8,81.760221683
"33","Liaoningosaurus_paradoxus",9,74.909841815
"34","Tsagantegia_longicranialis",12,106.483342559
"35","Scolosaurus_cutleri",16,128.562340457
"36","Ankylosaurus_magniventris",17,132.211554891
"37","Anodontosaurus_lambei",18,130.342550651
"38","Ziapelta_sanjuanensis",18,124.644145665
"39","Dyoplosaurus_acutosquameus",16,126.408502564
"40","Euoplocephalus_tutus",16,126.757258468
"41","Talarurus_plicatospineus",15,102.130642925
"42","Nodocephalosaurus_kirtlandensis",15,122.651293055
"43","Saichania_chulsanensis",14,122.891267402
"44","Tarchia_kielanae",15,121.013421262
"45","Zaraapelta_nomadis",15,107.042100722
"46","Pinacosaurus_grangeri",12,122.14380656
"47","Pinacosaurus_mephistocephalus",12,119.795558775
"48","Gobisaurus_domoculus",11,108.595208025
"49","Shamosaurus_scutatus",11,91.647053105
