"","species","nodecount","time"
"1","Shunosaurus",2,12.05044748
"2","Omeisaurus",4,5.176939335
"3","Mamenchisaurus",4,13.35214747
"4","Lapparentosaurus",5,5.638772784
"5","Jobaria",5,5.63403098
"6","Atlasaurus",6,4.127489788
"7","Camarasaurus",9,25.76443247
"8","Aragosaurus",10,31.10853946
"9","Europasaurus",12,17.562639962
"10","Vouivria",13,11.01
"11","Brachiosaurus",14,24.457164725
"12","Abydosaurus",18,73.901680782
"13","Cedarosaurus",17,43.430727622
"14","Giraffatitan",18,21.541620972
"15","Lusotitan",16,23.209703705
"16","Sonorasaurus",16,76.668208372
"17","Venenosaurus",16,43.023894242
"18","Andesaurus",15,76.11657818
"19","Huanghetitan",13,55.68113805
"20","Malarguesaurus",16,83.50862179
"21","Ruyangosaurus",16,74.56953544
"22","Sauroposeidon",14,56.78791241
"23","Wintonotitan",14,81.70772726
"24","Malawisaurus",20,57.076102131
"25","Rapetosaurus",26,104.51178621
"26","Saltasaurus",27,101.80074068
"27","Nemegtosaurus",23,84.45260689
"28","Tapuiasaurus",27,54.9801063
"29","Aeolosaurus",24,100.41222163
"30","Isisaurus",22,100.74622157
"31","Opisthocoelicaudia",26,91.49512555
"32","Alamosaurus",27,103.36886352
"33","Jiangshanosaurus",27,66.29369407
"34","Pitekunsaurus",22,98.668075253
"35","Epachthosaurus",23,80.882980993
"36","Mendozasaurus",25,84.220271703
"37","Futalognkosaurus",26,85.354403213
"38","Argentinosaurus",27,75.411801265
"39","Notocolossus",28,87.407554983
"40","Patagotitan",29,69.772053853
"41","Puertasaurus",29,102.695415893
"42","Muyelensaurus",25,83.912417883
"43","Rinconsaurus",25,87.431705421
"44","Daxiatitan",20,38.63427154
"45","Xianshanosaurus",20,76.3929536
"46","Savannasaurus",19,72.25554404
"47","Diamantinasaurus",19,73.649928357
"48","Baotianmansaurus",18,80.256749402
"49","Dongyangosaurus",18,72.48764905
"50","Tastavinsaurus",16,46.92891859
"51","Angolatitan",17,81.040858884
"52","Chubutisaurus",17,76.99007107
"53","Padillasaurus",14,44.795539856
"54","Dongbeititan",15,44.627487061
"55","Ligabuesaurus",15,62.298642741
"56","Euhelopus",18,60.129466354
"57","Erketu",19,84.870794134
"58","Gobititan",19,43.567848154
"59","Qiaowanlong",18,67.797839924
"60","Phuwiangosaurus",19,55.094719634
"61","Tangvayosaurus",19,62.322158662
"62","Tehuelchesaurus",9,18.46825313
"63","Janenschia",10,20.478390466
"64","Haestasaurus",10,32.095678066
"65","Nigersaurus",8,65.500571092
"66","Apatosaurus",9,15.493217442
"67","Diplodocus",9,16.445758151
"68","Zby",6,19.30105496
"69","Losillasaurus",7,23.833775318
"70","Turiasaurus",7,24.888677697
