"","species","nodecount","time"
"1","Scutellosaurus",2,15.54822603
"2","Emausaurus",3,18.33929508
"3","Scelidosaurus",4,3
"4","Stegosaurus",5,55.28324457
"5","Antarctopelta_oliveroi",14,120.91023424
"6","Cedarpelta_bilbeyhallorum",12,95.46803685
"7","Edmontonia",9,127.03262543
"8","Euoplocephalus_tutus",9,128.78240764
"9","Gargoyleosaurus_parkpinorum",9,44.97678513
"10","Gastonia_burgei",9,73.4652298
"11","Gobisaurus_domoculus",11,107.48378021
"12","Hungarosaurus_tormai",12,116.50251609
"13","Liaoningosaurus_paradoxus",13,72.62014732
"14","Mymoorapelta_maysi",14,50.635666291
"15","Niobrarasaurus_coleii",14,112.92818607
"16","Nodocephalosaurus_kirtlandensis",9,122.96940154
"17","Panoplosaurus_mirus",13,129.03039218
"18","Peloroplites_cedrimontanus",10,86.27767607
"19","Polacanthus_foxii",12,74.61660003
"20","Saichania_chulsanensis",14,118.76728764
"21","Shamosaurus_scutatus",8,77.53836922
"22","Silvisaurus_condrayi",9,89.51299434
"23","Struthiosaurus_austriacus",12,123.20675155
"24","Struthiosaurus_languedocensis",13,121.69158402
"25","Talarurus_plicatospineus",7,106.09729656
"26","Tarchia_gigantea",11,120.59557079
"27","Texasetes_pleurohalio",13,101.02166364
"28","Tianzhenosaurus_youngi",13,112.05725385
"29","Tsagantegia_longicranialis",13,104.59547746
"30","Zhejiangosaurus_lishuiensis",9,104.88638937
"31","Pinacosaurus_grangeri",9,120.63076152
