"","species","nodecount","time"
"1","Montanoceratops_cerorhynchus",3,43.475
"2","Protoceratops_hellenikorhinus",4,31.575
"3","Prenoceratops_pieganensis",5,36.625
"4","Leptoceratops_gracilis",6,45.424999996
"5","Udanoceratops_tschizhovi",6,36.624999999
"6","Bagaceratops_rozhdestvenskyi",4,36.625
"7","Graciliceratops_mongoliensis",5,22.425
"8","Protoceratops_andrewsi",5,40.275
"9","Zuniceratops_christopheri",4,22.275
"10","Avaceratops_lammersi",5,40.275
"11","Monoclonius_crassus",7,36.625
"12","Styracosaurus_albertensis",9,40.275
"13","Centrosaurus_apertus",10,36.625
"14","Centrosaurus_brinkmani",10,40.275
"15","Einiosaurus_procurvicornis",9,36.625
"16","Achelousaurus_horneri",10,36.625
"17","Pachyrhinosaurus_canadensis",11,41.375
"18","Pachyrhinosaurus_n._sp.",11,39.675
"19","Vagaceratops_irvinensis",8,40.275
"20","Pentaceratops_sternbergii",9,40.275
"21","Agujaceratops_mariscalensis",10,36.625
"22","Chasmosaurus_belli",11,40.275
"23","Chasmosaurus_russelli",11,40.275
"24","Anchiceratops_ornatus",9,41.375000001
"25","Arrhinoceratops_brachyops",9,41.375000001
"26","Triceratops_horridus",9,45.425
"27","Nedoceratops_hatcheri",10,46.525
"28","Torosaurus_latus",10,45.425
