"","species","nodecount","time"
"1","Herrerasaurus",3,2
"2","Staurikosaurus",3,3.970236311
"3","Eoraptor",3,4.816730087
"4","Daemonosaurus",4,14.085024604
"5","Tawa",5,10.392480568
"6","Skayentakatae",7,35.353903071
"7","Coelophysis_bauri",7,22.407522511
"8","Coelophysis_rhodesiensis",7,33.183584611
"9","Liliensternus",7,22.349966471
"10","Zupaysaurus",8,11.443514521
"11","Dilophosaurus",9,34.391722009
"12","Spinostropheus",12,72.031716472
"13","Elaphrosaurus",13,76.745339989
"14","Limusaurus",13,68.003892311
"15","Ceratosaurus",13,69.599065991
"16","Genyodectes",13,110.032496281
"17","Masiakasaurus",14,158.757586981
"18","Genusaurus",14,116.497495741
"19","Noasaurus",14,154.297656691
"20","Velocisaurus",14,139.881677481
"21","Laevisuchus",14,159.101445261
"22","Eoabelisaurus",14,53.042142351
"23","Rugops",15,128.961560128
"24","Abelisaurus",16,141.631909331
"25","Indosaurus",18,155.402827961
"26","Majungasaurus",18,155.901505935
"27","Rajasaurus",18,158.949482746
"28","Aucasaurus",19,153.151527431
"29","Carnotaurus",19,143.091189231
"30","Ekrixinatosaurus",19,125.297656691
"31","Skorpiovenator",19,133.524392939
"32","Ilokelesia",19,135.459435641
"33","Cryolophosaurus",11,38.018822137
"34","D_sinensis",11,33.743663631
"35","Monolophosaurus",12,63.613037261
"36","Chuandongocoelurus",12,60.323341991
"37","Marshosaurus",15,74.971002734
"38","Condorraptor",16,57.689317154
"39","Piatnizkysaurus",16,59.758571094
"40","Spinosaurus",17,125.297656691
"41","Angaturama",17,117.607682755
"42","Irritator",17,114.325306641
"43","Suchomimus",17,106.325215941
"44","Baryonyx",17,94.897656691
"45","Eustreptospondylus",16,63.697656691
"46","Afrovenator",18,64.346432671
"47","Magnosaurus",18,53.297656691
"48","Dubreuillosaurus",18,59.351915152
"49","Leshansaurus",18,67.334997741
"50","Piveaeausaurus",18,63.697656691
"51","Duriavenator",18,57.197656691
"52","Megalosaurus",19,58.922696055
"53","Torvosaurus",19,75.550911665
"54","Shidaisaurus",17,58.074459796
"55","Metriacanthosaurus",18,63.697656691
"56","Sinraptor_hepingensis",18,66.731537004
"57","Sinraptor_dongi",18,69.192270035
"58","Siamotyrannus",18,112.079205641
"59","Yangchuanosaurus_zigongensis",17,53.877147997
"60","Yangchuanosaurus_magnus",18,67.024549777
"61","CV00214",18,65.273584177
"62","Allosaurus",17,79.307473763
"63","Saurophaganax",17,78.337761117
"64","Neovenator",18,97.084650592
"65","Chilantaisaurus",19,131.791606037
"66","Aerosteon",21,151.970147327
"67","Megaraptor",21,135.597656697
"68","Australovenator",21,125.297656697
"69","Fukuiraptor",21,97.647968387
"70","Eocarcharia",19,105.125042873
"71","Concavenator",19,99.897656694
"72","Acrocanthosaurus",19,105.796339812
"73","Shaochilong",20,131.528241584
"74","Tyrannotitan",21,105.888958544
"75","Carcharodontosaurus",22,125.297656694
"76","Giganotosaurus",23,125.297656694
"77","Mapusaurus",23,134.476032514
"78","Zuolong",15,69.139857274
"79","Tanycolagreus",17,79.134025884
"80","Guanlong",19,64.932633951
"81","Proceratosaurus",20,57.977040974
"82","Sinotyrannus",20,111.534880974
"83","Dilong",19,99.897656694
"84","Stokesosaurus",21,78.194038934
"85","Eotyrannus",21,97.883282694
"86","Xiongguanlong",21,122.481217204
"87","Dryptosaurus",22,159.397656694
"88","Appalachiosaurus",23,147.746049157
"89","Bistahieversor",24,154.297656694
"90","Albertosaurus",26,151.698935133
"91","Gorgosaurus",26,143.664349474
"92","Alioramus",26,154.29765669
"93","Teratophoneus",27,154.29765669
"94","Daspletosaurus",28,153.128255646
"95","Tarbosaurus",29,155.267890721
"96","Tyrannosaurus",29,155.550081015
"97","Nqwebasaurus",18,82.30727501
"98","Pelecanimimus",19,99.89765669
"99","Hexing",20,136.40495484
"100","Shenzhousaurus",20,99.89765669
"101","Harpymimus",21,114.878844249
"102","Beishanlong",22,107.349313606
"103","Garudimimus",23,128.405827996
"104","Archaeornithomimus",24,134.611895536
"105","Sinornithomimus",25,133.038605823
"106","Gallimimus",27,154.297656688
"107","Anserimimus",27,154.297656688
"108","Struthiomimus",27,141.809409428
"109","Dromiceomimus",28,158.321587739
"110","Ornithomimus",28,154.297656688
"111","Ornitholestes",19,72.580564731
"112","Sinosauropteryx",20,99.89765669
"113","Huixagnathus",21,99.89765669
"114","Compsognathus",21,74.09765669
"115","Haplocheirus",20,68.31497512
"116","Patagonykus",21,135.59765669
"117","Alvarezsaurus",22,140.286238912
"118","Parvicursor",23,151.749971752
"119","Mononykus",23,154.297656687
"120","Shuvuuia",23,154.297656687
"121","Incisivosaurus",21,99.89765669
"122","Caudipteryx",22,99.89765669
"123","Protarchaeopteryx",22,99.89765669
"124","Similicaudipteryx",22,112.01813685
"125","Avimimus",23,143.24068184
"126","Microvenator",25,118.96874391
"127","Gigantoraptor",26,157.36817978
"128","Caenagnathasia",27,133.91220099
"129","Elmisaurus",27,154.29765669
"130","Leptorhynchos",28,154.29765669
"131","Hagryphus",28,154.29765669
"132","Chirostenotes",29,154.29765669
"133","Caenagnathus",29,154.29765669
"134","Oviraptor",26,154.29765669
"135","Rinchenia",27,154.29765669
"136","Citipati",27,154.29765669
"137","Khaan",26,154.29765669
"138","Conchoraptor",27,143.58234181
"139","Machairasaurus",28,154.297656689
"140","Nemegtomaia",29,154.297656689
"141","Heyuannia",29,156.960710513
"142","Ingenia",29,148.206360127
"143","Falcarius",21,97.79098106
"144","Beipiaosaurus",22,99.897656688
"145","Alxasaurus",23,112.442276118
"146","Erliansaurus",24,142.926638805
"147","Neimongosaurus",25,158.025502055
"148","Enigmosaurus",26,132.451962045
"149","Suzhousaurus",27,122.320959955
"150","Nanshiungosaurus",28,145.995512083
"151","Segnosaurus",28,132.514994759
"152","Erlikosaurus",28,131.945880096
"153","Therizinosaurus",28,154.297656693
"154","Nothronychus_graffami",29,131.747295283
"155","Nothronychus_mckinleyi",29,135.501903127
"156","Epidexipteryx",21,59.64917319
"157","Anchiornis",25,64.514161774
"158","Xiaotingia",25,64.803377132
"159","IGM100/1323",26,142.144486744
"160","IGM100/1126",27,150.501459644
"161","Jinfengopteryx",27,84.638918314
"162","Mei",27,99.897656684
"163","Sinovenator",28,99.897656684
"164","Xixiasaurus",28,138.881684674
"165","IGM100/44",27,125.297656681
"166","Byronosaurus",28,145.637199181
"167","Sinornithoides",29,101.185719181
"168","Troodon",30,154.297656681
"169","Linhevenator",30,154.297656681
"170","Saurornithoides",31,154.297656681
"171","Zanzabazaar",31,154.297656681
"172","Makhala",24,154.297656684
"173","Rahonavis",26,155.996853094
"174","Buitreraptor",27,125.297656684
"175","Unenlagia",28,135.597656684
"176","Austroraptor",28,147.524617874
"177","Shanag",27,84.389705424
"178","Microraptor_zhaoianus",28,103.603437715
"179","Microraptor_gui",28,105.158438441
"180","Hesperonychus",28,154.297656684
"181","Graciliraptor",28,99.897656684
"182","Sinornithosaurus",28,111.896144234
"183","Tianyuraptor",28,99.897656684
"184","Dromaeosaurus",28,149.040060404
"185","Achillobator",28,137.315247504
"186","Utahraptor",28,99.897656684
"187","Atrociraptor",28,154.297656684
"188","Bambiraptor",28,141.686900866
"189","Tsaagan",29,148.568692876
"190","Saurornitholestes",30,148.141613574
"191","Adasaurus",31,154.297656684
"192","Balaur",31,156.621771544
"193","Velociraptor",31,141.976970114
"194","Deinonychus",31,154.297656684
"195","Archaeopteryx",23,74.097656688
"196","Sapeornis",24,108.605481124
"197","Jeholornis",25,109.714598094
"198","Jixianornis",26,99.897656684
"199","Zhongornis",28,99.897656687
"200","Eoconfuciusornis",29,96.012054094
"201","Changchengornis",30,99.897656687
"202","Confuciusornis_sanctus",30,99.897656687
"203","Confuciusornis_dui",31,99.897656687
"204","Jinzhouornis_zhangjiyingia",31,99.897656687
"205","Protopteryx",29,94.897656684
"206","Otogornis",29,95.945460734
