"","species","nodecount","time"
"1","Pisanosaurus",2,1
"2","Lesothosaurus",3,31.491036435
"3","Scutellosaurus",5,43.1262003
"4","Laquintasaura",5,30.13933478
"5","Emausaurus",5,48.302322743
"6","Scelidosaurus",6,39.520186473
"7","Alcovasaurus_longispinus",7,73.222861343
"8","Huayangosaurus",11,63.617162425
"9","Chungkingosaurus",11,70.77573733
"10","Paranthodon",11,86.745064656
"11","Tuojiangosaurus",11,70.125723786
"12","Jiangjunosaurus",10,68.452075175
"13","Gigantspinosaurus",11,69.186740114
"14","Kentrosaurus",12,84.164030653
"15","D._armatus",13,76.782634493
"16","Loricatosaurus",14,66.419268293
"17","Miragaia",16,78.404781627
"18","Hesperosaurus",16,74.662043063
"19","S._homheni",16,114.977259146
"20","S._stenops",16,73.691316436
"21","Sauropelta",9,121.734331353
"22","Gastonia",10,105.441488413
"23","Euoplocephalus",10,155.692679673
