"","species","nodecount","time"
"1","Eoglobigerina_eobulloidesB",6,5.6
"2","Eoglobigerina_editaA",7,8.05
"3","Eoglobigerina_spiralis",7,8.3
"4","Subbotina_trivialisC",8,8.2
"5","Subbotina_triangularisA",9,13.65
"6","Subbotina_crociapertura",13,29.2
"7","Subbotina_yeguaensisB",14,35.5
"8","Subbotina_gortanii",14,42
"9","Subbotina_roesnaesensisD",13,26
"10","Protentella_prolixaA",17,57.8
"11","Protentella_nicobarensis",17,65.2
"12","Globigerinella_obesaB",17,53.6
"13","Beella_praedigitataA",20,68.4
"14","Beella_megastoma",21,69.2
"15","Beella_digitataA",21,69.2
"16","Globigerinella_calidaA",21,69.2
"17","Globigerinella_adamsi",21,69.2
"18","Globigerinella_siphoniferaB",20,69.2
"19","Globigerinella_praesiphoniferaA",18,57.5
"20","Globigerina_eamesiA",18,67.2
"21","Globigerina_druryi",18,68.6
"22","Globigerina_praebulloidesE",19,64.4
"23","Globigerina_umbilicata",20,68.6
"24","Globigerina_bulloidesA",20,69.2
"25","Globigerina_falconensis",18,69.2
"26","Globigerinoides_primordius",16,50.4
"27","Globigerina_angulisuturalis",16,46.7
"28","Globigerina_ciperoensisA",16,49.9
"29","Globigerina_officinalisB",15,45.4
"30","Subbotina_senni",11,31.2
"31","Subbotina_hagniA",12,34.9
"32","Subbotina_corpulenta",12,37.1
"33","Subbotina_sp1A",14,36.6
"34","Subbotina_sp2",14,42
"35","Subbotina_eocaenaC",13,37
"36","Subbotina_jacksonensis",12,35.5
"37","Subbotina_cancellataB",9,12.4
"38","Subbotina_patagonicaA",10,24.05
"39","Subbotina_linapertaB",12,35.5
"40","Subbotina_utilisindex",12,38.9
"41","Subbotina_angiporoides",11,40.7
"42","Subbotina_hornibrookiA",10,16.7
"43","Globoturborotalita_bassriverensisC",13,26.8
"44","Globoturborotalita_gnauckiA",15,38.9
"45","Globoturborotalita_anguliofficinalis",15,45.4
"46","Globoturborotalita_ouachitaensisA",14,45.4
"47","Globoturborotalita_martiniB",14,38.9
"48","Globoturborotalita_labiacrassata",14,52.9
"49","Orbulina_universa",23,69.2
"50","Orbulina_suturalisA",23,69.2
"51","Praeorbulina_circularisA",22,54.3
"52","Praeorbulina_glomerosaA",21,54.2
"53","Praeorbulina_curvaA",20,54.2
"54","Praeorbulina_sicanusA",19,54.4
"55","Globigerinoides_bisphericusA",18,53.6
"56","Globigerinoides_fistulosus",19,67.2
"57","Globigerinoides_sacculiferA",19,69.2
"58","Globigerinoides_trilobusB",18,69.2
"59","Globoturborotalita_connectaA",16,52.4
"60","Sphaeroidinellopsis_paenedehiscensA",21,66.9
"61","Sphaeroidinella_dehiscens",21,69.2
"62","Sphaeroidinellopsis_seminulinaB",20,66.9
"63","Sphaeroidinellopsis_kochi",19,65.6
"64","Sphaeroidinellopsis_disjunctaA",18,57.1
"65","Globoturborotalita_woodiH",21,66.8
"66","Globoturborotalita_apertura",21,67.9
"67","Globoturborotalita_nepenthes",20,64.9
"68","Globoturborotalita_kennetti",20,63.9
"69","Globoturborotalita_bolliiA",20,66.9
"70","Globoturborotalita_tenella",20,69.2
"71","Globoturborotalita_rubescensA",20,69.2
"72","Globoturborotalita_decorapertaA",19,67.2
"73","Globigerinoides_parawoodi",16,52.8
"74","Globigerinoides_altiaperturaA",17,52.8
"75","Globigerinoides_obliquusB",19,67.9
"76","Globigerinoides_conglobatus",19,69.2
"77","Globigerinoides_extremus",18,67.6
"78","Globigerinoides_subquadratusD",19,58.4
"79","Globigerinoides_seigliei",20,63.9
"80","Globigerinoides_ruberA",20,69.2
"81","Globigerinoides_diminutus",18,54.4
"82","Globigerinoides_mitra",17,57.1
"83","Globoturborotalita_brazieriA",15,54.1
"84","Turborotalita_carcoselleensisA",12,33.3
"85","Turborotalita_praequinquelobaA",13,46.8
"86","Turborotalita_cristataA",16,69.2
"87","Turborotalita_clarkei",16,69.2
"88","Turborotalita_humilisA",15,69.2
"89","Turborotalita_quinquelobaA",14,69.2
"90","Subbotina_velascoensisA",9,14.75
"91","Subbotina_triloculinoides",6,9.9
"92","Hedbergella_monmouthensisC",5,4.35
"93","Praemurica_tauricaA",6,5.4
"94","Praemurica_uncinataC",11,8.5
"95","Praemurica_lozanoi",11,26.2
"96","Igorina_pusillaB",12,9.7
"97","Igorina_lodoensisA",14,18.7
"98","Igorina_broedermanniA",15,25.5
"99","Igorina_anapetes",15,25.6
"100","Igorina_tadjikistanensisA",13,13.8
"101","Igorina_albeari",11,13.3
"102","Morozovella_praeangulataB",11,9.2
"103","Acarinina_mckannaiA",15,12.9
"104","Acarinina_alticonicaA",20,22.2
"105","Acarinina_pseudosubsphaericaA",21,26.9
"106","Acarinina_echinata",21,37.4
"107","Acarinina_soldadoensisD",19,22.8
"108","Acarinina_aspensis",21,20.5
"109","Acarinina_pentacamerataB",21,22.2
"110","Acarinina_medizzai",21,33.4
"111","Acarinina_collacteaA",21,38.9
"112","Acarinina_interpositaA",19,18.8
"113","Acarinina_angulosaA",18,22.8
"114","Acarinina_cuneicamerata",18,25.2
"115","Acarinina_sibaiyaensisA",18,13.9
"116","Acarinina_africana",18,13.9
"117","Acarinina_esnehensisA",17,18.8
"118","Acarinina_subsphaericaA",14,15
"119","Acarinina_nitidaC",15,13
"120","Acarinina_quetra",18,18.8
"121","Morozovelloides_lehneri",25,29.1
"122","Morozovelloides_coronatusA",25,29.1
"123","Morozovelloides_crassatusA",24,31.2
"124","Morozovelloides_bandyiA",23,26.9
"125","Acarinina_topilensisA",24,28.9
"126","Acarinina_rohri",24,31
"127","Acarinina_praetopilensisB",23,29.2
"128","Acarinina_mcgowraniA",21,31.2
"129","Acarinina_pseudotopilensisC",20,21.95
"130","Acarinina_boudreauxiB",21,25.5
"131","Acarinina_punctocarinata",21,28.7
"132","Acarinina_bullbrooki",20,28.7
"133","Acarinina_wilcoxensisA",17,18.3
"134","Acarinina_esnaensisA",16,18
"135","Acarinina_coalingensisA",15,19.1
"136","Acarinina_primitivaA",16,30.4
"137","Dentoglobigerina_selliiA",23,45.1
"138","Dentoglobigerina_binaiensis",23,50.4
"139","Dentoglobigerina_tapuriensisA",22,43.7
"140","Dentoglobigerina_rohri",24,44.9
"141","Dentoglobigerina_venezuelanaB",25,65.9
"142","Globoquadrina_conglomerata",25,69.2
"143","Dentoglobigerina_prasaepisA",23,45.4
"144","Dentoglobigerina_spB",22,36.3
"145","Dentoglobigerina_galavisiF",22,42
"146","Dentoglobigerina_larmeuiA",23,58
"147","Globoquadrina_dehiscens",23,64.4
"148","Dentoglobigerina_baroemoensis",21,65.9
"149","Dentoglobigerina_globosaA",21,66.2
"150","Dentoglobigerina_altispira",21,66.2
"151","Dentoglobigerina_globularisA",20,50.4
"152","Dentoglobigerina_pseudovenezuelana",18,41.8
"153","Paragloborotalia_pseudokugleriA",18,45.7
"154","Paragloborotalia_kugleriB",20,47.7
"155","Fohsella_birnageae",21,52.8
"156","Fohsella_peripherorondaB",22,55.4
"157","Fohsella_paralenguaensis",25,59.9
"158","Fohsella_lenguaensisA",25,62.5
"159","Fohsella_peripheroacutaB",24,55.8
"160","Fohsella_robusta",26,57.3
"161","Fohsella_lobataA",26,57.3
"162","Fohsella_fohsiA",25,57.3
"163","Fohsella_praefohsiA",24,56.1
"164","Globoconella_miozeaA",23,58
"165","Globoconella_conoideaA",24,63.5
"166","Globoconella_conomiozeaA",25,63.7
"167","Globoconella_terminalisB",27,64.2
"168","Globoconella_pliozea",27,65.3
"169","Globoconella_sphericomiozeaA",27,64.7
"170","Globoconella_puncticulataA",28,66.9
"171","Globoconella_inflata",28,69.2
"172","Hirsutella_gigantea",26,60.4
"173","Hirsutella_cibaoensisB",30,64.8
"174","Truncorotalia_crassula",30,68.3
"175","Truncorotalia_viola",32,67.8
"176","Truncorotalia_crassaformisC",32,69.2
"177","Truncorotalia_crassaconica",31,65.7
"178","Truncorotalia_pachytheca",36,69.2
"179","Truncorotalia_excelsaA",36,69.2
"180","Truncorotalia_truncatulinoidesB",36,69.2
"181","Truncorotalia_cavernula",36,69.2
"182","Truncorotalia_tosaensisA",34,68
"183","Truncorotalia_tenuithecaA",33,67.9
"184","Truncorotalia_rondaB",33,68.2
"185","Truncorotalia_hessi",33,68.8
"186","Truncorotalia_oceanicaA",31,69.2
"187","Hirsutella_scitulaD",29,69.2
"188","Hirsutella_bermudezi",29,69.2
"189","Hirsutella_primitivaA",29,64.4
"190","Hirsutella_evoluta",30,65.3
"191","Hirsutella_margaritaeC",32,66.25
"192","Hirsutella_hirsuta",32,69.2
"193","Hirsutella_theyeri",31,69.2
"194","Hirsutella_praemargaritaeA",28,63.5
"195","Hirsutella_praescitulaE",25,54.4
"196","Hirsutella_challengeriA",25,59.2
"197","Hirsutella_juanai",25,64.4
"198","Menardella_archeomenardiiA",24,55
"199","Menardella_praemenardiiA",25,56.9
"200","Globorotalia_ungulata",31,69.2
"201","Globorotalia_tumidaB",31,69.2
"202","Globorotalia_flexuosa",30,69
"203","Globorotalia_plesiotumidaA",29,64.7
"204","Globorotalia_merotumidaA",28,63.4
"205","Menardella_menardiiC",28,69.2
"206","Menardella_fimbriata",28,69.2
"207","Menardella_exilisA",30,67.3
"208","Menardella_pertenius",30,67.5
"209","Menardella_limbataC",29,66.9
"210","Menardella_multicamerata",28,67
"211","Menardella_pseudomiocenicaA",28,66.8
"212","Menardella_miocenica",28,66.8
"213","Globorotalia_zealandica",21,52.8
"214","Neogloboquadrina_continuosaC",22,61.4
"215","Neogloboquadrina_pachyderma",22,69.2
"216","Neogloboquadrina_humerosaA",23,67.6
"217","Neogloboquadrina_dutertrei",23,69.2
"218","Pulleniatina_praespectabilisA",27,64.8
"219","Pulleniatina_spectabilisA",28,65
"220","Pulleniatina_finalis",28,69.2
"221","Pulleniatina_obliquiloculataA",26,69.2
"222","Pulleniatina_praecursorA",25,67.45
"223","Pulleniatina_primalisA",24,67.9
"224","Neogloboquadrina_acostaensisB",23,67.5
"225","Acarinina_strabocellaA",12,9.9
"226","Morozovella_angulataB",12,9.9
"227","Morozovella_apanthesmaB",14,14.75
"228","Astrorotalia_palmerae",16,21.65
"229","Planorotalites_pseudoscitulaB",16,22.8
"230","Planorotalites_capdevilensis",15,31.2
"231","Morozovella_lensiformisB",19,18.6
"232","Morozovella_aragonensis",19,25.6
"233","Morozovella_caucasica",19,24.05
"234","Morozovella_craterA",19,25.3
"235","Morozovella_subbotinaeC",17,18.4
"236","Morozovella_marginodentata",16,17.6
"237","Morozovella_gracilisA",16,18.4
"238","Morozovella_formosa",16,18.8
"239","Morozovella_aequaA",14,18.4
"240","Morozovella_pasionensisB",15,14.75
"241","Morozovella_occlusa",15,14.75
"242","Morozovella_acutispira",14,12.85
"243","Morozovella_allisonensis",15,13.9
"244","Morozovella_velascoensisD",16,14.75
"245","Morozovella_edgari",16,15.2
"246","Morozovella_acuta",14,14.75
"247","Morozovella_conicotruncataA",12,9.9
"248","Praemurica_inconstansA",8,8.3
"249","Praemurica_pseudoinconstansA",7,8.05
"250","Parasubbotina_aff_pseudobulloidesA",4,4.4
"251","Parasubbotina_variospira",6,9.9
"252","Globorotaloides_quadrocameratusB",11,35.5
"253","Protentelloides_primitivaA",14,45.4
"254","Protentelloides_dalhousiei",14,45.4
"255","Globorotaloides_eovariabilisD",15,53.2
"256","Globorotaloides_variabilis",15,64.4
"257","Clavatorella_bermudezi",15,57.1
"258","Globorotaloides_hexagonusA",15,69.2
"259","Globorotaloides_testarugosa",12,46.7
"260","Catapsydrax_unicavusD",14,51.9
"261","Catapsydrax_stainforthiA",15,52.3
"262","Catapsydrax_parvulus",15,58.3
"263","Catapsydrax_dissimilis",13,51.9
"264","Catapsydrax_globiformis",12,34.9
"265","Catapsydrax_africanus",12,34.9
"266","Catapsydrax_howeiA",12,35.5
"267","Parasubbotina_variantaE",10,26.2
"268","Parasubbotina_pseudowilsoni",10,28.7
"269","Paragloborotalia_griffinoidesA",9,35.5
"270","Paragloborotalia_acrostoma",13,56.6
"271","Paragloborotalia_mayeriA",13,57.7
"272","Paragloborotalia_bella",13,55.3
"273","Paragloborotalia_siakensisB",13,57.8
"274","Paragloborotalia_semiveraA",11,53.7
"275","Paragloborotalia_opima",11,42.1
"276","Paragloborotalia_incognita",12,52.8
"277","Paragloborotalia_nanaC",12,54.1
"278","Parasubbotina_prebetica",8,18.3
"279","Pseudoglobigerinella_bolivariana",11,26.1
"280","Parasubbotina_griffinaeA",11,31.9
"281","Globigerinatheka_subconglobataE",17,29.6
"282","Globigerinatheka_indexA",18,34.9
"283","Globigerinatheka_tropicalis",18,35.4
"284","Globigerinatheka_barri",16,32.9
"285","Globigerinatheka_korotkovi",15,33.7
"286","Globigerinatheka_mexicanaA",15,33.2
"287","Globigerinatheka_semiinvoluta",15,33.4
"288","Globigerinatheka_curryiA",15,27.6
"289","Globigerinatheka_euganeaB",17,29
"290","Globigerinatheka_luterbacheri",17,34.9
"291","Orbulinoides_beckmanni",16,29.2
"292","Globigerinatheka_kugleriA",14,29.4
"293","Guembelitrioides_nuttalliA",12,26.9
"294","Parasubbotina_inaequispiraD",11,23.8
"295","Clavigerinella_caucasicaA",15,24.75
"296","Hantkenina_singanoaeA",16,24.8
"297","Hantkenina_nanggulanensisA",25,35.5
"298","Cribrohantkenina_inflata",25,35.5
"299","Hantkenina_alabamensisA",24,35.5
"300","Hantkenina_compressaB",23,35.5
"301","Hantkenina_primitiva",22,35.5
"302","Hantkenina_dumbleiB",21,30.2
"303","Hantkenina_australis",20,31.1
"304","Hantkenina_liebusiB",19,29.5
"305","Hantkenina_lehneri",18,27.8
"306","Hantkenina_mexicanaA",17,25.4
"307","Clavigerinella_eocanicaD",14,35.2
"308","Clavigerinella_akersi",13,26.5
"309","Clavigerinella_jarvisi",12,25.9
"310","Clavigerinella_colombiana",11,25.9
"311","Parasubbotina_eoclavaA",10,25.2
"312","Parasubbotina_pseudobulloidesA",5,9.5
"313","Hedbergella_holmdelensisB",3,4.3
"314","Globanomalina_archeocompressaB",5,6.4
"315","Globanomalina_compressaA",6,8.5
"316","Globanomalina_ehrenbergiB",8,9.82
"317","Globanomalina_pseudomenardii",8,13.3
"318","Globanomalina_chapmaniA",8,15.5
"319","Globanomalina_planoconicaA",9,18.6
"320","Planoglobanomalina_pseudoalgeriana",9,24
"321","Globanomalina_planocompressaA",5,7.2
"322","Globanomalina_imitataB",7,13.4
"323","Turborotalia_ampliaperturaA",15,38.9
"324","Turborotalia_euapertura",15,38.95
"325","Turborotalia_increbescensA",14,38.9
"326","Turborotalia_pomeroliC",13,34.6
"327","Turborotalia_altispiroides",12,32
"328","Turborotalia_cunialensis",13,35.4
"329","Turborotalia_cocoaensisA",13,35.4
"330","Turborotalia_cerroazulensisA",12,35.4
"331","Turborotalia_frontosaB",10,28.4
"332","Turborotalia_possagnoensis",9,28.4
"333","Globanomalina_australiformisA",8,25.4
"334","Globanomalina_ovalisA",7,13.9
"335","Globanomalina_luxorensisA",8,14.75
"336","Pseudohastigerina_wilcoxensisB",10,25.9
"337","Pseudohastigerina_sharkriverensis",10,29.9
"338","Pseudohastigerina_micraA",10,37
"339","Pseudohastigerina_naguewichiensis",10,37.2
