"","species","nodecount","time"
"1","t479",6,5.6
"2","t481",7,8.05
"3","t482",7,8.3
"4","t593",8,8.2
"5","t505",9,13.65
"6","t611",13,29.2
"7","t613",14,35.5
"8","t614",14,42
"9","t616",13,26
"10","t632",17,57.8
"11","t633",17,65.2
"12","t625",17,53.6
"13","t636",20,68.4
"14","t667",21,69.2
"15","t637",21,69.2
"16","t642",21,69.2
"17","t641",21,69.2
"18","t639",20,69.2
"19","t627",18,57.5
"20","t645",18,67.2
"21","t646",18,68.6
"22","t652",19,64.4
"23","t655",20,68.6
"24","t654",20,69.2
"25","t650",18,69.2
"26","t648",16,50.4
"27","t622",16,46.7
"28","t621",16,49.9
"29","t619",15,45.4
"30","t608",11,31.2
"31","t598",12,34.9
"32","t599",12,37.1
"33","t605",14,36.6
"34","t606",14,42
"35","t603",13,37
"36","t601",12,35.5
"37","t488",9,12.4
"38","t490",10,24.05
"39","t494",12,35.5
"40","t495",12,38.9
"41","t492",11,40.7
"42","t499",10,16.7
"43","t515",13,26.8
"44","t519",15,38.9
"45","t520",15,45.4
"46","t517",14,45.4
"47","t523",14,38.9
"48","t524",14,52.9
"49","t630",23,69.2
"50","t559",23,69.2
"51","t558",22,54.3
"52","t556",21,54.2
"53","t554",20,54.2
"54","t552",19,54.4
"55","t550",18,53.6
"56","t564",19,67.2
"57","t563",19,69.2
"58","t561",18,69.2
"59","t547",16,52.4
"60","t575",21,66.9
"61","t576",21,69.2
"62","t573",20,66.9
"63","t571",19,65.6
"64","n569",18,57.1
"65","t590",21,66.8
"66","t591",21,67.9
"67","t588",20,64.9
"68","t586",20,63.9
"69","t585",20,66.9
"70","t582",20,69.2
"71","t581",20,69.2
"72","t579",19,67.2
"73","t566",16,52.8
"74","t530",17,52.8
"75","t534",19,67.9
"76","t535",19,69.2
"77","t532",18,67.6
"78","t541",19,58.4
"79","t543",20,63.9
"80","t544",20,69.2
"81","t539",18,54.4
"82","t537",17,57.1
"83","t527",15,54.1
"84","t502",12,33.3
"85","t504",13,46.8
"86","t512",16,69.2
"87","t511",16,69.2
"88","t509",15,69.2
"89","t507",14,69.2
"90","t497",9,14.75
"91","t484",6,9.9
"92","t153",5,4.35
"93","t155",6,5.4
"94","t216",11,9.2
"95","t223",15,12.9
"96","t247",20,22.2
"97","t249",21,26.9
"98","t250",21,37.4
"99","t245",19,22.8
"100","t243",21,20.5
"101","t242",21,22.2
"102","t240",21,33.4
"103","t239",21,38.9
"104","t236",19,18.8
"105","t232",18,22.8
"106","t233",18,25.2
"107","t229",18,13.9
"108","t228",18,13.9
"109","n226",17,18.8
"110","t221",14,15
"111","t282",15,13
"112","t257",18,18.8
"113","t274",25,29.1
"114","t273",25,29.1
"115","t271",24,31.2
"116","t269",23,26.9
"117","t278",24,28.9
"118","t279",24,31
"119","t276",23,29.2
"120","t280",21,31.2
"121","t265",20,21.95
"122","t262",21,25.5
"123","t263",21,28.7
"124","t260",20,28.7
"125","t255",17,18.3
"126","t253",16,18
"127","t284",15,19.1
"128","t286",16,30.4
"129","t338",23,45.1
"130","t339",23,50.4
"131","t336",22,43.7
"132","t345",24,44.9
"133","t347",25,65.9
"134","t348",25,69.2
"135","t343",23,45.4
"136","t341",22,36.3
"137","t352",22,42
"138","t354",23,58
"139","t355",23,64.4
"140","t350",21,65.9
"141","t332",21,66.2
"142","t331",21,66.2
"143","t329",20,50.4
"144","t326",18,41.8
"145","t289",18,45.7
"146","t292",20,47.7
"147","t294",21,52.8
"148","t296",22,55.4
"149","t308",25,59.9
"150","t309",25,62.5
"151","t306",24,55.8
"152","t304",26,57.3
"153","t303",26,57.3
"154","t301",25,57.3
"155","t299",24,56.1
"156","t57",23,58
"157","t59",24,63.5
"158","t61",25,63.7
"159","t64",27,64.2
"160","t65",27,65.3
"161","t67",27,64.7
"162","t69",28,66.9
"163","t70",28,69.2
"164","t661",26,60.4
"165","t133",30,64.8
"166","t134",30,68.3
"167","t111",31,65.7
"168","t113",32,67.8
"169","t114",32,69.2
"170","t128",36,69.2
"171","t127",36,69.2
"172","t131",36,69.2
"173","t130",36,69.2
"174","t124",34,68
"175","t122",33,67.9
"176","t119",33,68.2
"177","t120",33,68.8
"178","t116",31,69.2
"179","t149",29,69.2
"180","t148",29,69.2
"181","t140",29,64.4
"182","t141",30,65.3
"183","t145",32,66.25
"184","t146",32,69.2
"185","t143",31,69.2
"186","t137",28,63.5
"187","t106",25,54.4
"188","t103",25,59.2
"189","t104",25,64.4
"190","t73",24,55
"191","t75",25,56.9
"192","t93",28,63.4
"193","t99",31,69.2
"194","t100",31,69.2
"195","t97",30,69
"196","t95",29,64.7
"197","t91",28,69.2
"198","t90",28,69.2
"199","t86",30,67.3
"200","t87",30,67.5
"201","t84",29,66.9
"202","t78",28,67
"203","t82",28,66.8
"204","t81",28,66.8
"205","t674",21,52.8
"206","t319",22,61.4
"207","t321",22,69.2
"208","t323",23,67.6
"209","t324",23,69.2
"210","t664",27,64.8
"211","t665",28,65
"212","t317",28,69.2
"213","t316",26,69.2
"214","t701",25,67.45
"215","t314",24,67.9
"216","t312",23,67.5
"217","t218",12,9.9
"218","t190",12,9.9
"219","t213",19,18.6
"220","t214",19,25.6
"221","t210",19,24.05
"222","t211",19,25.3
"223","t207",17,18.4
"224","t205",16,17.6
"225","t202",16,18.4
"226","t203",16,18.8
"227","t251",14,18.4
"228","t193",14,14.75
"229","t198",16,21.65
"230","t197",16,22.8
"231","t195",15,31.2
"232","t185",15,14.75
"233","t184",15,14.75
"234","t182",14,12.85
"235","t657",15,13.9
"236","t187",16,14.75
"237","t659",16,15.2
"238","t188",14,14.75
"239","t179",12,9.9
"240","t163",11,8.5
"241","t164",11,26.2
"242","t168",12,9.7
"243","t172",14,18.7
"244","t174",15,25.5
"245","t175",15,25.6
"246","t170",13,13.8
"247","t166",11,13.3
"248","t159",8,8.3
"249","t157",7,8.05
"250","t358",4,4.4
"251","t362",6,9.9
"252","t466",11,35.5
"253","t999",14,45.4
"254","t998",14,45.4
