"","species","nodecount","time"
"1","Scutellosaurus_lawleri",3,18.478571427
"2","Emausaurus_ernsti",4,28.928571424
"3","Scelidosaurus_harrisonii",5,14.428571428
"4","Huayangosaurus_taibaii",7,42.578571427
"5","Paranthodon_africanus",8,70.028571427
"6","Chungkingosaurus_jiangbeiensis",9,50.378571427
"7","Chialingosaurus_kuani",10,51.678571427
"8","Wuerhosaurus_homheni",12,89.528571427
"9","Dacentrurus_armatus",13,56.028571427
"10","Hesperosaurus_mjosi",13,52.278571427
"11","Tuojiangosaurus_multispinus",12,50.378571427
"12","Kentrosaurus_aethiopicus",14,59.578571427
"13","Lexovisaurus_durobrivensis",14,45.178571427
"14","Stegosaurus_armatus",14,58.328571427
"15","Stegosaurus_stenops",14,58.328571427
"16","Struthiosaurus_austriacus",7,131.628571431
"17","Hungarosaurus_tormai",8,124.528571431
"18","Hylaeosaurus_armatus",10,72.828571431
"19","Cedarpelta_bilbeyhallorum",11,107.853571431
"20","Pawpawsaurus_campbelli",12,105.853571431
"21","Sauropelta_edwardsorum",13,96.278571431
"22","Silvisaurus_condrayi",14,102.728571431
"23","Panoplosaurus_mirus",15,135.278571431
"24","Edmontonia_longiceps",16,131.628571427
"25","Edmontonia_rugosidens",16,141.528571424
"26","Gargoyleosaurus_parkpinorum",10,58.328571431
"27","Animantarx_ramaljonesi",11,107.853571431
"28","Minmi_paravertebra",12,76.628571431
"29","Mymoorapelta_maysi",14,58.328571431
"30","Gastonia_burgei",15,80.928571431
"31","Polacanthus_foxii",15,78.078571431
"32","Gobisaurus_domoculus",14,117.628571431
"33","Shamosaurus_scutatus",15,96.078571421
"34","Tianzhenosaurus_youngi",17,126.228571421
"35","Tsagantegia_longicranialis",17,120.728571421
"36","Talarurus_plicatospineus",18,120.728571421
"37","Pinacosaurus_grangeri",19,131.628571421
"38","Pinacosaurus_mephistocephalus",19,135.278571421
"39","Nodocephalosaurus_kirtlandensis",18,135.278571421
"40","Ankylosaurus_magniventris",20,141.528571421
"41","Euoplocephalus_tutus",20,135.278571421
"42","Saichania_chulsanensis",20,131.628571421
"43","Tarchia_gigantea",20,132.728571421
"44","Stormbergia_dangershoeki",3,13.428571426
"45","Heterodontosaurus_tucki",6,13.42857143
"46","Abrictosaurus_consors",6,13.42857143
"47","Stenopelix_valdensis",7,67.278571418
"48","Wannanosaurus_yansiensis",8,138.478571418
"49","Yaverlandia_bitholus",9,80.928571418
"50","Goyocephale_lattimorei",10,136.378571418
"51","Homalocephale_calathocercos",11,136.378571418
"52","Ornatotholus_browni",12,135.278571418
"53","Stegoceras_validum",13,131.628571418
"54","Dwarf_pachycephalosaur",15,135.278571418
"55","Prenocephale_prenes",16,136.378571418
"56","Tylocephale_gilmorei",16,131.628571418
"57","Pachycephalosaurus_wyomingensis",16,140.428571418
"58","Stygimoloch_spinifer",16,141.528571418
"59","Prenocephale_goodwini",17,135.278571418
"60","Sphaerotholus_buchholtzae",17,140.428571418
"61","Prenocephale_edmontonensis",17,135.278571418
"62","Prenocephale_brevis",17,135.278571418
"63","Yinlong_downsi",7,49.078571421
"64","Psittacosaurus_guyangensis",8,96.078571424
"65","Chaoyangsaurus_youngi",10,68.67857142
"66","Xuanhuaceratops_niei",10,42.578571423
"67","Psittacosaurus_mongoliensis",11,71.578571421
"68","Psittacosaurus_sinensis",11,89.828571424
"69","Liaoceratops_yanzigouensis",11,85.378571427
"70","Yamaceratops_dorngobiensis",12,124.528571427
"71","Archaeoceratops_oshimai",13,87.5785714236
"72","Montanoceratops_cerorhynchus",15,138.4785714233
"73","Protoceratops_hellenikorhinus",16,126.5785714233
"74","Prenoceratops_pieganensis",17,131.6285714233
"75","Leptoceratops_gracilis",18,140.4285714193
"76","Udanoceratops_tschizhovi",18,131.6285714223
"77","Bagaceratops_rozhdestvenskyi",16,131.6285714233
"78","Graciliceratops_mongoliensis",17,117.4285714233
"79","Protoceratops_andrewsi",17,135.2785714233
"80","Zuniceratops_christopheri",16,117.2785714233
"81","Avaceratops_lammersi",17,135.2785714233
"82","Monoclonius_crassus",19,131.6285714233
"83","Styracosaurus_albertensis",21,135.2785714233
"84","Centrosaurus_apertus",22,131.6285714233
"85","Centrosaurus_brinkmani",22,135.2785714233
"86","Einiosaurus_procurvicornis",21,131.6285714233
"87","Achelousaurus_horneri",22,131.6285714233
"88","Pachyrhinosaurus_canadensis",23,136.3785714233
"89","Pachyrhinosaurus_n._sp.",23,134.6785714233
"90","Vagaceratops_irvinensis",20,135.2785714233
"91","Pentaceratops_sternbergii",21,135.2785714233
"92","Agujaceratops_mariscalensis",22,131.6285714233
"93","Chasmosaurus_belli",23,135.2785714233
"94","Chasmosaurus_russelli",23,135.2785714233
"95","Anchiceratops_ornatus",21,136.3785714243
"96","Arrhinoceratops_brachyops",21,136.3785714243
"97","Triceratops_horridus",21,140.4285714233
"98","Nedoceratops_hatcheri",22,141.5285714233
"99","Torosaurus_latus",22,140.4285714233
"100","Agilisaurus_louderbacki",5,42.578571432
"101","Hexinlusaurus_multidens",6,42.578571432
"102","Yandusaurus_hongheensis",8,42.578571432
"103","Othnielia_rex",8,58.328571432
"104","Orodromeus_makelai",9,134.678571432
"105","Zephyrosaurus_schaffi",9,96.278571432
"106","Jeholosaurus_shangyuanensis",9,85.3785714305
"107","Hypsilophodon_foxii",10,82.053571429
"108","Gasparinisaura_cincosaltensis",11,129.5285714375
"109","Parksosaurus_warreni",12,138.478571436
"110","Thescelosaurus_neglectus",13,136.2285714345
"111","Tenontosaurus_dossi",14,93.153571433
"112","Tenontosaurus_tilletti",15,96.2785714315
"113","Muttaburrasaurus_langdoni",16,107.85357143
"114","Rhabdodon_priscus",18,136.3785714385
"115","Zalmoxes_robustus",19,140.4285714385
"116","Zalmoxes_shqiperorum",19,138.4785714385
"117","Dysalotosaurus_lettowvorbecki",19,54.778571434
"118","Dryosaurus_altus",19,58.3285714335
"119","Camptosaurus_dispar",19,58.328571433
"120","Lurdusaurus_arenatus",20,96.078571433
"121","Equijubus_normani",21,87.578571433
"122","Iguanodon_bernissartensis",22,84.253571433
"123","Mantellisaurus_atherfieldensis",23,79.378571433
"124","Ouranosaurus_nigeriensis",24,96.07857143
"125","Fukuisaurus_tetoriensis",25,80.9285714334
"126","Altirhinus_kurzanovi",26,103.7285714337
"127","Nanyangosaurus_zhugeii",27,102.7285714337
"128","Jinzhousaurus_yangi",28,89.8285714337
"129","Probactrosaurus_gobiensis",29,93.8285714337
"130","Eolambia_caroljonesa",30,107.8535714337
"131","Protohadros_byrdi",31,113.4785714337
"132","Bactrosaurus_johnsoni",32,120.7285714337
"133","Gilmoreosaurus_mongoliensis",34,120.7285714337
"134","Telmatosaurus_transsylvanicus",34,140.4285714337
"135","Fontllonga_euhadrosaur",34,141.5285714307
"136","Lophorhothon_atopus",36,127.3785714334
"137","Gryposaurus_notabilis",38,131.6285714334
"138","Brachylophosaurus_canadensis",39,131.6285714334
"139","Maiasaura_peeblesorum",39,131.6285714334
"140","Edmontosaurus_annectens",39,141.5285714334
"141","Edmontosaurus_regalis",39,136.3785714334
"142","Kerberosaurus_manakini",39,141.5285714334
"143","Prosaurolophus_maximus",40,135.2785714334
"144","Naashoibitosaurus_ostromi",41,135.2785714334
"145","Secernosaurus_koerneri",42,136.3785714334
"146","Saurolophus_osborni",42,138.3285714334
"147","Pararhabdodon_isonensis",36,140.4285714341
"148","Tsintaosaurus_spinorhinus",37,131.6285714338
"149","Jaxartosaurus_aralensis",38,122.7785714342
"150","Amurosaurus_riabinini",39,141.5285714342
"151","Charonosaurus_jiayinensis",41,141.5285714342
"152","Parasaurolophus_walkeri",41,135.2785714342
"153","Lambeosaurus_lambei",42,135.2785714342
"154","Lambeosaurus_magnicristatus",42,135.2785714342
"155","Corythosaurus_casuarius",42,135.2785714342
"156","Olorotitan_arharensis",43,141.5285714342
"157","Hypacrosaurus_stebingeri",44,131.6285714342
"158","Hypacrosaurus_altispinus",45,136.3785714342
