treeID,clade,rep,null_DIC,slow_DIC,asym_DIC,null_post_mean_intercept,null_post_mean,null_lower95_CI_intercept,null_upper95_CI_intercept,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean_intercept,slow_post_mean,slow_post_mean_2,slow_lower95_CI_intercept,slow_upper95_CI_intercept,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean_intercept,asym_post_mean,asym_post_mean_sqrt,asym_lower95_CI_intercept,asym_upper95_CI_intercept,asym_lower95_CI,asym_upper95_CI,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
tree_21,orni,21,925.8784863,919.7785176,916.0691028,1.810725876,0.005089357,1.424853738,2.112881569,0.00305197,0.007363302,450,0.002222222,1.216835541,0.018935633,-5.85E-05,0.717663427,1.750834314,0.009410753,0.029164013,-1.01E-04,-1.96E-05,402.9351622,0.002222222,-0.427081962,-0.017919693,0.481299115,-1.972777825,0.831060893,-0.030749784,-0.004661816,0.193357374,0.754107917,282.7149128,0.582222222
tree_21,orni,22,932.6735688,926.3698619,922.7564885,1.814411424,0.005309255,1.551266586,2.145447561,0.003375483,0.007169474,450,0.002222222,1.161875475,0.020366503,-6.38E-05,0.658457764,1.697578617,0.010978689,0.030467146,-1.02E-04,-2.01E-05,450,0.002222222,-0.46534396,-0.017982081,0.486273619,-1.741001874,1.056553334,-0.031948163,-0.003709044,0.190119775,0.759352576,253.7068069,0.524444444
tree_21,orni,23,924.8132867,918.6018263,914.7294207,1.790346626,0.005201352,1.459644256,2.113423238,0.003058051,0.007104238,450,0.002222222,1.172940079,0.01995192,-6.20E-05,0.648229229,1.663197888,0.010661773,0.029987244,-9.97E-05,-1.92E-05,349.0928602,0.002222222,-0.514705949,-0.018404689,0.494000376,-1.788409527,0.75643926,-0.03108443,-0.005818643,0.250830301,0.783951631,251.1284848,0.448888889
tree_21,orni,24,925.9201525,918.9530752,915.5876743,1.794675897,0.005070441,1.443661158,2.11484072,0.003127599,0.007054635,450,0.002222222,1.186735953,0.019970556,-6.38E-05,0.675552826,1.714774316,0.011416082,0.031011657,-1.03E-04,-2.13E-05,633.207378,0.002222222,-0.517473501,-0.018894207,0.500091183,-2.0061753,0.74259952,-0.0323469,-0.004848004,0.230120895,0.811957852,348.4070094,0.48
tree_21,orni,25,926.0197443,919.4662572,916.1542189,1.784418168,0.005293223,1.46536597,2.145278743,0.003452934,0.007547532,201.5188478,0.002222222,1.167621562,0.019667624,-6.11E-05,0.577197667,1.719113393,0.010144521,0.030087523,-1.06E-04,-2.59E-05,450,0.002222222,-0.435782728,-0.017818798,0.480668225,-1.871130586,0.839410196,-0.031563689,-0.005187691,0.20100974,0.753281524,275.9493412,0.568888889
tree_21,orni,26,925.287061,918.9327589,915.9324502,1.808580946,0.005365541,1.521801182,2.138643803,0.003324122,0.007458004,450,0.002222222,1.1686956,0.019665664,-6.06E-05,0.681811523,1.693850126,0.010431241,0.029000407,-9.68E-05,-2.03E-05,450,0.002222222,-0.580241173,-0.01877227,0.503936389,-2.078626999,0.732683268,-0.03419219,-0.006928851,0.219402532,0.798485794,207.5933217,0.435555556
tree_21,orni,27,924.624953,918.0543655,914.5343066,1.801432771,0.005259873,1.460910291,2.095687549,0.003320151,0.007146719,450,0.002222222,1.185011646,0.019422491,-6.03E-05,0.599910219,1.660152183,0.011088949,0.029441459,-9.71E-05,-1.94E-05,450,0.002222222,-0.46632547,-0.017772872,0.482711253,-1.815963281,0.942153004,-0.032869308,-0.004557983,0.181548734,0.748209668,325.0501872,0.515555556
tree_21,orni,28,931.5914662,925.2187827,921.5441186,1.798462833,0.005128703,1.515925101,2.12329216,0.003317628,0.007032264,450,0.002222222,1.164052137,0.02011954,-6.32E-05,0.662837063,1.685282874,0.01033088,0.02993108,-1.05E-04,-2.33E-05,368.8593465,0.002222222,-0.531758458,-0.018749887,0.50135993,-1.854611212,0.672447494,-0.031401425,-0.006822897,0.232224931,0.742414896,285.6305126,0.413333333
tree_21,orni,29,924.0205326,917.9781174,914.0783217,1.79526463,0.005240872,1.503120388,2.066093333,0.003229924,0.007464385,450,0.002222222,1.192403589,0.019874263,-6.25E-05,0.65973041,1.672311872,0.01036984,0.028778921,-1.04E-04,-2.63E-05,408.7842377,0.002222222,-0.46525755,-0.018290071,0.489880324,-2.009671873,0.890163508,-0.034369529,-0.005436565,0.216607937,0.815113967,319.5882512,0.542222222
tree_21,orni,30,941.6015612,934.2147879,931.446166,1.801293488,0.005576901,1.489548466,2.128732556,0.003622511,0.007732263,450,0.002222222,1.122595849,0.021206884,-6.61E-05,0.574049901,1.634327109,0.011015575,0.030611871,-1.04E-04,-2.51E-05,341.2351307,0.002222222,-0.595164609,-0.018972422,0.511284324,-2.149510881,0.847037577,-0.033850821,-0.004789798,0.192900637,0.797076607,252.123277,0.44
tree_21,orni,31,948.0441423,940.3030358,936.3977891,1.81212489,0.005091636,1.466250502,2.169715422,0.003031439,0.007110749,450,0.002222222,1.183766411,0.020059811,-6.33E-05,0.706045581,1.687946332,0.011244847,0.029533319,-1.01E-04,-2.36E-05,356.044505,0.002222222,-0.531534104,-0.019002329,0.503866412,-1.818268788,0.740315295,-0.030772269,-0.00635082,0.245349305,0.763386437,250.8612525,0.404444444
tree_21,orni,32,918.638731,911.7267501,908.2623451,1.808223815,0.005068877,1.488276148,2.125021175,0.003180627,0.007179644,450,0.002222222,1.165011282,0.020069396,-6.34E-05,0.605161612,1.692012184,0.01076175,0.030097655,-9.95E-05,-1.93E-05,450,0.002222222,-0.552113907,-0.019212513,0.508149923,-2.023643428,0.801589469,-0.03275827,-0.006274178,0.239799532,0.794609801,195.9431664,0.502222222
tree_21,orni,33,930.8175378,923.4057057,920.1600446,1.818052359,0.005185731,1.510754934,2.153498623,0.00286693,0.006917268,450,0.002222222,1.130916038,0.02096567,-6.71E-05,0.601204945,1.639192498,0.012343156,0.031791926,-1.06E-04,-2.46E-05,378.1861186,0.002222222,-0.672872673,-0.020148772,0.529339697,-1.887115496,0.861570172,-0.031988613,-0.004998362,0.227971742,0.775458509,314.2902428,0.328888889
tree_21,orni,34,940.8681183,933.3609228,930.3574326,1.792473896,0.005441567,1.463155388,2.098587102,0.003252348,0.007302367,596.4847216,0.002222222,1.165946822,0.019925466,-6.15E-05,0.639842884,1.690750935,0.010076599,0.027917744,-9.72E-05,-2.28E-05,367.7589662,0.002222222,-0.543839853,-0.018585875,0.501675721,-2.086780803,0.921769231,-0.032351404,-0.001839792,0.184311603,0.807301499,229.7811159,0.533333333
tree_21,orni,35,937.324523,930.3948484,927.1990437,1.794232354,0.005497883,1.469120975,2.100510178,0.003463591,0.007584158,689.164134,0.002222222,1.158527835,0.020385948,-6.32E-05,0.70541366,1.721841778,0.01146131,0.029992256,-9.99E-05,-2.71E-05,334.621714,0.002222222,-0.484553133,-0.01776255,0.486397358,-2.12293491,0.786807871,-0.031550741,-0.00530753,0.223682261,0.780493369,227.1339335,0.506666667
tree_21,orni,36,932.9209684,925.3161907,921.9959362,1.804522475,0.005124402,1.48569456,2.110732228,0.003298575,0.007152996,450,0.002222222,1.140467372,0.020607183,-6.52E-05,0.58434969,1.666155855,0.009282011,0.029477201,-9.69E-05,-1.72E-05,388.1920027,0.002222222,-0.596405372,-0.019578425,0.516356648,-1.895306473,0.672973399,-0.032903532,-0.00558756,0.238507046,0.788210014,298.5924166,0.377777778
tree_21,orni,37,910.6987811,903.365353,900.3406077,1.780359705,0.005305862,1.453289468,2.076512799,0.003311348,0.007417083,450,0.002222222,1.159717953,0.019941411,-6.19E-05,0.620003606,1.692965152,0.009960627,0.029141275,-1.00E-04,-2.15E-05,356.414611,0.002222222,-0.579259475,-0.01886707,0.50641878,-2.245218349,0.615289772,-0.031908663,-0.004371367,0.220002263,0.823359774,251.9635109,0.377777778
tree_21,orni,38,921.6772112,914.720001,910.6690723,1.792077989,0.005381086,1.470593265,2.108686133,0.003565246,0.007416023,450,0.002222222,1.19287252,0.019489799,-6.02E-05,0.707955029,1.68278195,0.010366776,0.028615066,-9.86E-05,-2.16E-05,450,0.002222222,-0.503368363,-0.018240898,0.491376603,-1.761238514,0.876815627,-0.031937742,-0.00638004,0.220257994,0.751968407,280.6355943,0.457777778
tree_21,orni,39,920.8807696,914.2709899,910.6009591,1.793328946,0.005228131,1.456366153,2.070752708,0.003000665,0.007173374,375.1302407,0.002222222,1.167332856,0.019955344,-6.21E-05,0.679766668,1.692111819,0.010544463,0.02981617,-1.03E-04,-2.49E-05,388.396348,0.002222222,-0.560005632,-0.019040933,0.506023784,-1.839458033,0.788178498,-0.031664255,-0.006240954,0.232912116,0.765465352,331.2525861,0.448888889
tree_21,orni,40,935.0837415,927.2460446,924.7788767,1.793243103,0.005365944,1.482436808,2.096951215,0.003435663,0.00752111,450,0.002222222,1.153485405,0.020451815,-6.39E-05,0.644284258,1.733257122,0.011038709,0.028911156,-1.00E-04,-2.52E-05,231.3285148,0.002222222,-0.532384799,-0.018473204,0.498192878,-1.912845799,0.959565565,-0.032710975,-0.003795696,0.180441022,0.77003969,266.9421247,0.493333333
tree_21,orni,41,948.4049037,939.8412011,936.8987237,1.805874944,0.005222338,1.497575616,2.107389821,0.003023269,0.007221065,450,0.002222222,1.137117643,0.020879013,-6.64E-05,0.572586487,1.645554935,0.010642434,0.03047875,-1.12E-04,-3.03E-05,450,0.002222222,-0.613897606,-0.019550458,0.516963179,-2.065318491,0.808064856,-0.032585907,-0.005933025,0.220886557,0.790542493,664.740765,0.404444444
tree_21,orni,42,943.4893134,935.9865046,932.2701636,1.815045567,0.005146114,1.521682615,2.188030483,0.003100208,0.007248081,450,0.002222222,1.143933129,0.020567929,-6.55E-05,0.621293961,1.661019852,0.011625946,0.030154909,-9.95E-05,-2.36E-05,387.5230745,0.002222222,-0.560350453,-0.019056952,0.506242278,-1.978195019,0.624347081,-0.032959646,-0.006512369,0.277102465,0.810696443,290.3332709,0.475555556
tree_21,orni,43,916.728154,910.4758235,907.1574558,1.791503468,0.005325506,1.50314276,2.107037316,0.003321792,0.007134998,364.8193109,0.002222222,1.176123849,0.019735119,-6.10E-05,0.652755533,1.703506519,0.009696164,0.028841628,-1.03E-04,-2.17E-05,450,0.002222222,-0.492099829,-0.018102071,0.489336474,-2.151120796,0.778185053,-0.03266126,-0.004841179,0.235660511,0.805740317,319.0298193,0.577777778
tree_21,orni,44,942.4011709,935.0882208,931.2476116,1.806302536,0.005276214,1.487997801,2.131366056,0.003223222,0.007146305,450,0.002222222,1.190709467,0.019766517,-6.15E-05,0.660696411,1.707071983,0.010351095,0.029551711,-1.06E-04,-2.75E-05,450,0.002222222,-0.426761962,-0.017880159,0.480934975,-1.794364269,0.80149425,-0.031412708,-0.005587493,0.21002906,0.752025025,394.287351,0.56
tree_21,orni,45,935.6480051,927.6554144,924.6875189,1.790863599,0.005217347,1.526636264,2.11436006,0.003315095,0.007329474,450,0.002222222,1.156581715,0.020277646,-6.31E-05,0.648020591,1.650785695,0.009681231,0.029127843,-1.04E-04,-2.25E-05,382.1117655,0.002222222,-0.598093491,-0.019425179,0.514041339,-2.136692933,0.627222629,-0.032318622,-0.006208979,0.269993553,0.821194253,298.4695144,0.422222222
tree_21,orni,46,918.9604077,913.0630744,908.690392,1.808327289,0.005242895,1.52071156,2.081393555,0.003129175,0.007291439,450,0.002222222,1.163530557,0.019948669,-6.25E-05,0.667640052,1.681168298,0.009821928,0.029040341,-1.03E-04,-2.22E-05,450,0.002222222,-0.556740484,-0.019223185,0.510117288,-1.781111914,0.816355958,-0.032147453,-0.005623675,0.232859511,0.785424921,293.1510534,0.408888889
tree_21,orni,47,935.662728,928.1880821,925.2981309,1.815031068,0.005296422,1.531104119,2.171838181,0.003335942,0.007220861,450,0.002222222,1.167121594,0.019899462,-6.16E-05,0.682445158,1.726297518,0.010606244,0.029290656,-1.03E-04,-2.48E-05,450,0.002222222,-0.553710774,-0.018718168,0.503297011,-2.050439834,0.680423195,-0.031978931,-0.00653832,0.23689007,0.77459213,244.2384439,0.515555556
tree_21,orni,48,922.6667268,916.2918597,912.897346,1.792942017,0.005274741,1.471450093,2.098345544,0.003407652,0.007201468,933.6303057,0.002222222,1.198213771,0.0194447,-6.04E-05,0.69799347,1.791932179,0.009810212,0.030025107,-1.08E-04,-2.42E-05,450,0.002222222,-0.39541648,-0.017602239,0.476399021,-1.725584699,1.016325844,-0.032783685,-0.005128475,0.236192377,0.798159621,281.9112167,0.626666667
tree_21,orni,49,917.5171418,911.001524,907.809892,1.803487169,0.005082227,1.469493922,2.103858158,0.003241354,0.00683222,450,0.002222222,1.185351626,0.019751381,-6.22E-05,0.639412883,1.755981218,0.010566284,0.029912892,-1.07E-04,-2.53E-05,450,0.002222222,-0.599884735,-0.019619861,0.51716556,-2.218860029,0.712769621,-0.035048787,-0.007239486,0.250900065,0.828031202,312.582273,0.395555556
tree_21,orni,50,947.4362361,939.7823396,936.7750655,1.793776289,0.005394024,1.485870827,2.093705182,0.003381609,0.00721879,450,0.002222222,1.158582563,0.020190115,-6.28E-05,0.660302519,1.715036336,0.010376891,0.02840143,-9.74E-05,-2.43E-05,450,0.002222222,-0.501755589,-0.018302241,0.494861244,-2.035264856,0.75229575,-0.030984048,-0.004027213,0.206984401,0.77158232,203.6878717,0.515555556
tree_21,sauro,1,620.61879,619.0606185,618.2874441,2.104000634,0.003484719,1.883217056,2.32711855,0.001093637,0.006005243,450,0.002222222,1.791476301,0.017136367,-6.07E-05,1.471621745,2.098236645,0.007209357,0.024494882,-9.33E-05,-1.81E-05,450,0.002222222,0.965993704,-0.011358402,0.301747182,0.178710885,1.781349113,-0.021312976,-0.00162139,0.098345199,0.495291308,450,0.013333333
tree_21,sauro,2,608.8022614,607.5769422,606.8962968,2.101939448,0.003817109,1.886639063,2.31709762,0.001496712,0.006330325,450,0.002222222,1.784612503,0.016981591,-5.87E-05,1.491447302,2.077234074,0.007005688,0.024287506,-9.42E-05,-1.95E-05,404.9480268,0.002222222,0.977339293,-0.01088265,0.297017607,0.186338122,1.767389391,-0.020625475,-0.001059181,0.092030488,0.473020932,353.769696,0.017777778
tree_21,sauro,3,609.6161421,608.3760268,607.152458,2.109309775,0.003696901,1.83983701,2.333467539,0.001317943,0.006180758,450,0.002222222,1.796621156,0.017075699,-5.99E-05,1.496276247,2.050896413,0.008587413,0.025835435,-9.74E-05,-2.35E-05,450,0.002222222,0.980422197,-0.011011499,0.297885929,0.243646029,1.764341714,-0.019939779,-0.001074028,0.102928179,0.463253025,387.1899864,0.004444444
tree_21,sauro,4,628.5364253,625.867204,625.6618115,2.112773019,0.003516975,1.908715406,2.33301938,0.001241616,0.006044477,376.8936925,0.002222222,1.778518008,0.017434375,-6.20E-05,1.487475202,2.052338619,0.008631516,0.024778967,-9.66E-05,-2.57E-05,690.8539152,0.002222222,0.947982359,-0.011465399,0.305291609,0.258062071,1.712192323,-0.02026921,-0.002221984,0.135149344,0.483130701,450,0.013333333
tree_21,sauro,5,615.1042685,613.8419364,612.8219194,2.104704426,0.003712366,1.866857433,2.352891254,0.00121927,0.006119949,450,0.002222222,1.793168731,0.017132053,-5.96E-05,1.53660019,2.088382805,0.008688446,0.025111272,-9.45E-05,-2.23E-05,450,0.002222222,0.985563014,-0.010957868,0.296153854,0.153300409,1.64931601,-0.021153754,-0.002202501,0.120521231,0.488960294,450,0.002222222
tree_21,sauro,6,615.46437,613.9149193,612.9018831,2.108223147,0.00391874,1.883025604,2.323835514,0.00143606,0.006299733,450,0.002222222,1.79354018,0.017150757,-5.90E-05,1.507432002,2.092665124,0.00914702,0.02592197,-9.33E-05,-1.60E-05,450,0.002222222,0.982394175,-0.010763088,0.295620575,0.211536815,1.702195666,-0.019013549,-0.001398854,0.111394661,0.46727333,389.3874081,0.004444444
tree_21,sauro,7,609.2291391,607.825535,607.4192498,2.102581273,0.003823349,1.903660568,2.326402428,0.001251404,0.006269395,450,0.002222222,1.795893749,0.017160812,-5.91E-05,1.526182403,2.086913438,0.007644474,0.026428489,-9.37E-05,-1.45E-05,450,0.002222222,0.943915909,-0.011393473,0.307469545,0.204307341,1.714257652,-0.021369961,-0.002416847,0.135335534,0.505337822,450,0.013333333
tree_21,sauro,8,621.1798348,619.0714749,618.4341208,2.110450236,0.003612704,1.877870957,2.310134225,0.001237305,0.005930719,450,0.002222222,1.787792772,0.017082049,-6.06E-05,1.502069437,2.079068884,0.008493533,0.025064098,-9.76E-05,-2.52E-05,450,0.002222222,0.967630268,-0.011264342,0.301980486,0.17749152,1.687709546,-0.019552084,-5.79E-04,0.131893475,0.494807755,385.3960338,0.013333333
tree_21,sauro,9,610.0362837,608.6224468,607.8285307,2.098453411,0.003817374,1.882873574,2.327001286,0.001202441,0.006102353,450,0.002222222,1.796214811,0.016977204,-5.87E-05,1.523288337,2.077825239,0.007097838,0.025149249,-9.47E-05,-1.35E-05,691.9192056,0.002222222,0.959224459,-0.011155085,0.302613003,0.245748628,1.724275401,-0.020814252,-0.001633174,0.101883393,0.47178598,450,0.017777778
tree_21,sauro,10,609.5513318,608.007352,607.2776677,2.103375604,0.003718757,1.908916131,2.321042039,0.001620357,0.005839543,450,0.002222222,1.78760966,0.017210256,-6.02E-05,1.512358051,2.075712671,0.008442356,0.025357369,-9.43E-05,-2.26E-05,348.2393746,0.002222222,0.972799266,-0.010964992,0.297989912,0.236494416,1.690377559,-0.020148726,-0.002304658,0.116135651,0.478214152,450,0.008888889
tree_21,sauro,11,615.5187454,613.817994,613.1259996,2.107504094,0.003696301,1.910927528,2.323699021,0.001312185,0.00621536,450,0.002222222,1.771472529,0.01759225,-6.18E-05,1.469293227,2.088087112,0.009454794,0.02644888,-1.00E-04,-2.55E-05,450,0.002222222,0.988011538,-0.010882691,0.295489557,0.189776408,1.726914693,-0.019612093,-2.50E-04,0.086049664,0.468712143,391.8149799,0.008888889
tree_21,sauro,12,614.7934376,613.8132749,612.8270492,2.105388088,0.003644553,1.877399753,2.325332204,0.00158516,0.006210858,450,0.002222222,1.798112178,0.016799066,-5.88E-05,1.541743107,2.139510944,0.007876876,0.025242948,-9.25E-05,-1.83E-05,450,0.002222222,0.998250262,-0.01092603,0.294994887,0.294910328,1.74080998,-0.019003034,-0.001717506,0.107979863,0.454765503,450,0.004444444
tree_21,sauro,13,615.6206198,613.8217479,613.3456752,2.095372549,0.003748071,1.885711563,2.318890769,0.001084444,0.005848162,450,0.002222222,1.79407079,0.017127298,-5.92E-05,1.485794612,2.079840643,0.009266686,0.026803504,-9.69E-05,-2.25E-05,450,0.002222222,0.975170182,-0.011175838,0.301301486,0.3289449,1.831314091,-0.019937865,-0.00156041,0.102264776,0.46753832,359.447111,0.013333333
tree_21,sauro,14,614.6691932,613.1335056,612.4391204,2.109697423,0.003724384,1.894878671,2.345430796,0.001376972,0.005848754,302.937218,0.002222222,1.800351266,0.01663928,-5.77E-05,1.497587287,2.065554896,0.008701261,0.025640069,-9.26E-05,-1.91E-05,450,0.002222222,1.025409223,-0.010240528,0.283341839,0.217200605,1.703979267,-0.019814877,-0.001314687,0.094305694,0.458087615,450,0.008888889
tree_21,sauro,15,614.3588346,613.0113892,612.1902983,2.099486303,0.003957408,1.835977936,2.289406735,0.001265357,0.006377148,361.9936462,0.002222222,1.797437484,0.016791176,-5.77E-05,1.535161885,2.123725367,0.007948072,0.025046101,-9.62E-05,-2.16E-05,450,0.002222222,0.995471773,-0.010653284,0.294004697,0.210590103,1.69511269,-0.019898552,-0.001297951,0.10954943,0.474767781,450,0.004444444
tree_21,sauro,16,626.8240217,624.8312762,624.3410605,2.112862809,0.003635616,1.917521521,2.318451147,0.001196212,0.005677889,450,0.002222222,1.783760544,0.017105357,-5.96E-05,1.482105321,2.070830309,0.008907745,0.025844237,-9.50E-05,-2.07E-05,450,0.002222222,0.964947342,-0.011246825,0.304303065,0.137603033,1.693177714,-0.021590988,-0.00152709,0.102242819,0.489485668,450,0.017777778
tree_21,sauro,17,615.4818159,613.5898119,612.4141079,2.089484859,0.003640875,1.88493965,2.339510084,0.001336024,0.006341848,450,0.002222222,1.786773592,0.017217105,-6.05E-05,1.502845592,2.088137317,0.008223415,0.025311801,-9.98E-05,-2.74E-05,450,0.002222222,0.988017461,-0.010865841,0.295059968,0.347386883,1.794399588,-0.019792571,-0.001904335,0.119663547,0.471695013,491.9973116,0.026666667
tree_21,sauro,18,621.0736968,619.4757014,618.8124856,2.11226298,0.003744772,1.890859557,2.317616111,0.001171539,0.006281599,450,0.002222222,1.787758041,0.017223946,-5.96E-05,1.487233479,2.082790156,0.008444287,0.025436412,-9.81E-05,-2.37E-05,378.906265,0.002222222,1.021038706,-0.01044901,0.286331074,0.204432821,1.769452673,-0.021298904,-0.001743393,0.106998955,0.494365623,450,0.002222222
tree_21,sauro,19,609.5699149,607.8440342,606.9449956,2.107241925,0.003796171,1.876244161,2.308185989,0.001272375,0.006180888,450,0.002222222,1.80601907,0.016655981,-5.73E-05,1.518183071,2.104680225,0.007925912,0.024937695,-9.17E-05,-1.76E-05,450,0.002222222,0.994379777,-0.01072312,0.293218304,0.345120566,1.727998433,-0.020414298,-0.001817378,0.115043234,0.480247435,450,0.013333333
tree_21,sauro,20,615.3061926,614.087282,613.4031006,2.100993134,0.003950188,1.876078365,2.316258906,0.001631202,0.006134016,450,0.002222222,1.797860789,0.017308291,-5.99E-05,1.518378821,2.087178676,0.00929314,0.026136992,-9.62E-05,-2.28E-05,450,0.002222222,0.974824785,-0.010874542,0.299688616,0.134212497,1.60395166,-0.019810145,-0.001161998,0.146615774,0.499171209,450,0.008888889
tree_21,sauro,21,615.9008273,613.9523621,613.2689591,2.11240683,0.003576078,1.878152427,2.331319951,0.001347889,0.006042604,450,0.002222222,1.790103822,0.017289766,-6.11E-05,1.479522584,2.067719258,0.008932803,0.02648469,-9.54E-05,-2.31E-05,450,0.002222222,0.984002337,-0.011170522,0.29759192,0.210627392,1.76534284,-0.020365829,3.89E-04,0.110116379,0.506834786,389.9162611,0.013333333
tree_21,sauro,22,626.6536043,625.1292482,624.2814023,2.104672387,0.003621322,1.89172115,2.340818232,0.001054853,0.005666599,450,0.002222222,1.776549162,0.017612377,-6.16E-05,1.496786509,2.059831003,0.009011954,0.026414559,-9.56E-05,-2.09E-05,392.4616543,0.002222222,0.973693683,-0.011011802,0.298497843,0.178786127,1.706294247,-0.019651955,-5.72E-04,0.087403258,0.471882189,450,0.022222222
tree_21,sauro,23,621.5985174,620.1079174,618.8180597,2.105104361,0.003854223,1.895997103,2.331987681,0.001396771,0.006228367,450,0.002222222,1.796234353,0.017196717,-5.95E-05,1.470680694,2.069402351,0.008112238,0.024528648,-9.44E-05,-2.41E-05,450,0.002222222,0.994770491,-0.010551292,0.293485357,0.318907719,1.747921618,-0.020205629,-0.001985173,0.122037361,0.496509208,450,0.008888889
tree_21,sauro,24,625.898697,624.6216791,623.610004,2.123338393,0.003742629,1.918618769,2.330937589,0.001336664,0.006316075,976.1834392,0.002222222,1.796658699,0.017162942,-5.96E-05,1.491859707,2.070738335,0.008851554,0.02669846,-9.94E-05,-1.99E-05,450,0.002222222,0.956832737,-0.01123694,0.304601451,0.180877929,1.60010719,-0.020297686,-0.001290529,0.117144692,0.476944019,450,0.013333333
tree_21,sauro,25,614.9908071,613.2879055,612.4590628,2.111193292,0.003975335,1.913304533,2.323268983,0.001748505,0.00676319,563.2091622,0.002222222,1.79355093,0.017196347,-5.97E-05,1.472105446,2.044798838,0.009211151,0.024561517,-9.02E-05,-2.27E-05,516.513623,0.002222222,0.972646747,-0.010976077,0.299695281,0.25241196,1.762274244,-0.020638214,-0.001002874,0.099979574,0.483434915,450,0.008888889
tree_21,sauro,26,632.8810649,630.7075263,630.1410684,2.115108018,0.003641131,1.874886841,2.345137776,0.001547578,0.006175212,450,0.002222222,1.79270661,0.017195538,-6.01E-05,1.514191728,2.096248714,0.007628017,0.024867647,-9.54E-05,-2.10E-05,450,0.002222222,0.93351578,-0.011650294,0.31072222,0.289342226,1.638427561,-0.019381547,-0.001820946,0.124571682,0.46492283,450,0.013333333
tree_21,sauro,27,614.4857302,612.6488148,612.0659388,2.108983979,0.003680457,1.861275947,2.325000517,0.001368602,0.006220024,450,0.002222222,1.796489904,0.01703348,-6.00E-05,1.532779628,2.105465689,0.009583134,0.025620961,-9.93E-05,-2.77E-05,450,0.002222222,1.003235467,-0.010820233,0.291970977,0.173679263,1.643784252,-0.019721127,-0.002044728,0.113455596,0.460253544,450,0.002222222
tree_21,sauro,28,608.8550652,607.1972802,606.6412966,2.112193626,0.003737332,1.889403754,2.319886818,0.001421114,0.006072813,450,0.002222222,1.785130043,0.017127285,-6.00E-05,1.502049112,2.103162276,0.008437024,0.025353295,-9.54E-05,-2.05E-05,450,0.002222222,1.001499469,-0.010740569,0.293258318,0.24680057,1.673881716,-0.020084517,-0.002440574,0.121915766,0.472376846,450,0.004444444
tree_21,sauro,29,609.4438985,608.032935,607.4967677,2.104644684,0.003850797,1.881870026,2.331584016,0.00105758,0.00603617,450,0.002222222,1.779980943,0.017566859,-6.13E-05,1.49509264,2.048198961,0.009176136,0.02537603,-9.53E-05,-2.53E-05,378.6863554,0.002222222,0.989253525,-0.010896391,0.295541973,0.219529797,1.800357227,-0.0223382,-0.002175664,0.121268661,0.506889448,467.9272741,0.022222222
tree_21,sauro,30,614.6803326,612.9768296,612.4276413,2.102692512,0.003789058,1.854916895,2.319890855,0.001128439,0.006118934,450,0.002222222,1.773620209,0.017361139,-6.03E-05,1.496532324,2.084345151,0.008302311,0.026407502,-9.33E-05,-1.80E-05,531.4959094,0.002222222,1.011844096,-0.010518582,0.288762842,0.233852242,1.72426012,-0.020037284,-0.001022401,0.133609642,0.501715201,450,0.002222222
tree_21,sauro,31,609.7192042,607.7256279,606.943351,2.100569772,0.003834789,1.869736428,2.301212734,0.001539287,0.006167072,450,0.002222222,1.787585076,0.017443159,-6.03E-05,1.485643965,2.060771774,0.008368968,0.025486413,-9.82E-05,-2.40E-05,450,0.002222222,0.987529572,-0.010737587,0.294489472,0.249110213,1.81122173,-0.021255196,-0.001739595,0.102804589,0.481560519,450,0.013333333
tree_21,sauro,32,615.4437234,613.9391721,613.4092385,2.101311298,0.003824217,1.908672399,2.344062136,0.001004778,0.006097793,450,0.002222222,1.786834181,0.01743598,-6.10E-05,1.454063127,2.069785459,0.009483824,0.02547951,-9.56E-05,-2.55E-05,450,0.002222222,0.992939756,-0.010705776,0.29337932,0.180972753,1.692179852,-0.019620992,8.21E-04,0.072554189,0.467634835,450,0.002222222
tree_21,sauro,33,615.2495445,613.7740826,612.8259431,2.108695071,0.003550082,1.877406557,2.323090558,0.001198561,0.005971374,450,0.002222222,1.79002812,0.016896533,-5.95E-05,1.514786571,2.059235487,0.008023596,0.025107187,-9.91E-05,-2.55E-05,450,0.002222222,0.982147893,-0.011161553,0.297412261,0.214767291,1.695130243,-0.020153807,-0.001648583,0.111885543,0.472109446,581.3409344,0.022222222
tree_21,sauro,34,609.9924341,608.1973715,607.7544282,2.103618458,0.003617764,1.895218156,2.321487156,0.001027253,0.00592318,450,0.002222222,1.791703052,0.01715865,-5.95E-05,1.526949237,2.103069266,0.006928293,0.024809647,-9.60E-05,-1.66E-05,450,0.002222222,0.9345278,-0.011626939,0.310879606,0.174879767,1.585940282,-0.020945282,-0.002093055,0.11208058,0.471793708,387.3290196,0.022222222
