tree.ID,tree,null_DIC,slow_DIC,asym_DIC,null_post_mean,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean,slow_post_mean_2,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean_sqrt,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
448,Cruzado.phy.nex,350.3914751,326.6106134,320.726872,0.03307097,0.020962624,0.045065477,450,0.002222222,0.090040732,-7.94E-04,0.070488655,0.10481733,-0.00105689,-5.40E-04,450,0.002222222,0.355744936,0.308373329,0.392797449,471.2686932,0.002222222
449,Cruzado.phy.nex,334.2592226,318.365979,315.7460965,0.026090091,0.013945935,0.036706299,450,0.002222222,0.071377519,-5.21E-04,0.057657234,0.087808047,-7.26E-04,-3.39E-04,450,0.002222222,0.306847697,0.244005665,0.357899092,373.0558924,0.002222222
450,Cruzado.phy.nex,343.4201255,320.6771205,318.9493446,0.029941968,0.019172198,0.041839124,450,0.002222222,0.083277727,-6.90E-04,0.068366094,0.097166871,-8.89E-04,-4.52E-04,450,0.002222222,0.330997371,0.274999655,0.369053723,450,0.002222222
451,Cruzado.phy.nex,343.9298021,322.2410619,321.2314004,0.025501543,0.012064771,0.035332133,385.8254144,0.002222222,0.082413703,-7.06E-04,0.065223503,0.098238769,-9.35E-04,-4.99E-04,450,0.002222222,0.312632425,0.253112101,0.358081303,487.1152643,0.002222222
452,Cruzado.phy.nex,344.805321,323.6054463,321.1486675,0.025610781,0.014698631,0.035658142,450,0.002222222,0.078685842,-6.38E-04,0.06210817,0.093986144,-8.50E-04,-4.09E-04,450,0.002222222,0.314763605,0.267037355,0.362509733,450,0.002222222
453,Cruzado.phy.nex,338.3349479,318.7370411,316.3570425,0.028753633,0.018630185,0.038856377,270.3816526,0.002222222,0.077246116,-5.97E-04,0.062385232,0.093353024,-8.09E-04,-4.12E-04,450,0.002222222,0.313808157,0.249426489,0.365334594,545.2548759,0.002222222
454,Cruzado.phy.nex,338.1320008,318.3350059,318.9184995,0.023773436,0.01176131,0.032945324,294.0631486,0.002222222,0.07236225,-5.52E-04,0.057748452,0.087208276,-7.44E-04,-3.85E-04,450,0.002222222,0.290909024,0.233611933,0.345724304,580.5025308,0.002222222
455,Cruzado.phy.nex,348.7756905,323.7958822,323.3597614,0.026065335,0.014006515,0.036869031,601.6331829,0.002222222,0.095171033,-8.80E-04,0.079003099,0.11145047,-0.001124937,-6.22E-04,595.0389134,0.002222222,0.344737648,0.29394059,0.392119498,286.4546949,0.002222222
456,Cruzado.phy.nex,345.2397638,324.6840052,320.2012939,0.028890514,0.015601277,0.041291262,371.875473,0.002222222,0.086654696,-7.57E-04,0.070471205,0.105782854,-0.001030122,-5.07E-04,450,0.002222222,0.338900895,0.293093895,0.383781194,450,0.002222222
457,Cruzado.phy.nex,344.4940388,324.3818569,320.6282317,0.027619934,0.016433035,0.03857222,450,0.002222222,0.077337536,-6.07E-04,0.062387424,0.091656317,-8.06E-04,-4.08E-04,450,0.002222222,0.315126356,0.260418943,0.364524833,450,0.002222222
458,Cruzado.phy.nex,338.1771122,320.7868112,317.8201044,0.027657486,0.015688184,0.038801532,450,0.002222222,0.069918072,-5.20E-04,0.05429323,0.082876097,-7.34E-04,-3.45E-04,450,0.002222222,0.297878056,0.245861441,0.35011725,450,0.002222222
459,Cruzado.phy.nex,348.1575268,326.9131313,326.1898638,0.025668612,0.014919716,0.036358276,450,0.002222222,0.091034744,-8.58E-04,0.07201551,0.106615029,-0.001089657,-5.75E-04,450,0.002222222,0.333231446,0.281895896,0.385198824,450,0.002222222
460,Cruzado.phy.nex,357.0140266,331.2026838,326.0146908,0.031734238,0.020903482,0.040928522,360.3029251,0.002222222,0.085250883,-7.44E-04,0.067891759,0.099365073,-9.67E-04,-5.13E-04,450,0.002222222,0.325483876,0.275415543,0.367036059,327.486163,0.002222222
461,Cruzado.phy.nex,340.9214922,321.5704641,316.9668511,0.028953778,0.016775238,0.040755498,383.5066526,0.004444444,0.077037292,-6.09E-04,0.059265223,0.092481367,-8.19E-04,-3.67E-04,450,0.002222222,0.317759802,0.267709103,0.362292115,398.2206881,0.002222222
462,Cruzado.phy.nex,333.1102586,317.6813645,316.2420063,0.028162775,0.017369336,0.037785967,353.0168015,0.002222222,0.069156377,-4.99E-04,0.053352614,0.091137733,-7.52E-04,-2.87E-04,450,0.002222222,0.29637893,0.241770032,0.351842521,450,0.002222222
463,Cruzado.phy.nex,347.5503991,324.3519653,323.2707683,0.027156102,0.016000709,0.037399782,349.3034213,0.002222222,0.086794573,-7.60E-04,0.070536688,0.102313793,-9.84E-04,-5.38E-04,508.668523,0.002222222,0.33063196,0.277136789,0.379230518,450,0.002222222
464,Cruzado.phy.nex,348.41229,325.9771707,321.834401,0.031251799,0.021386557,0.041942547,450,0.002222222,0.073939072,-5.43E-04,0.060148472,0.087911321,-7.62E-04,-3.80E-04,432.1112828,0.002222222,0.319058671,0.270882937,0.357145536,450,0.002222222
465,Cruzado.phy.nex,342.8705972,323.0881434,320.6419459,0.024728591,0.013583807,0.036943573,220.3632467,0.002222222,0.0755631,-5.86E-04,0.060185248,0.091581443,-7.95E-04,-3.98E-04,450,0.002222222,0.310052018,0.250098331,0.354934665,450,0.002222222
466,Cruzado.phy.nex,345.2064486,325.4006902,325.7474499,0.023869999,0.012673149,0.035058191,450,0.002222222,0.089236912,-8.23E-04,0.070995286,0.107091079,-0.001047303,-5.99E-04,450,0.002222222,0.316263818,0.25989608,0.372152133,450,0.002222222
467,Cruzado.phy.nex,344.3593781,322.3786288,323.03873,0.025891326,0.013675504,0.037354723,342.1664003,0.002222222,0.096215519,-9.07E-04,0.080436947,0.112786145,-0.001161727,-6.71E-04,450,0.002222222,0.346555223,0.283667538,0.387500874,1030.226477,0.002222222
468,Cruzado.phy.nex,356.1066,332.1619877,325.6324224,0.031072637,0.020267854,0.042940549,450,0.002222222,0.093049223,-8.53E-04,0.076152482,0.109689299,-0.001096256,-6.04E-04,450,0.002222222,0.348067471,0.298357003,0.388776531,450,0.002222222
469,Cruzado.phy.nex,351.4626466,328.5448824,324.0749169,0.026019246,0.014826701,0.036590844,368.4607879,0.002222222,0.084666985,-7.09E-04,0.070399356,0.100512398,-8.99E-04,-4.75E-04,450,0.002222222,0.333582303,0.286441858,0.374957511,573.4116785,0.002222222
470,Cruzado.phy.nex,341.1388586,322.2245566,320.5643401,0.023631654,0.012215659,0.036122173,450,0.002222222,0.075247518,-5.95E-04,0.060448271,0.090193881,-7.89E-04,-3.92E-04,450,0.002222222,0.303176014,0.241240801,0.350320011,450,0.002222222
471,Cruzado.phy.nex,345.2029648,322.8974397,321.131217,0.027347283,0.015140873,0.039721355,450,0.002222222,0.088933814,-7.77E-04,0.070720592,0.103512127,-0.001008505,-5.36E-04,517.8799592,0.002222222,0.337326524,0.291789671,0.381521927,450,0.002222222
472,Cruzado.phy.nex,346.6998425,325.5363773,323.0814042,0.025417224,0.012708921,0.03703981,450,0.002222222,0.087895635,-7.78E-04,0.07071701,0.10217046,-0.001028173,-5.69E-04,450,0.002222222,0.339551353,0.281543834,0.38183424,450,0.002222222
473,Cruzado.phy.nex,335.0671866,317.3681017,316.2377905,0.026125545,0.015009003,0.036625917,352.6070132,0.002222222,0.076864589,-5.99E-04,0.055257706,0.092093679,-8.27E-04,-3.94E-04,450,0.002222222,0.308349958,0.251859151,0.36478417,390.6174182,0.002222222
474,Cruzado.phy.nex,358.3078365,331.4157729,324.6246366,0.033055725,0.020737543,0.046259219,359.8229002,0.002222222,0.087264367,-7.39E-04,0.073495542,0.104693453,-9.76E-04,-5.04E-04,392.4957749,0.002222222,0.345335069,0.300920249,0.382297084,577.2898056,0.002222222
475,Cruzado.phy.nex,341.0755545,322.6489218,317.8950389,0.027014557,0.015601741,0.038632676,353.9067036,0.002222222,0.073878148,-5.56E-04,0.058759779,0.09054185,-7.48E-04,-3.34E-04,450,0.002222222,0.316982179,0.263051928,0.361084698,450,0.002222222
476,Cruzado.phy.nex,349.8313728,325.5986647,325.1767665,0.025666705,0.01342495,0.036589411,389.7455846,0.002222222,0.084231518,-7.32E-04,0.067731775,0.099248427,-9.53E-04,-5.20E-04,450,0.002222222,0.315009194,0.264612326,0.36618869,391.6020384,0.002222222
477,Cruzado.phy.nex,334.5305628,317.5048195,315.5728052,0.026816274,0.016881831,0.036556505,450,0.002222222,0.070910837,-5.06E-04,0.055254787,0.084387543,-6.88E-04,-2.95E-04,450,0.002222222,0.305010365,0.251386065,0.353316982,450,0.002222222
478,Cruzado.phy.nex,352.263802,332.443037,327.723404,0.025686834,0.011816508,0.037372352,450,0.002222222,0.0932232,-8.87E-04,0.076369232,0.111398469,-0.001121381,-6.39E-04,450,0.002222222,0.336542446,0.287668272,0.385445187,450,0.002222222
479,Cruzado.phy.nex,344.9272495,322.4390689,321.4741774,0.02582512,0.011951005,0.03654744,450,0.002222222,0.085352319,-7.35E-04,0.069003776,0.100845928,-9.35E-04,-5.16E-04,450,0.002222222,0.32592348,0.2719971,0.377589657,450,0.002222222
480,Cruzado.phy.nex,350.2162011,327.7633996,324.0267274,0.028174333,0.017076697,0.042732019,278.4354956,0.002222222,0.094088318,-8.73E-04,0.07759896,0.110345318,-0.001110944,-6.34E-04,450,0.002222222,0.350228411,0.299697858,0.396747762,301.3389598,0.002222222
481,Cruzado.phy.nex,361.6088578,334.9890456,330.3711435,0.028047474,0.017198966,0.040886524,239.3826415,0.002222222,0.090135705,-8.16E-04,0.074987536,0.10650206,-0.001057993,-5.87E-04,450,0.002222222,0.333011794,0.282814371,0.375405829,450,0.002222222
482,Cruzado.phy.nex,355.2461943,334.5815633,331.7520468,0.022325077,0.011910705,0.032045485,385.334578,0.004444444,0.085456465,-7.66E-04,0.067579051,0.101703889,-0.001016707,-5.89E-04,450,0.002222222,0.309384533,0.259670517,0.365438812,891.3444702,0.002222222
483,Cruzado.phy.nex,345.0819658,323.4557151,320.8967297,0.026045753,0.013772122,0.037602041,450,0.002222222,0.086101878,-7.36E-04,0.071004235,0.100083284,-9.16E-04,-5.27E-04,450,0.002222222,0.336516106,0.27873097,0.379897702,382.2286531,0.002222222
484,Cruzado.phy.nex,341.4514142,318.5503559,315.7518953,0.029777576,0.017618107,0.044161208,450,0.002222222,0.093625639,-8.31E-04,0.078618539,0.110096273,-0.001048667,-5.75E-04,450,0.002222222,0.357437331,0.304549264,0.401487506,450,0.002222222
485,Cruzado.phy.nex,340.9943319,321.7085242,320.3078116,0.023471633,0.013384494,0.034819097,450,0.002222222,0.074387641,-5.77E-04,0.058124521,0.090995344,-7.77E-04,-3.91E-04,450,0.002222222,0.303753235,0.246625327,0.354113987,378.5695972,0.002222222
486,Cruzado.phy.nex,345.9226573,323.1058419,323.612348,0.023977274,0.013040363,0.035318954,450,0.002222222,0.082539528,-7.00E-04,0.066335988,0.098096222,-9.27E-04,-4.94E-04,450,0.002222222,0.304636084,0.253104505,0.366004808,210.0841497,0.002222222
487,Cruzado.phy.nex,341.380633,321.3732696,318.7135804,0.029409414,0.019644501,0.040140864,450,0.002222222,0.07116549,-5.23E-04,0.057351414,0.084805639,-7.11E-04,-3.40E-04,391.8162736,0.002222222,0.306086002,0.253501214,0.353535031,348.8033138,0.002222222
488,Cruzado.phy.nex,347.3915958,326.2679331,322.3866531,0.02605776,0.012591792,0.037125541,441.2742924,0.002222222,0.089309135,-7.91E-04,0.071030312,0.10322482,-9.99E-04,-5.52E-04,450,0.002222222,0.336366307,0.28351856,0.38798954,450,0.002222222
489,Cruzado.phy.nex,338.8798825,321.8977626,318.5936987,0.028050256,0.017632382,0.038675934,450,0.002222222,0.07592612,-5.99E-04,0.060535933,0.092510312,-8.17E-04,-3.77E-04,450,0.002222222,0.313426529,0.251937199,0.360733379,450,0.002222222
490,Cruzado.phy.nex,337.5537481,320.682192,318.9134541,0.026605088,0.013618716,0.036050092,450,0.002222222,0.070756929,-5.19E-04,0.055241185,0.089258511,-7.29E-04,-3.26E-04,384.3543626,0.002222222,0.298907417,0.244012234,0.355588144,450,0.002222222
491,Cruzado.phy.nex,351.7810617,328.4191309,326.0523331,0.026983402,0.014285251,0.039829093,450,0.002222222,0.094447244,-8.90E-04,0.07867514,0.112978099,-0.001117951,-6.28E-04,450,0.002222222,0.341904387,0.292863049,0.394942389,488.826246,0.002222222
492,Cruzado.phy.nex,341.5208736,321.847416,320.1912793,0.027072683,0.015258379,0.036128149,450,0.002222222,0.071528601,-5.37E-04,0.056783467,0.086157896,-7.40E-04,-3.56E-04,450,0.002222222,0.301167996,0.243001287,0.346199381,450,0.002222222
493,Cruzado.phy.nex,342.1067596,322.2924426,319.2386162,0.026976808,0.016037838,0.039527343,372.6641159,0.002222222,0.083163033,-6.95E-04,0.067471898,0.099261153,-9.39E-04,-4.77E-04,580.6174816,0.002222222,0.331212855,0.271609205,0.37453663,450,0.002222222
494,Cruzado.phy.nex,356.3721056,332.5484243,329.8112078,0.028534544,0.01571387,0.038975219,517.0753569,0.002222222,0.089453719,-7.94E-04,0.074246091,0.104474369,-0.001004891,-5.73E-04,450,0.002222222,0.337333554,0.282747848,0.380436129,513.8294728,0.002222222
495,Cruzado.phy.nex,333.5760072,316.2343888,315.7665202,0.023795674,0.013566713,0.03360854,450,0.002222222,0.07199799,-5.43E-04,0.058032555,0.088696634,-7.28E-04,-3.38E-04,535.6469602,0.002222222,0.293545421,0.226847376,0.351014747,450,0.002222222
496,Cruzado.phy.nex,337.3438392,319.6884402,318.4433396,0.02592508,0.015727783,0.036582907,450,0.002222222,0.076944888,-6.20E-04,0.058805937,0.091494887,-8.26E-04,-4.11E-04,450,0.002222222,0.301410345,0.238850805,0.351869204,450,0.002222222
497,Cruzado.phy.nex,356.9494601,330.7735896,325.0657217,0.031374733,0.021472431,0.042706295,392.6163469,0.002222222,0.085884654,-7.25E-04,0.072041543,0.100838059,-9.45E-04,-5.18E-04,450,0.002222222,0.335517643,0.29021751,0.380536422,464.9284209,0.002222222
498,Cruzado.phy.nex,342.8272578,321.864719,320.5722941,0.027932705,0.017036174,0.039459525,450,0.002222222,0.083316678,-6.95E-04,0.066019891,0.10060318,-9.09E-04,-4.36E-04,378.6102311,0.002222222,0.32247567,0.268955062,0.374171766,450,0.002222222
499,Cruzado.phy.nex,332.6561131,316.1492506,313.2605473,0.029062157,0.018786763,0.039406903,450,0.002222222,0.070530951,-5.04E-04,0.055610708,0.084891258,-7.09E-04,-3.18E-04,481.3781863,0.002222222,0.30622558,0.24618684,0.356477004,450,0.002222222
500,Cruzado.phy.nex,341.3554302,320.5500696,317.4171497,0.029964707,0.020134493,0.040944994,450,0.002222222,0.075733697,-5.89E-04,0.058687522,0.089497397,-8.07E-04,-3.93E-04,450,0.002222222,0.308996835,0.255856957,0.353104065,450,0.002222222
501,GonzalezRiga.phy.nex,441.369221,436.3985345,432.0171793,0.0095458,0.002446562,0.016176938,450,0.004444444,0.061337965,-4.42E-04,0.044687194,0.074344631,-5.71E-04,-3.15E-04,450,0.002222222,0.247286027,0.181175519,0.304453021,450,0.002222222
502,GonzalezRiga.phy.nex,444.8979559,442.4458642,438.6781009,0.01110588,0.003815081,0.018655739,450,0.008888889,0.067439415,-4.85E-04,0.053770694,0.082517557,-6.09E-04,-3.71E-04,420.8621068,0.002222222,0.279263825,0.226936471,0.335550312,427.8765748,0.002222222
503,GonzalezRiga.phy.nex,430.6701446,424.9959624,423.8201083,0.008232991,1.13E-04,0.015301391,450,0.04,0.057860324,-3.99E-04,0.044277666,0.071248508,-5.00E-04,-2.72E-04,450,0.002222222,0.227438137,0.169173459,0.294426381,474.8961956,0.002222222
504,GonzalezRiga.phy.nex,439.5969046,435.2526886,430.3961772,0.00982917,0.002687679,0.01715104,348.7257863,0.004444444,0.061356758,-4.15E-04,0.048725222,0.076836229,-5.20E-04,-3.06E-04,450,0.002222222,0.260210856,0.201408596,0.308161399,450,0.002222222
505,GonzalezRiga.phy.nex,443.3390326,440.1395818,435.2926389,0.011126746,0.002923061,0.020054569,531.0894015,0.004444444,0.06687532,-4.83E-04,0.048269867,0.081661062,-6.21E-04,-3.51E-04,519.2724064,0.002222222,0.277928837,0.216770058,0.336461564,450,0.002222222
506,GonzalezRiga.phy.nex,443.5678381,440.2947618,436.3668334,0.009800568,0.002041708,0.016990749,450,0.008888889,0.06372679,-4.70E-04,0.046212626,0.07858899,-6.03E-04,-3.41E-04,450,0.002222222,0.259726181,0.197015977,0.321914813,392.4779765,0.002222222
507,GonzalezRiga.phy.nex,446.7887565,444.9807539,439.8609051,0.01064028,0.002688048,0.0179304,387.3100912,0.013333333,0.068656708,-4.98E-04,0.055201757,0.082208622,-6.12E-04,-3.88E-04,450,0.002222222,0.275121532,0.219815844,0.327813191,432.1934117,0.002222222
508,GonzalezRiga.phy.nex,441.4428837,439.4034415,434.0805302,0.009080603,0.00150858,0.01639409,450,0.008888889,0.059493415,-4.21E-04,0.042372528,0.073270844,-5.51E-04,-3.05E-04,450,0.002222222,0.248384654,0.183239341,0.30998097,450,0.002222222
509,GonzalezRiga.phy.nex,443.0330206,439.7720351,434.3649422,0.010785935,0.003005371,0.019745452,450,0.017777778,0.068985883,-4.81E-04,0.055971196,0.082507046,-5.83E-04,-3.70E-04,442.5978516,0.002222222,0.271077243,0.208891723,0.31955473,450,0.002222222
510,GonzalezRiga.phy.nex,431.6640191,427.6592748,425.332833,0.008041221,0.001141316,0.014805503,450,0.031111111,0.054312212,-3.71E-04,0.037357789,0.068939319,-4.87E-04,-2.55E-04,533.8732944,0.002222222,0.224248704,0.16333246,0.283856444,381.0850252,0.002222222
511,GonzalezRiga.phy.nex,439.9409998,435.7748049,432.2400006,0.00944291,0.001293614,0.016721715,564.1926931,0.013333333,0.062009352,-4.48E-04,0.045455734,0.077956835,-5.64E-04,-3.17E-04,450,0.002222222,0.248340498,0.18773943,0.299450212,450,0.002222222
512,GonzalezRiga.phy.nex,444.5658647,441.1097199,437.5382235,0.010825866,0.003123035,0.018141932,450,0.013333333,0.063265529,-4.45E-04,0.0483312,0.076998712,-5.66E-04,-3.35E-04,450,0.002222222,0.267047017,0.195301293,0.317119484,450,0.002222222
513,GonzalezRiga.phy.nex,440.5205913,438.9256564,432.9128887,0.009741171,0.001618356,0.018196199,450,0.031111111,0.061584969,-4.49E-04,0.044855924,0.075053079,-5.76E-04,-3.16E-04,450,0.002222222,0.256856957,0.194541011,0.319532124,555.1505436,0.002222222
514,GonzalezRiga.phy.nex,435.8343028,432.3482815,430.0451953,0.008201583,8.47E-05,0.015302141,450,0.035555556,0.058739034,-4.13E-04,0.043985434,0.075077677,-5.27E-04,-2.70E-04,450,0.002222222,0.2409556,0.179396597,0.300462893,450,0.002222222
515,GonzalezRiga.phy.nex,443.0993755,440.8493405,436.7803625,0.011089886,0.002705614,0.019703476,450,0.026666667,0.06701894,-4.91E-04,0.050000688,0.08107158,-6.24E-04,-3.61E-04,450,0.002222222,0.26788269,0.207906703,0.331389151,450,0.002222222
516,GonzalezRiga.phy.nex,443.942769,442.0459339,436.5473187,0.011067826,0.003653794,0.018469539,450,0.008888889,0.063399339,-4.48E-04,0.048069602,0.078528157,-5.61E-04,-3.19E-04,520.4821671,0.002222222,0.264383951,0.211267101,0.322233964,450,0.002222222
517,GonzalezRiga.phy.nex,444.6078044,444.5529725,438.5949064,0.010403955,0.001512137,0.018525711,450,0.017777778,0.064677941,-4.69E-04,0.049554194,0.078874313,-6.01E-04,-3.35E-04,450,0.002222222,0.271947253,0.211990807,0.336030707,450,0.002222222
518,GonzalezRiga.phy.nex,441.266987,438.7671669,433.3691934,0.009313498,0.00198307,0.017578973,581.6669479,0.017777778,0.061226204,-4.38E-04,0.044973773,0.076611598,-5.63E-04,-3.10E-04,450,0.002222222,0.254539634,0.196899336,0.318824726,450,0.002222222
519,GonzalezRiga.phy.nex,445.5494019,444.1772015,441.5797578,0.009982569,0.002302928,0.017342647,450,0.013333333,0.064187268,-4.75E-04,0.048840544,0.081715265,-6.09E-04,-3.43E-04,450,0.002222222,0.25929245,0.20433517,0.323941352,540.3258528,0.002222222
520,GonzalezRiga.phy.nex,443.11736,440.8787207,436.5457793,0.009818136,0.00109811,0.017730543,450,0.017777778,0.061992286,-4.47E-04,0.044103432,0.077529434,-5.94E-04,-3.26E-04,450,0.002222222,0.25822444,0.19747118,0.313070523,526.757037,0.002222222
521,GonzalezRiga.phy.nex,444.8473855,443.0845189,437.8082254,0.010830043,0.002863836,0.018277869,450,0.022222222,0.06504065,-4.66E-04,0.048882332,0.078555728,-5.73E-04,-3.24E-04,547.2658573,0.002222222,0.265024444,0.198956809,0.31580378,450,0.002222222
522,GonzalezRiga.phy.nex,441.842683,437.3666926,432.2017156,0.010091204,0.002671172,0.018219899,450,0.013333333,0.063160142,-4.61E-04,0.046462827,0.076817373,-5.82E-04,-3.33E-04,388.0251214,0.002222222,0.258919247,0.192054171,0.312311352,450,0.002222222
523,GonzalezRiga.phy.nex,441.062432,436.9976636,432.6588767,0.010518318,0.002737391,0.018031722,370.7281822,0.004444444,0.063810171,-4.58E-04,0.04817423,0.078317922,-5.71E-04,-3.10E-04,450,0.002222222,0.263961043,0.210508565,0.321606542,450,0.002222222
524,GonzalezRiga.phy.nex,443.8522675,441.334489,435.4293099,0.011133404,0.003067352,0.019218512,529.3849435,0.004444444,0.065567243,-4.65E-04,0.047232482,0.07939184,-5.90E-04,-3.28E-04,450,0.002222222,0.272342983,0.212098813,0.324945955,450,0.002222222
525,GonzalezRiga.phy.nex,442.3329689,440.0822231,435.6727215,0.008814238,2.68E-04,0.01572049,348.3786174,0.04,0.059446285,-4.39E-04,0.04553663,0.075438104,-5.72E-04,-3.21E-04,392.8891917,0.002222222,0.241726723,0.174294992,0.301303162,450,0.002222222
526,GonzalezRiga.phy.nex,441.5416183,436.2374531,432.5372067,0.009874357,0.002868966,0.017883852,450,0.002222222,0.064275452,-4.65E-04,0.04846792,0.079485658,-5.99E-04,-3.33E-04,450,0.002222222,0.249814335,0.199653691,0.308836908,438.4502138,0.002222222
527,GonzalezRiga.phy.nex,431.2795252,427.0445897,424.9423607,0.008601034,0.001454517,0.015678576,338.4733868,0.013333333,0.058552093,-4.10E-04,0.042987412,0.073607088,-5.25E-04,-2.86E-04,450,0.002222222,0.230739936,0.160363566,0.290753039,384.0606255,0.002222222
528,GonzalezRiga.phy.nex,444.9957089,441.9825994,437.6926648,0.010803113,0.003085133,0.020421347,450,0.013333333,0.069474094,-5.16E-04,0.054013547,0.084974942,-6.37E-04,-3.77E-04,450,0.002222222,0.268782013,0.204152544,0.327098057,450,0.002222222
529,GonzalezRiga.phy.nex,442.6402393,441.2668137,435.9333547,0.01053875,0.002450796,0.018695204,640.702065,0.008888889,0.061337928,-4.44E-04,0.046190977,0.077339201,-5.64E-04,-3.07E-04,387.7121613,0.002222222,0.265157663,0.195893961,0.31848033,450,0.002222222
530,GonzalezRiga.phy.nex,441.3622501,438.3937054,433.344775,0.009750505,9.22E-05,0.016726112,561.9954743,0.017777778,0.063814788,-4.62E-04,0.048712416,0.078484114,-5.88E-04,-3.45E-04,450,0.002222222,0.25962676,0.196547562,0.321386114,263.1119119,0.002222222
531,GonzalezRiga.phy.nex,444.383087,442.5168466,437.6078084,0.010254323,0.001702403,0.018444253,450,0.017777778,0.066443745,-4.84E-04,0.051444676,0.082214217,-6.14E-04,-3.65E-04,450,0.002222222,0.274795063,0.214312878,0.333761066,450,0.002222222
532,GonzalezRiga.phy.nex,435.5947217,427.7690367,426.3392066,0.009091775,0.002785541,0.015471445,450,0.008888889,0.058279071,-3.88E-04,0.044954752,0.071389177,-4.79E-04,-2.86E-04,450,0.002222222,0.240572183,0.191075748,0.298006922,525.0771237,0.002222222
533,GonzalezRiga.phy.nex,442.292901,438.3121291,434.2173282,0.010851243,0.002053167,0.019254692,450,0.004444444,0.066689632,-4.83E-04,0.050667402,0.080904539,-6.24E-04,-3.47E-04,356.683078,0.002222222,0.262877053,0.200226,0.322667531,450,0.002222222
534,GonzalezRiga.phy.nex,443.1145186,439.6404767,434.3551757,0.009356184,0.001996613,0.017933055,450,0.022222222,0.06417848,-4.67E-04,0.047093363,0.07920869,-5.95E-04,-3.34E-04,317.1217826,0.002222222,0.256328908,0.199143133,0.319234024,440.7342929,0.002222222
535,GonzalezRiga.phy.nex,440.6259779,435.5193443,431.8350558,0.009693356,0.002226632,0.018298441,450,0.022222222,0.066275472,-4.69E-04,0.050636729,0.078621116,-5.81E-04,-3.55E-04,450,0.002222222,0.259382349,0.203170917,0.318728212,450,0.002222222
536,GonzalezRiga.phy.nex,441.6281698,437.761445,433.7846217,0.009959545,0.001481689,0.018065071,703.8889301,0.022222222,0.059984462,-4.31E-04,0.044823561,0.076815001,-5.49E-04,-2.88E-04,450,0.002222222,0.253388479,0.183912101,0.308017004,450,0.002222222
537,GonzalezRiga.phy.nex,443.503014,439.6407819,435.952378,0.009578077,0.001660007,0.01717008,383.3511994,0.022222222,0.066864716,-4.81E-04,0.051031893,0.079776029,-5.90E-04,-3.51E-04,450,0.002222222,0.253835777,0.191002626,0.306447061,450,0.002222222
538,GonzalezRiga.phy.nex,441.867734,439.3918215,434.3245934,0.009207154,0.001398278,0.016322634,450,0.022222222,0.059696723,-4.42E-04,0.044629276,0.07509271,-5.71E-04,-3.16E-04,450,0.002222222,0.242000594,0.182929312,0.301288816,557.369387,0.002222222
539,GonzalezRiga.phy.nex,444.7753738,445.345479,440.6796774,0.010249862,0.002963394,0.018696379,450,0.013333333,0.065388715,-4.81E-04,0.049854437,0.079902009,-5.94E-04,-3.55E-04,450,0.002222222,0.261948144,0.199353049,0.319628126,450,0.002222222
540,GonzalezRiga.phy.nex,443.0661647,440.4233126,434.9946267,0.010866961,0.003275819,0.019741851,450,0.013333333,0.068126201,-4.83E-04,0.053625771,0.082726546,-6.04E-04,-3.66E-04,450,0.002222222,0.267104218,0.209491454,0.32606319,450,0.002222222
541,GonzalezRiga.phy.nex,443.3286494,442.2933253,437.9044557,0.009381776,0.001142127,0.017059835,450,0.026666667,0.059063356,-4.43E-04,0.042917233,0.077878256,-6.13E-04,-3.04E-04,450,0.002222222,0.244272877,0.187227258,0.312436483,353.5700021,0.002222222
542,GonzalezRiga.phy.nex,437.1177648,429.1609331,426.0881971,0.009328132,0.001562448,0.016622026,541.9426701,0.004444444,0.059512518,-4.02E-04,0.042172442,0.071025673,-5.10E-04,-2.83E-04,741.8369443,0.002222222,0.244870828,0.179145848,0.301605989,450,0.002222222
543,GonzalezRiga.phy.nex,446.19375,445.5606369,440.2783385,0.009389224,0.002402777,0.017433134,450,0.013333333,0.061694323,-4.49E-04,0.046535539,0.078416778,-5.82E-04,-3.12E-04,390.0524823,0.002222222,0.259080112,0.201786877,0.31971469,517.3880867,0.002222222
544,GonzalezRiga.phy.nex,440.9065842,437.708576,433.3777936,0.009089948,0.001405072,0.016122649,450,0.022222222,0.058389496,-4.24E-04,0.041170001,0.070513413,-5.51E-04,-2.95E-04,680.3272927,0.002222222,0.240325579,0.180089452,0.307780734,450,0.002222222
545,GonzalezRiga.phy.nex,443.2834998,439.4718924,435.3552035,0.010087196,0.002134694,0.01737026,450,0.013333333,0.065502465,-4.70E-04,0.04925793,0.078757743,-5.88E-04,-3.40E-04,450,0.002222222,0.25957116,0.197226209,0.321614732,450,0.002222222
546,GonzalezRiga.phy.nex,441.1574177,436.3973115,432.9404869,0.009770363,0.002829259,0.017667567,450,0.008888889,0.062691325,-4.23E-04,0.048461334,0.072872952,-5.20E-04,-3.12E-04,312.8144425,0.002222222,0.263924469,0.20848382,0.313532414,450,0.002222222
