treeID,clade,rep,null_DIC,slow_DIC,asym_DIC,null_post_mean,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean,slow_post_mean_2,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean,asym_post_mean_sqrt,asym_lower95_CI,asym_upper95_CI,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
tree_21,orni,18,953.1813374,921.8861501,905.3646418,0.007266172,0.004714199,0.010241552,450,0.002222222,0.037581745,-1.32E-04,0.032163378,0.043903652,-1.57E-04,-1.06E-04,450,0.002222222,-0.013979641,0.39729542,-0.018710488,-0.009600281,0.329967587,0.459758113,450,0.002222222
tree_21,orni,19,961.4125661,930.4231479,913.1452464,0.007287031,0.004320091,0.010004005,450,0.002222222,0.037260275,-1.30E-04,0.031578154,0.042589189,-1.56E-04,-1.08E-04,450,0.002222222,-0.013886432,0.396287702,-0.018690687,-0.009275563,0.327900899,0.465266392,450,0.002222222
tree_21,orni,20,967.3843813,936.8971177,919.3863729,0.007238335,0.004256174,0.009783995,450,0.002222222,0.037294091,-1.31E-04,0.03280934,0.044062527,-1.59E-04,-1.08E-04,450,0.002222222,-0.013830129,0.394937669,-0.017787684,-0.009327336,0.328889807,0.451165975,450,0.002222222
tree_21,orni,21,962.746111,932.3401833,914.8652646,0.007155353,0.004451602,0.009655689,450,0.002222222,0.037224145,-1.31E-04,0.031914305,0.042878547,-1.53E-04,-1.06E-04,414.5601597,0.002222222,-0.013845103,0.394435097,-0.018064026,-0.008394286,0.326773897,0.471086738,520.7745408,0.002222222
tree_21,orni,22,969.7255019,938.1224705,921.79576,0.007381775,0.004759019,0.010306731,358.4563516,0.002222222,0.037729416,-1.32E-04,0.032468615,0.042984901,-1.58E-04,-1.11E-04,481.7509217,0.002222222,-0.01383277,0.397618048,-0.01906084,-0.009757243,0.31962567,0.462681474,377.4060656,0.002222222
tree_21,orni,23,962.1704956,931.6683443,913.2703011,0.007194243,0.004466906,0.009861888,450,0.002222222,0.037202544,-1.30E-04,0.031617327,0.043599219,-1.59E-04,-1.06E-04,450,0.002222222,-0.013820851,0.396146427,-0.018140958,-0.009427263,0.328350166,0.454570914,450,0.002222222
tree_21,orni,24,961.8836898,931.4193749,914.4156727,0.006904232,0.004065925,0.009367725,450,0.002222222,0.037147898,-1.32E-04,0.030712113,0.043209375,-1.64E-04,-1.06E-04,450,0.002222222,-0.014198849,0.398043793,-0.018780897,-0.009958209,0.33927141,0.466762471,450,0.002222222
tree_21,orni,25,961.5934395,931.3544081,914.5477534,0.007321646,0.004808271,0.010189657,450,0.002222222,0.037141494,-1.30E-04,0.030439905,0.042237142,-1.55E-04,-1.02E-04,450,0.002222222,-0.013854707,0.395641579,-0.018400878,-0.010059082,0.334104513,0.45398493,450,0.002222222
tree_21,orni,26,964.0024604,932.0391118,914.8037934,0.007534464,0.004764554,0.010250463,450,0.002222222,0.03726927,-1.30E-04,0.030729249,0.042667292,-1.57E-04,-1.02E-04,450,0.002222222,-0.013332168,0.389777869,-0.018218458,-0.009482815,0.323419043,0.454241707,450,0.002222222
tree_21,orni,27,961.8183947,931.5404108,913.6363177,0.007192091,0.004174381,0.009907378,450,0.002222222,0.037054709,-1.30E-04,0.03019562,0.042087525,-1.55E-04,-1.04E-04,450,0.002222222,-0.013845577,0.39572866,-0.018628197,-0.010252543,0.339048108,0.461150805,450,0.002222222
tree_21,orni,28,967.437977,937.6575819,919.9918622,0.007198162,0.004209101,0.009719191,450,0.002222222,0.037368923,-1.31E-04,0.031805295,0.042849016,-1.57E-04,-1.07E-04,450,0.002222222,-0.014037841,0.398793498,-0.018658983,-0.010104099,0.343122649,0.466368128,450,0.002222222
tree_21,orni,29,960.201803,930.1250508,913.0440746,0.007304592,0.004846296,0.010125618,450,0.002222222,0.037204813,-1.31E-04,0.03140411,0.042919355,-1.58E-04,-1.06E-04,450,0.002222222,-0.013968424,0.396643977,-0.018646783,-0.009809805,0.330817954,0.462036097,450,0.002222222
tree_21,orni,30,977.5804821,946.8389768,929.9450532,0.007523021,0.004705531,0.010545296,450,0.002222222,0.037834551,-1.32E-04,0.031500162,0.042769735,-1.54E-04,-1.06E-04,450,0.002222222,-0.013467354,0.394920722,-0.017807313,-0.009148046,0.329576725,0.456410898,664.1805354,0.002222222
tree_21,orni,31,985.2565329,953.2206439,935.5181575,0.007182529,0.004643416,0.010065063,450,0.002222222,0.0376287,-1.32E-04,0.032414916,0.043101593,-1.55E-04,-1.04E-04,450,0.002222222,-0.014220122,0.401426593,-0.018574125,-0.010074206,0.334453971,0.46306496,450,0.002222222
tree_21,orni,32,953.6686451,924.0320606,906.5560006,0.007282939,0.004464823,0.009931605,450,0.002222222,0.037638596,-1.33E-04,0.032173343,0.042880038,-1.59E-04,-1.09E-04,505.3273803,0.002222222,-0.014180661,0.399532419,-0.018155438,-0.0095549,0.327758151,0.457617161,356.4562987,0.002222222
tree_21,orni,33,966.7264596,935.3102451,918.6835458,0.007099284,0.004500727,0.009707137,450,0.002222222,0.037507903,-1.32E-04,0.031733717,0.043530721,-1.61E-04,-1.08E-04,450,0.002222222,-0.014155678,0.401518625,-0.018224351,-0.009175773,0.325310734,0.458973782,450,0.002222222
tree_21,orni,34,979.2586323,945.8474132,928.7761869,0.007406785,0.00438212,0.010294438,450,0.002222222,0.037545116,-1.31E-04,0.031974891,0.042594719,-1.56E-04,-1.08E-04,520.4722742,0.002222222,-0.013566602,0.393922179,-0.018231918,-0.009825428,0.328665323,0.451928297,387.9505237,0.002222222
tree_21,orni,35,975.1094818,942.8770184,926.5880073,0.007508495,0.004804196,0.01059895,450,0.002222222,0.037408971,-1.30E-04,0.03204276,0.043124531,-1.54E-04,-1.08E-04,450,0.002222222,-0.013480615,0.392821585,-0.017944424,-0.00922251,0.332705132,0.464468748,450,0.002222222
tree_21,orni,36,969.3300525,937.584058,920.7835489,0.007009885,0.004042285,0.009635451,519.7935797,0.002222222,0.0373665,-1.31E-04,0.031799542,0.042959603,-1.54E-04,-1.04E-04,450,0.002222222,-0.01398099,0.397637218,-0.018979371,-0.009909558,0.329569034,0.468624439,450,0.002222222
tree_21,orni,37,947.0075687,916.0017884,898.9085918,0.007286245,0.004892875,0.009908451,314.3769332,0.002222222,0.037462515,-1.31E-04,0.031946332,0.042790043,-1.54E-04,-1.04E-04,335.573209,0.002222222,-0.013687391,0.393252934,-0.018363394,-0.009692824,0.320047845,0.455280329,450,0.002222222
tree_21,orni,38,958.2236815,927.4660945,910.2273416,0.007310368,0.004514668,0.009920834,450,0.002222222,0.037612302,-1.32E-04,0.032831252,0.043790967,-1.59E-04,-1.08E-04,450,0.002222222,-0.013543699,0.392296463,-0.017928928,-0.009354494,0.330619459,0.454330772,432.2337072,0.002222222
tree_21,orni,39,958.5062597,927.0158683,909.9527316,0.007167184,0.004263681,0.010215668,541.2671044,0.002222222,0.037333047,-1.31E-04,0.03180853,0.043593664,-1.59E-04,-1.05E-04,450,0.002222222,-0.01374366,0.394256791,-0.018326726,-0.009590977,0.330836962,0.45611028,561.2213914,0.002222222
tree_21,orni,40,973.3278692,940.3126896,923.5851177,0.007396412,0.00472946,0.010258951,386.9451689,0.002222222,0.037413238,-1.31E-04,0.030643383,0.042001889,-1.54E-04,-1.07E-04,332.9630373,0.002222222,-0.013753344,0.395399453,-0.01834441,-0.009519535,0.327647114,0.456106698,507.6711991,0.002222222
tree_21,orni,41,985.6310673,951.8798873,935.8270273,0.007180764,0.004400092,0.009875116,450,0.002222222,0.037942605,-1.34E-04,0.032751092,0.043669326,-1.59E-04,-1.09E-04,450,0.002222222,-0.013863111,0.397484009,-0.017870567,-0.009451646,0.333183432,0.459837775,450,0.002222222
tree_21,orni,42,979.7370028,948.0168335,930.9416195,0.007023191,0.004120123,0.009526805,450,0.002222222,0.037227424,-1.31E-04,0.030833142,0.04298345,-1.57E-04,-1.03E-04,450,0.002222222,-0.014014165,0.398367521,-0.01865896,-0.010221774,0.334250982,0.455309497,450,0.002222222
tree_21,orni,43,953.4580535,922.955789,905.6415783,0.007343902,0.004916899,0.010421252,450,0.002222222,0.037358077,-1.30E-04,0.032113639,0.04395715,-1.55E-04,-1.03E-04,450,0.002222222,-0.013792399,0.396043236,-0.017973626,-0.009153844,0.333732622,0.458498387,389.2590096,0.002222222
tree_21,orni,44,979.8651802,948.2273476,929.9738845,0.007199225,0.004707054,0.010002478,405.8947126,0.002222222,0.037209969,-1.30E-04,0.031276552,0.042553694,-1.56E-04,-1.05E-04,450,0.002222222,-0.014093837,0.401486625,-0.018149821,-0.009539476,0.33616943,0.466560418,460.3310063,0.002222222
tree_21,orni,45,972.9660727,940.7726295,923.8610216,0.007278115,0.004665506,0.009675558,450,0.002222222,0.037146847,-1.30E-04,0.031770527,0.043232059,-1.58E-04,-1.07E-04,513.8584976,0.002222222,-0.014001862,0.398365134,-0.018585115,-0.009597021,0.33423944,0.459785675,450,0.002222222
tree_21,orni,46,955.494717,924.866125,907.5761415,0.007243243,0.004631135,0.010179013,450,0.002222222,0.037563424,-1.32E-04,0.031602826,0.042478382,-1.56E-04,-1.06E-04,520.2940189,0.002222222,-0.014047454,0.396382206,-0.018423248,-0.009878593,0.341989137,0.462941404,450,0.002222222
tree_21,orni,47,972.6089982,940.7373384,924.3052443,0.007397791,0.004746598,0.01041293,450,0.002222222,0.037289358,-1.30E-04,0.031509483,0.042461766,-1.54E-04,-1.06E-04,348.2217466,0.002222222,-0.01375876,0.395265055,-0.017680961,-0.009328325,0.33437478,0.453866252,450,0.002222222
tree_21,orni,48,958.5367916,928.4890185,911.1995881,0.007445247,0.004298935,0.009994323,450,0.002222222,0.037252364,-1.31E-04,0.031164317,0.043218893,-1.54E-04,-1.02E-04,410.1116637,0.002222222,-0.01389709,0.397751765,-0.018027593,-0.009864649,0.338079462,0.453946832,450,0.002222222
tree_21,orni,49,952.9588605,923.1489947,906.0287837,0.007178139,0.004332369,0.009714707,450,0.002222222,0.037407302,-1.32E-04,0.031173431,0.044171903,-1.58E-04,-1.01E-04,450,0.002222222,-0.014116215,0.398758109,-0.018651646,-0.009638764,0.321430086,0.460526933,450,0.002222222
tree_21,orni,50,986.0331704,952.1687855,935.0356968,0.007354347,0.004405994,0.010033306,450,0.002222222,0.03757913,-1.31E-04,0.032417526,0.043055536,-1.57E-04,-1.09E-04,450,0.002222222,-0.013549083,0.3945623,-0.018661069,-0.009576981,0.321129122,0.45104903,450,0.002222222
tree_21,sauro,1,659.8179395,661.2920126,624.4957884,0.005430384,0.001231651,0.009505931,450,0.026666667,0.042173547,-1.76E-04,0.031977611,0.053175163,-2.23E-04,-1.24E-04,519.8575905,0.002222222,-0.022401626,0.530232543,-0.026466617,-0.019001578,0.481863568,0.574999603,450,0.002222222
tree_21,sauro,2,646.1287114,647.5671109,613.1869726,0.005761056,0.00105073,0.010468911,450,0.017777778,0.041086409,-1.72E-04,0.02928607,0.051654266,-2.28E-04,-1.24E-04,450,0.002222222,-0.022032174,0.527137237,-0.025959316,-0.018524073,0.488509598,0.579714439,650.9749382,0.002222222
tree_21,sauro,3,647.4632129,648.3269434,613.3764252,0.005777434,4.06E-04,0.010184876,450,0.022222222,0.04104726,-1.71E-04,0.029430462,0.05304091,-2.27E-04,-1.19E-04,692.3440649,0.002222222,-0.022363934,0.528961343,-0.027091016,-0.018828572,0.471533324,0.574796897,450,0.002222222
tree_21,sauro,4,667.5948687,669.1338596,631.2099924,0.005549707,0.001171839,0.010194699,450,0.031111111,0.041183806,-1.72E-04,0.030081546,0.05318533,-2.22E-04,-1.19E-04,450,0.002222222,-0.022506349,0.530217539,-0.026444529,-0.018805952,0.48614419,0.579579906,450,0.002222222
tree_21,sauro,5,653.8799042,654.5924769,618.9474215,0.005487214,5.70E-04,0.00945582,590.0511619,0.026666667,0.041727155,-1.75E-04,0.029531669,0.051464901,-2.19E-04,-1.17E-04,450,0.002222222,-0.022328241,0.528155966,-0.026123997,-0.018778997,0.47766569,0.57302396,450,0.002222222
tree_21,sauro,6,653.5730234,655.1547285,619.6431732,0.005882266,0.001475301,0.010700176,1104.918916,0.013333333,0.041643158,-1.73E-04,0.030949411,0.052749819,-2.21E-04,-1.18E-04,338.9555893,0.002222222,-0.022072873,0.528593056,-0.025717402,-0.018534636,0.478097161,0.567702707,450,0.002222222
tree_21,sauro,7,648.031554,648.6664956,613.7636527,0.005575156,6.50E-04,0.009968269,450,0.017777778,0.041081172,-1.72E-04,0.02936935,0.051412407,-2.18E-04,-1.22E-04,450,0.002222222,-0.02207264,0.525919149,-0.025739987,-0.018284022,0.475893111,0.566802371,368.6636751,0.002222222
tree_21,sauro,8,659.2061085,660.4192999,624.5768068,0.005335232,0.001061913,0.009657968,579.1298677,0.022222222,0.041692226,-1.74E-04,0.03057606,0.052409348,-2.24E-04,-1.25E-04,450,0.002222222,-0.022295627,0.527471563,-0.026462894,-0.018531775,0.470086134,0.571478548,450,0.002222222
tree_21,sauro,9,646.948101,648.4726787,614.0944016,0.006033507,8.33E-04,0.010586598,450,0.017777778,0.040830425,-1.70E-04,0.028672166,0.052300824,-2.26E-04,-1.19E-04,450,0.002222222,-0.02219813,0.527400928,-0.026488722,-0.01870769,0.482337514,0.572939481,450,0.002222222
tree_21,sauro,10,647.3040992,649.0097458,613.7604309,0.005486178,7.13E-04,0.00985466,450,0.026666667,0.041939519,-1.75E-04,0.030392062,0.052025143,-2.17E-04,-1.15E-04,450,0.002222222,-0.022246781,0.530130769,-0.025736978,-0.018547843,0.486283953,0.573954929,450,0.002222222
tree_21,sauro,11,653.2960584,655.9529845,619.2862303,0.005701846,0.001838656,0.01064993,450,0.013333333,0.041746331,-1.74E-04,0.028689724,0.051882526,-2.21E-04,-1.15E-04,450,0.002222222,-0.022217672,0.527206419,-0.025767178,-0.018584506,0.482956483,0.575120591,398.4136037,0.002222222
tree_21,sauro,12,652.9821092,654.5714015,619.4284246,0.005577443,9.69E-04,0.009744286,450,0.013333333,0.041376888,-1.73E-04,0.029773757,0.053070163,-2.22E-04,-1.19E-04,450,0.002222222,-0.022393015,0.528015099,-0.025986709,-0.018546352,0.481470198,0.575736695,450,0.002222222
tree_21,sauro,13,653.4711937,655.8669163,619.4640812,0.005559111,0.001029312,0.009987965,450,0.017777778,0.041566554,-1.73E-04,0.030156408,0.051958836,-2.19E-04,-1.24E-04,450,0.002222222,-0.022081169,0.5272761,-0.025389584,-0.018036752,0.47673759,0.570748708,450,0.002222222
tree_21,sauro,14,653.2370903,654.2048787,618.8596498,0.005793423,9.72E-04,0.010685975,450,0.026666667,0.040830693,-1.70E-04,0.028851449,0.051083939,-2.18E-04,-1.18E-04,450,0.002222222,-0.022161167,0.525672611,-0.025579244,-0.018341433,0.475788703,0.567038341,376.8920785,0.002222222
tree_21,sauro,15,652.2071951,654.0820208,618.4948198,0.005818787,0.001185471,0.009839597,532.1832054,0.004444444,0.04171469,-1.74E-04,0.031854491,0.054525531,-2.20E-04,-1.20E-04,523.2550428,0.002222222,-0.02201133,0.525282756,-0.026066458,-0.018081619,0.469489293,0.573424326,450,0.002222222
tree_21,sauro,16,667.0029263,668.9757608,630.1875524,0.005570161,5.53E-04,0.009613831,450,0.022222222,0.041870931,-1.73E-04,0.028817484,0.05197304,-2.25E-04,-1.25E-04,450,0.002222222,-0.022194587,0.528992816,-0.02539788,-0.018250564,0.483055861,0.578376868,342.1030659,0.002222222
tree_21,sauro,17,653.1848171,655.2634278,619.0177138,0.005595218,0.001260108,0.01030023,450,0.022222222,0.041608207,-1.74E-04,0.030536602,0.052899926,-2.23E-04,-1.21E-04,450,0.002222222,-0.022449823,0.529824336,-0.026798629,-0.019262396,0.477190026,0.574044824,450,0.002222222
tree_21,sauro,18,659.777974,660.7238787,625.0524338,0.005660965,0.001777829,0.010185976,450,0.004444444,0.040771208,-1.71E-04,0.029404947,0.052128796,-2.14E-04,-1.07E-04,450,0.002222222,-0.022341682,0.528377173,-0.026069883,-0.018435715,0.473170332,0.569730276,450,0.002222222
tree_21,sauro,19,647.1145137,648.7642891,613.6960185,0.005705326,9.13E-04,0.010316942,532.455216,0.022222222,0.041775535,-1.75E-04,0.031449704,0.052784426,-2.24E-04,-1.24E-04,450,0.002222222,-0.021956331,0.526380578,-0.025520843,-0.018176758,0.47576846,0.572451442,450,0.002222222
tree_21,sauro,20,653.6862057,655.6355802,619.2641954,0.005895559,0.001290236,0.010458793,451.2510292,0.013333333,0.041994523,-1.75E-04,0.030868169,0.054203311,-2.26E-04,-1.20E-04,450,0.002222222,-0.022100389,0.528759907,-0.025612539,-0.018453525,0.481757367,0.577074913,450,0.002222222
tree_21,sauro,21,654.0564371,655.5305744,619.3487171,0.005353903,4.31E-05,0.009345548,450,0.026666667,0.041267506,-1.72E-04,0.032212805,0.053583696,-2.27E-04,-1.26E-04,305.8075113,0.002222222,-0.0226553,0.531984235,-0.026376972,-0.019145599,0.485577076,0.579735664,795.7024974,0.002222222
tree_21,sauro,22,666.2537933,668.2063335,630.6010171,0.005521945,6.31E-04,0.009656826,450,0.017777778,0.042422229,-1.77E-04,0.032659074,0.05279866,-2.27E-04,-1.31E-04,450,0.002222222,-0.022357236,0.52919992,-0.026224816,-0.018709756,0.480552065,0.573509168,275.3707679,0.002222222
tree_21,sauro,23,660.1042754,661.9404692,625.3286809,0.00577547,0.001417553,0.010629199,450,0.008888889,0.04162702,-1.73E-04,0.030831104,0.052636194,-2.17E-04,-1.12E-04,450,0.002222222,-0.0223496,0.528851139,-0.025891411,-0.018413417,0.479528123,0.572425576,450,0.002222222
tree_21,sauro,24,666.078375,667.7690024,630.3313653,0.005830374,0.001156296,0.010203309,450,0.008888889,0.04182884,-1.74E-04,0.031866278,0.053931913,-2.26E-04,-1.22E-04,450,0.002222222,-0.022362221,0.530091752,-0.025629385,-0.018638982,0.487412256,0.574972665,804.3891077,0.002222222
tree_21,sauro,25,653.6833549,654.916829,618.7975288,0.00562692,0.001145407,0.010128236,655.7301882,0.017777778,0.041747753,-1.74E-04,0.030956033,0.052335444,-2.30E-04,-1.22E-04,450,0.002222222,-0.022219296,0.52910348,-0.026354009,-0.018969116,0.487112971,0.584276115,387.7877661,0.002222222
tree_21,sauro,26,672.9670197,674.7205659,636.3356936,0.005682246,8.57E-04,0.009183995,316.3235201,0.002222222,0.041956363,-1.74E-04,0.031867428,0.053354176,-2.31E-04,-1.30E-04,450,0.002222222,-0.022210148,0.528122695,-0.025730281,-0.018488978,0.486024947,0.574771771,493.6946481,0.002222222
tree_21,sauro,27,652.6063066,653.536492,618.4893108,0.005742688,0.00171301,0.010689125,450,0.022222222,0.040996557,-1.71E-04,0.030062904,0.051581965,-2.24E-04,-1.24E-04,450,0.002222222,-0.022356249,0.527436103,-0.025637546,-0.018755169,0.481172305,0.571321899,699.5294475,0.002222222
tree_21,sauro,28,647.1120918,647.6659294,612.9372887,0.005715408,0.001520673,0.010345968,450,0.004444444,0.041647442,-1.74E-04,0.029268567,0.051587836,-2.22E-04,-1.21E-04,539.1908313,0.002222222,-0.0222494,0.527336363,-0.026072985,-0.018264743,0.471737073,0.578332836,450,0.002222222
tree_21,sauro,29,647.2834712,649.4845572,613.7904427,0.005642233,0.001128102,0.01011622,450,0.017777778,0.041429346,-1.72E-04,0.030977757,0.051830258,-2.21E-04,-1.20E-04,450,0.002222222,-0.022082492,0.526309312,-0.025728117,-0.018712807,0.481193922,0.572957612,450,0.002222222
tree_21,sauro,30,653.2336613,654.5929701,618.8729673,0.005710953,0.001280678,0.010795478,450,0.026666667,0.041289969,-1.72E-04,0.030979681,0.052894603,-2.19E-04,-1.18E-04,450,0.002222222,-0.022122631,0.526718747,-0.025981845,-0.018347893,0.483503341,0.580441847,450,0.002222222
tree_21,sauro,31,646.2414022,649.1240812,613.5743174,0.005709829,9.30E-04,0.009984299,540.5910234,0.004444444,0.040893012,-1.70E-04,0.028907668,0.051530576,-2.22E-04,-1.15E-04,450,0.002222222,-0.022020253,0.526225648,-0.026274013,-0.018298053,0.480377294,0.578126075,480.6188242,0.002222222
tree_21,sauro,32,654.1277133,655.5870771,619.5514783,0.005700011,0.001485911,0.010656659,450,0.013333333,0.042493632,-1.77E-04,0.030691297,0.052661735,-2.26E-04,-1.29E-04,450,0.002222222,-0.022109337,0.528782073,-0.025921201,-0.018421447,0.483099261,0.581293831,450,0.002222222
tree_21,sauro,33,653.5216866,654.612026,619.0648271,0.005327105,7.15E-04,0.009807794,450,0.04,0.041088023,-1.72E-04,0.030023241,0.051705768,-2.21E-04,-1.20E-04,450,0.002222222,-0.02246732,0.529149074,-0.026434354,-0.018745868,0.473407671,0.572325562,450,0.002222222
tree_21,sauro,34,647.2562607,648.7252139,614.1074729,0.00555251,6.67E-04,0.009704413,479.2724022,0.017777778,0.041287062,-1.73E-04,0.028608606,0.050755448,-2.20E-04,-1.20E-04,679.5027538,0.002222222,-0.022549439,0.530533157,-0.026633956,-0.019003573,0.478853961,0.577284781,450,0.002222222
tree_21,sauro,35,654.0480855,655.8282761,619.8599334,0.005292107,0.001100135,0.010141203,450,0.022222222,0.041611879,-1.73E-04,0.030169473,0.053370299,-2.22E-04,-1.16E-04,450,0.002222222,-0.02230725,0.528276066,-0.026288843,-0.019008835,0.482232628,0.583534973,450,0.002222222
tree_21,sauro,36,653.279262,655.2147913,618.8013842,0.005709991,0.001397099,0.010449669,450,0.022222222,0.042235325,-1.75E-04,0.031758727,0.053202942,-2.29E-04,-1.29E-04,458.3386849,0.002222222,-0.022257888,0.528084581,-0.025738253,-0.01821044,0.479930507,0.573461631,450,0.002222222
tree_21,sauro,37,659.6151398,660.9986423,624.3409476,0.005670782,7.22E-04,0.010020957,450,0.008888889,0.042215369,-1.75E-04,0.031277605,0.052881097,-2.20E-04,-1.17E-04,450,0.002222222,-0.021989586,0.526462592,-0.025616625,-0.018299029,0.477062188,0.570009128,450,0.002222222
tree_21,sauro,38,659.9730007,661.0222848,624.3128134,0.005584314,0.001120655,0.010253978,383.6343973,0.026666667,0.041650136,-1.75E-04,0.029775673,0.051705486,-2.22E-04,-1.19E-04,450,0.002222222,-0.022310509,0.528734783,-0.025754537,-0.018574219,0.481635866,0.575582491,450,0.002222222
tree_21,sauro,39,667.5832019,668.5947241,631.1270877,0.005797421,6.80E-04,0.009589762,450,0.017777778,0.042026007,-1.74E-04,0.030564482,0.052724946,-2.25E-04,-1.23E-04,437.0314024,0.002222222,-0.022180428,0.527121132,-0.02581718,-0.018798325,0.481169279,0.57265756,450,0.002222222
tree_21,sauro,40,660.1801125,660.4911858,625.0573259,0.005660027,6.86E-04,0.010719975,450,0.04,0.041231262,-1.72E-04,0.030229451,0.051234565,-2.24E-04,-1.26E-04,450,0.002222222,-0.022227549,0.528620388,-0.025940157,-0.018891213,0.480418466,0.5686911,568.8908693,0.002222222
tree_21,sauro,41,653.1721409,654.5323854,618.5007362,0.005903479,0.001373896,0.010252725,334.9306461,0.013333333,0.041448999,-1.73E-04,0.030599892,0.053905054,-2.26E-04,-1.21E-04,450,0.002222222,-0.022326153,0.52959734,-0.025846083,-0.018187063,0.482498975,0.583536258,450,0.002222222
tree_21,sauro,42,674.3206682,675.3788278,636.888265,0.005382764,0.001026994,0.009594983,450,0.017777778,0.041753703,-1.74E-04,0.031533203,0.052373155,-2.23E-04,-1.27E-04,450,0.002222222,-0.022392862,0.529143055,-0.025812061,-0.018611988,0.477850071,0.573327039,376.1033503,0.002222222
tree_21,sauro,43,673.6695016,674.8593379,636.6304512,0.005472375,6.98E-04,0.00941355,531.2120785,0.013333333,0.042418019,-1.77E-04,0.030646931,0.053786114,-2.23E-04,-1.21E-04,450,0.002222222,-0.022431219,0.530420481,-0.026182533,-0.018872736,0.485986429,0.576656687,450,0.002222222
tree_21,sauro,44,660.278315,662.0614818,625.8201137,0.005414435,0.001185451,0.010232352,450,0.022222222,0.041951332,-1.75E-04,0.030906177,0.05106758,-2.18E-04,-1.25E-04,450,0.002222222,-0.022410503,0.530494233,-0.02561722,-0.018371084,0.49137308,0.58146732,450,0.002222222
tree_21,sauro,45,660.1279102,661.785147,625.2402598,0.005581552,7.81E-04,0.009839154,546.4825306,0.026666667,0.041506645,-1.73E-04,0.031205977,0.052913993,-2.20E-04,-1.21E-04,439.3758909,0.002222222,-0.022331426,0.529388159,-0.026186844,-0.018477251,0.482339844,0.57319883,389.502212,0.002222222
tree_21,sauro,46,653.0326719,653.75616,618.9961815,0.005336552,0.001138716,0.01024597,450,0.022222222,0.041426675,-1.73E-04,0.031205071,0.054241797,-2.24E-04,-1.20E-04,450,0.002222222,-0.022152451,0.526552233,-0.025871686,-0.018650344,0.484526946,0.578382593,459.5616324,0.002222222
tree_21,sauro,47,640.1758807,641.8221462,608.103345,0.00559968,7.38E-04,0.009954802,450,0.022222222,0.041115358,-1.71E-04,0.030550396,0.052509165,-2.27E-04,-1.27E-04,450,0.002222222,-0.022167757,0.52835466,-0.025971363,-0.018881835,0.479645,0.573829329,450,0.002222222
tree_21,sauro,48,640.8020461,641.8538079,607.6878221,0.005800987,0.001467976,0.010205306,450,0.004444444,0.041064802,-1.72E-04,0.028841881,0.051310981,-2.22E-04,-1.18E-04,450,0.002222222,-0.022315147,0.527354615,-0.025787843,-0.018644788,0.480690882,0.577576494,450,0.002222222
tree_21,sauro,49,652.8979551,654.1921935,619.2797049,0.005849021,0.00130955,0.010546139,450,0.017777778,0.041339096,-1.72E-04,0.02976191,0.051183014,-2.24E-04,-1.25E-04,450,0.002222222,-0.022083572,0.526191669,-0.025304558,-0.018070388,0.479892977,0.573148436,450,0.002222222
tree_21,sauro,50,645.6515838,647.1456808,612.351601,0.005802512,0.001392382,0.010905801,547.1145955,0.017777778,0.041198385,-1.72E-04,0.03091452,0.052961721,-2.26E-04,-1.25E-04,728.9875356,0.002222222,-0.022113764,0.527835026,-0.025961638,-0.018576383,0.477558361,0.570356334,388.906498,0.002222222
tree_21,thero,1,1052.103678,1045.270549,961.0724093,0.006237317,0.003510836,0.009030009,450,0.002222222,0.040640036,-1.53E-04,0.035582661,0.046001719,-1.72E-04,-1.27E-04,450,0.002222222,-0.018944111,0.467677993,-0.02210742,-0.015636572,0.427172141,0.512428503,315.6937473,0.002222222
tree_21,thero,2,1065.27115,1057.416023,974.6047903,0.005903428,0.00344155,0.008679745,450,0.002222222,0.040537959,-1.54E-04,0.035413967,0.045571231,-1.75E-04,-1.29E-04,450,0.002222222,-0.01940539,0.471654268,-0.022736332,-0.016215424,0.424956438,0.513544328,389.2645972,0.002222222
tree_21,thero,3,1036.665694,1029.318365,947.7506067,0.006297563,0.003746317,0.00888082,387.5374906,0.002222222,0.040960477,-1.55E-04,0.035955452,0.045706034,-1.78E-04,-1.32E-04,450,0.002222222,-0.019030341,0.467689799,-0.021729598,-0.015539606,0.42337582,0.506021097,385.4920716,0.002222222
tree_21,thero,4,1017.699091,1010.954878,930.1313066,0.006185095,0.003822832,0.008755445,434.8552791,0.002222222,0.040208415,-1.51E-04,0.034818942,0.044823748,-1.73E-04,-1.28E-04,450,0.002222222,-0.01880162,0.464036248,-0.022182485,-0.015857132,0.424646269,0.509577144,450,0.002222222
tree_21,thero,5,1042.156603,1035.159812,953.435858,0.0065029,0.004140277,0.009379358,555.7368469,0.002222222,0.040667869,-1.53E-04,0.036194618,0.045718347,-1.74E-04,-1.30E-04,450,0.002222222,-0.01887677,0.466928082,-0.021919335,-0.015408709,0.417830503,0.511855955,565.85147,0.002222222
