tree,age,max,min
Carballido.phy,230.895031665219,228,66
Carballido.phy,223.48129879559855,228,66
Carballido.phy,230.7930638852995,228,66
Carballido.phy,223.7505238325335,228,66
Carballido.phy,218.56941176496912,228,66
Carballido.phy,229.92579281441868,228,66
Carballido.phy,230.23944488260895,228,66
Carballido.phy,226.52582943881862,228,66
Carballido.phy,227.3267259246204,228,66
Carballido.phy,225.60624767909758,228,66
Carballido.phy,223.93568993371446,228,66
Carballido.phy,231.21440265155397,228,66
Carballido.phy,216.7443928344175,228,66
Carballido.phy,229.45622633886524,228,66
Carballido.phy,228.53820855624508,228,66
Carballido.phy,226.3914196395781,228,66
Carballido.phy,230.5385232210392,228,66
Carballido.phy,230.35941561695654,228,66
Carballido.phy,216.63640139487106,228,66
Carballido.phy,222.24915419479368,228,66
Carballido.phy,229.95264050678816,228,66
Carballido.phy,227.52622649562545,228,66
Carballido.phy,228.31311805930454,228,66
Carballido.phy,228.4610912874341,228,66
Carballido.phy,225.9847683532862,228,66
Carballido.phy,223.97337514646352,228,66
Carballido.phy,232.83964290164877,228,66
Carballido.phy,226.79149413665291,228,66
Carballido.phy,230.68526007549372,228,66
Carballido.phy,224.2705664481735,228,66
Carballido.phy,224.62195015114267,228,66
Carballido.phy,226.07287102052942,228,66
Carballido.phy,233.46541623172817,228,66
Carballido.phy,221.57642151711045,228,66
Carballido.phy,222.21112694097684,228,66
Carballido.phy,216.8742779812077,228,66
Carballido.phy,219.77992006521671,228,66
Carballido.phy,226.8896729413653,228,66
Carballido.phy,222.1363188995747,228,66
Carballido.phy,225.97179092874285,228,66
Carballido.phy,226.28814213392326,228,66
Carballido.phy,227.2453464367427,228,66
Carballido.phy,228.790966657456,228,66
Carballido.phy,228.4127888927469,228,66
Carballido.phy,229.21170659572817,228,66
Carballido.phy,230.28930220659822,228,66
Cau.phy,176.82296846867538,168.3,48.6
Cau.phy,179.30930235288105,168.3,48.6
Cau.phy,175.64452108186669,168.3,48.6
Cau.phy,175.0198367746081,168.3,48.6
Cau.phy,175.818872462539,168.3,48.6
Cau.phy,174.56327914963475,168.3,48.6
Cau.phy,178.9832085778238,168.3,48.6
Cau.phy,174.7401740567293,168.3,48.6
Cau.phy,177.59953991530926,168.3,48.6
Cau.phy,174.57141861184502,168.3,48.6
Cau.phy,174.3678609030554,168.3,48.6
Cau.phy,174.34765935670586,168.3,48.6
Cau.phy,178.6201646801317,168.3,48.6
Cau.phy,176.14939230063464,168.3,48.6
Cau.phy,175.6036837273743,168.3,48.6
Cau.phy,175.55025745560414,168.3,48.6
Cau.phy,178.68817849843762,168.3,48.6
Cau.phy,176.21678534711245,168.3,48.6
Cau.phy,178.60298804645424,168.3,48.6
Cau.phy,178.04801906698847,168.3,48.6
Cau.phy,177.86157856292556,168.3,48.6
Cau.phy,176.13928192357997,168.3,48.6
Cau.phy,175.0959424035158,168.3,48.6
Cau.phy,174.77565313270316,168.3,48.6
Cau.phy,179.0785301277181,168.3,48.6
Cau.phy,174.94290850115942,168.3,48.6
Cau.phy,177.32179134089964,168.3,48.6
Cau.phy,175.56023179115726,168.3,48.6
Cau.phy,174.55668364516458,168.3,48.6
Cau.phy,178.8522560833022,168.3,48.6
Cau.phy,176.88317916113883,168.3,48.6
Cau.phy,175.07877446047496,168.3,48.6
Cau.phy,175.4771030928474,168.3,48.6
Cau.phy,179.31393559693822,168.3,48.6
Cau.phy,174.99089530138298,168.3,48.6
Cau.phy,175.10163142606618,168.3,48.6
Cau.phy,174.56108171148225,168.3,48.6
Cau.phy,174.63132351688108,168.3,48.6
Cau.phy,178.7565726896515,168.3,48.6
Cau.phy,175.35859215259552,168.3,48.6
Cau.phy,174.77511409723664,168.3,48.6
Cau.phy,174.41339054917916,168.3,48.6
Cau.phy,175.06854692036285,168.3,48.6
Cau.phy,179.25492780802304,168.3,48.6
Cau.phy,175.232851029234,168.3,48.6
Cau.phy,179.47766322519163,168.3,48.6
Cau.phy,174.45130562880075,168.3,48.6
Cau.phy,179.093673658208,168.3,48.6
Cau.phy,175.27308416743762,168.3,48.6
Cau.phy,178.36490607690064,168.3,48.6
Cau.phy,175.4647864834871,168.3,48.6
Cau.phy,177.43452200256286,168.3,48.6
Cau.phy,174.7964227411896,168.3,48.6
Cau.phy,176.0317371578887,168.3,48.6
Cau.phy,174.5807845301926,168.3,48.6
Cau.phy,174.50493844579904,168.3,48.6
Cau.phy,178.58680936242453,168.3,48.6
Cau.phy,176.37174966251476,168.3,48.6
Cau.phy,173.78697377506177,168.3,48.6
Cau.phy,175.49534734743648,168.3,48.6
Cau.phy,174.71423725369385,168.3,48.6
Cau.phy,175.4682895127218,168.3,48.6
Cau.phy,175.69854744062758,168.3,48.6
Cau.phy,178.86115361347328,168.3,48.6
Cau.phy,177.8736032740213,168.3,48.6
Cau.phy,178.52946086316368,168.3,48.6
Cau.phy,174.3668088155333,168.3,48.6
Cau.phy,178.59778307438827,168.3,48.6
Cau.phy,177.1437626860337,168.3,48.6
Cau.phy,177.40576672281603,168.3,48.6
Cau.phy,176.71383305264172,168.3,48.6
Cau.phy,179.09538304228334,168.3,48.6
Cau.phy,176.1094191050157,168.3,48.6
Cau.phy,178.88964982349424,168.3,48.6
Cau.phy,177.788525751885,168.3,48.6
Cau.phy,175.25339091019706,168.3,48.6
Cau.phy,175.1776209727861,168.3,48.6
Cau.phy,178.53249574853106,168.3,48.6
Cau.phy,179.51761707714758,168.3,48.6
Cau.phy,175.0940619080793,168.3,48.6
Cau.phy,174.33311679316685,168.3,48.6
Cau.phy,178.81522108227944,168.3,48.6
Cau.phy,178.5974716280354,168.3,48.6
Cau.phy,174.43133013313636,168.3,48.6
Cau.phy,179.402404540102,168.3,48.6
Cau.phy,178.8023767444538,168.3,48.6
Cau.phy,176.63054292274174,168.3,48.6
Cau.phy,177.35436917399056,168.3,48.6
Cau.phy,178.9727479018271,168.3,48.6
Cau.phy,174.81407841346225,168.3,48.6
Cau.phy,174.13459637812338,168.3,48.6
Cau.phy,176.86443368399048,168.3,48.6
Cau.phy,177.36439487333408,168.3,48.6
Cau.phy,175.03886701446027,168.3,48.6
Cau.phy,175.0725608913228,168.3,48.6
Cau.phy,178.4082635911647,168.3,48.6
Cau.phy,177.6141354094492,168.3,48.6
Cau.phy,175.42705841553396,168.3,48.6
Cau.phy,174.67162304478697,168.3,48.6
Cau.phy,178.6826562328497,168.3,48.6
Chiba.phy,95.69127878444269,93.5,66
Chiba.phy,95.27179959584028,93.5,66
Chiba.phy,96.34395233644173,93.5,66
Chiba.phy,95.57304594404995,93.5,66
Chiba.phy,93.39361904733813,93.5,66
Chiba.phy,92.76160757858305,93.5,66
Chiba.phy,94.34896019827575,93.5,66
Chiba.phy,95.55319453934207,93.5,66
Chiba.phy,95.87520178058185,93.5,66
Chiba.phy,95.69859907738865,93.5,66
Chiba.phy,94.35130581492558,93.5,66
Chiba.phy,95.68876134785823,93.5,66
Chiba.phy,96.44769714744761,93.5,66
Chiba.phy,95.86701471544802,93.5,66
Chiba.phy,95.07016587550751,93.5,66
Chiba.phy,95.60121866920963,93.5,66
Chiba.phy,94.03422748674639,93.5,66
Chiba.phy,95.68229606701061,93.5,66
Chiba.phy,96.46966934436932,93.5,66
Chiba.phy,94.639877438638365,93.5,66
Chiba.phy,93.17286012787372,93.5,66
Chiba.phy,94.50291563863865,93.5,66
Chiba.phy,94.20839634425938,93.5,66
Chiba.phy,96.03019035938196,93.5,66
Chiba.phy,95.85290856920183,93.5,66
Chiba.phy,95.74598518768326,93.5,66
Chiba.phy,94.86448035840877,93.5,66
Chiba.phy,95.47277171872557,93.5,66
Chiba.phy,94.80930668767542,93.5,66
Chiba.phy,94.24923948631621,93.5,66
Chiba.phy,96.37134214239195,93.5,66
Chiba.phy,94.50446454687044,93.5,66
Chiba.phy,94.80907252049073,93.5,66
Chiba.phy,95.60767626678572,93.5,66
Chiba.phy,93.75646034115925,93.5,66
Chiba.phy,96.09274941720068,93.5,66
Chiba.phy,96.4147245915141,93.5,66
Chiba.phy,93.31002009799704,93.5,66
Chiba.phy,96.31707351743243,93.5,66
Chiba.phy,95.59125618455,93.5,66
Chiba.phy,94.69224654021673,93.5,66
Chiba.phy,94.40678562838585,93.5,66
Chiba.phy,96.26114630717784,93.5,66
Chiba.phy,94.18452678509057,93.5,66
Chiba.phy,96.2923016124405,93.5,66
Chiba.phy,93.31024070871062,93.5,66
Chiba.phy,93.12242524223402,93.5,66
Chiba.phy,94.88697584997863,93.5,66
Chiba.phy,94.71982714203186,93.5,66
Chiba.phy,93.68814026229083,93.5,66
Chiba.phy,95.9443564072717,93.5,66
Chiba.phy,94.42738000457175,93.5,66
Chiba.phy,92.83627533740363,93.5,66
Chiba.phy,94.00018176054581,93.5,66
Chiba.phy,96.14635158069431,93.5,66
Chiba.phy,96.35226810248568,93.5,66
Chiba.phy,95.20257696872577,93.5,66
Chiba.phy,95.17490143640899,93.5,66
Chiba.phy,95.81964435698464,93.5,66
Chiba.phy,94.7907361020334,93.5,66
Chiba.phy,93.78569911560044,93.5,66
Chiba.phy,95.45085346898995,93.5,66
Chiba.phy,95.23222601735033,93.5,66
Chiba.phy,95.22367112427018,93.5,66
Chiba.phy,95.7954175486695,93.5,66
Chiba.phy,96.43552540489472,93.5,66
Chiba.phy,96.48247468448244,93.5,66
Chiba.phy,95.80491462480276,93.5,66
Chiba.phy,93.10022635702043,93.5,66
Chiba.phy,93.677633695025,93.5,66
Chiba.phy,94.23067778185941,93.5,66
Chiba.phy,93.45423276964574,93.5,66
Chiba.phy,96.13078552973457,93.5,66
Chiba.phy,95.98690595729276,93.5,66
Chiba.phy,95.65617251936347,93.5,66
Chiba.phy,96.41102837170475,93.5,66
Chiba.phy,96.09005054705776,93.5,66
Chiba.phy,96.48415002394468,93.5,66
Chiba.phy,96.49908748315647,93.5,66
Chiba.phy,95.46183862769976,93.5,66
Chiba.phy,94.55858450341039,93.5,66
Chiba.phy,96.39361654310487,93.5,66
Chiba.phy,95.34240293041803,93.5,66
Chiba.phy,95.41163271372207,93.5,66
Chiba.phy,93.98200383731164,93.5,66
Chiba.phy,95.84992424552328,93.5,66
Chiba.phy,95.85319707863964,93.5,66
Chiba.phy,95.12930041011423,93.5,66
Chiba.phy,96.2830474477727,93.5,66
Chiba.phy,93.81160089666955,93.5,66
Chiba.phy,96.31812921869569,93.5,66
Chiba.phy,93.46900561107323,93.5,66
Chiba.phy,95.4117504642345,93.5,66
Chiba.phy,95.77375378566794,93.5,66
Chiba.phy,93.65306826340965,93.5,66
Chiba.phy,95.16752213863656,93.5,66
Chiba.phy,95.34501288994215,93.5,66
Chiba.phy,94.60889629437588,93.5,66
Chiba.phy,95.76575953867287,93.5,66
Chiba.phy,95.60363892810419,93.5,66
Cruzado.phy,134.83307276686187,136.4,66
Cruzado.phy,133.052741999696,136.4,66
Cruzado.phy,134.51969471467194,136.4,66
Cruzado.phy,135.82360706075096,136.4,66
Cruzado.phy,133.53853780522942,136.4,66
Cruzado.phy,128.31801881197373,136.4,66
Cruzado.phy,132.2960495622363,136.4,66
Cruzado.phy,137.1725944885146,136.4,66
Cruzado.phy,138.66834343167955,136.4,66
Cruzado.phy,136.49114300313406,136.4,66
Cruzado.phy,135.97310271294788,136.4,66
Cruzado.phy,129.81230348325334,136.4,66
Cruzado.phy,128.52222229270262,136.4,66
Cruzado.phy,139.3254717946751,136.4,66
Cruzado.phy,130.67811919401868,136.4,66
Cruzado.phy,128.44677682437703,136.4,66
Cruzado.phy,138.90539644917007,136.4,66
Cruzado.phy,129.70611902323085,136.4,66
Cruzado.phy,134.04003297777848,136.4,66
Cruzado.phy,126.90274262859253,136.4,66
Cruzado.phy,138.7833470613882,136.4,66
Cruzado.phy,135.85321565471125,136.4,66
Cruzado.phy,133.1474924727436,136.4,66
Cruzado.phy,131.66343906428665,136.4,66
Cruzado.phy,138.24191572098994,136.4,66
Cruzado.phy,130.01004048066216,136.4,66
Cruzado.phy,127.37928615742828,136.4,66
Cruzado.phy,130.30289370082318,136.4,66
Cruzado.phy,133.40259149804245,136.4,66
Cruzado.phy,133.04889798378107,136.4,66
Cruzado.phy,125.94654475112445,136.4,66
Cruzado.phy,129.44580022599547,136.4,66
Cruzado.phy,132.88192202073986,136.4,66
Cruzado.phy,131.4106094040163,136.4,66
Cruzado.phy,134.55303586861118,136.4,66
Cruzado.phy,132.82715761950706,136.4,66
Cruzado.phy,137.8352106347587,136.4,66
Cruzado.phy,136.81139231702312,136.4,66
Cruzado.phy,135.96902569765226,136.4,66
Cruzado.phy,132.77044883927795,136.4,66
Cruzado.phy,139.3514603751339,136.4,66
Cruzado.phy,131.21577153291088,136.4,66
Cruzado.phy,134.24759949651548,136.4,66
Cruzado.phy,133.59739062895997,136.4,66
Cruzado.phy,128.49052760405465,136.4,66
Cruzado.phy,130.62141327707099,136.4,66
Cruzado.phy,138.62106947432738,136.4,66
Cruzado.phy,132.52639169253874,136.4,66
Cruzado.phy,133.77745587585028,136.4,66
Cruzado.phy,136.69983062772548,136.4,66
Cruzado.phy,131.65253682658079,136.4,66
Cruzado.phy,129.36488489119802,136.4,66
Cruzado.phy,128.17484368547332,136.4,66
Cruzado.phy,130.2580984768132,136.4,66
Cruzado.phy,131.13637050587218,136.4,66
Cruzado.phy,127.58749694860774,136.4,66
Cruzado.phy,134.5848274961766,136.4,66
Cruzado.phy,132.1277605307847,136.4,66
Cruzado.phy,130.2849064920889,136.4,66
Cruzado.phy,137.62284076439684,136.4,66
Cruzado.phy,137.08557355278637,136.4,66
Cruzado.phy,132.36370868369937,136.4,66
Cruzado.phy,127.73933909936808,136.4,66
Cruzado.phy,129.27708350608592,136.4,66
Cruzado.phy,130.19267886342482,136.4,66
Cruzado.phy,130.95474847206845,136.4,66
Cruzado.phy,133.27046368615237,136.4,66
Cruzado.phy,130.90723943811375,136.4,66
Cruzado.phy,130.09000211742705,136.4,66
Cruzado.phy,128.40555324682035,136.4,66
Cruzado.phy,131.7066590052191,136.4,66
Cruzado.phy,133.62605116263032,136.4,66
Cruzado.phy,127.69226076120044,136.4,66
Cruzado.phy,133.00545912327246,136.4,66
Cruzado.phy,132.17424695490394,136.4,66
Cruzado.phy,133.80884204918053,136.4,66
Cruzado.phy,130.90505456202663,136.4,66
Cruzado.phy,137.84294313211925,136.4,66
Cruzado.phy,137.13980642410928,136.4,66
Cruzado.phy,132.37050472768024,136.4,66
Cruzado.phy,128.11600006300955,136.4,66
Cruzado.phy,130.3709565024823,136.4,66
Cruzado.phy,129.3373169881059,136.4,66
Cruzado.phy,137.53471815457567,136.4,66
Cruzado.phy,132.5087266182527,136.4,66
Cruzado.phy,135.71799414216542,136.4,66
Cruzado.phy,130.33210569541902,136.4,66
Cruzado.phy,130.01023885640316,136.4,66
Cruzado.phy,127.54993329334073,136.4,66
Cruzado.phy,137.64265573434997,136.4,66
Cruzado.phy,139.11096809165554,136.4,66
Cruzado.phy,134.2034807742713,136.4,66
Cruzado.phy,127.9655576049094,136.4,66
Cruzado.phy,133.477231448167,136.4,66
Cruzado.phy,133.06148458513897,136.4,66
Cruzado.phy,128.1709239450842,136.4,66
Cruzado.phy,132.8894179536961,136.4,66
Cruzado.phy,132.55301069036125,136.4,66
Cruzado.phy,129.75877170553431,136.4,66
Cruzado.phy,136.29399757546372,136.4,66
GonzalezRiga.phy,173.3964989773929,174.1,66
GonzalezRiga.phy,173.33975143728313,174.1,66
GonzalezRiga.phy,171.18405097529757,174.1,66
GonzalezRiga.phy,171.0618285260163,174.1,66
GonzalezRiga.phy,175.36313119484112,174.1,66
GonzalezRiga.phy,171.13653479779606,174.1,66
GonzalezRiga.phy,172.82862005492206,174.1,66
GonzalezRiga.phy,172.16582736270504,174.1,66
GonzalezRiga.phy,173.1108235669555,174.1,66
GonzalezRiga.phy,174.9996353878174,174.1,66
GonzalezRiga.phy,176.30557441199198,174.1,66
GonzalezRiga.phy,170.9128379831556,174.1,66
GonzalezRiga.phy,170.6693108811043,174.1,66
GonzalezRiga.phy,170.582522605313,174.1,66
GonzalezRiga.phy,171.87630394629667,174.1,66
GonzalezRiga.phy,171.54721014127136,174.1,66
GonzalezRiga.phy,172.18810385353862,174.1,66
GonzalezRiga.phy,172.2125441777054,174.1,66
GonzalezRiga.phy,176.0229150036117,174.1,66
GonzalezRiga.phy,176.30744860854466,174.1,66
GonzalezRiga.phy,171.80310703571885,174.1,66
GonzalezRiga.phy,171.3353466487024,174.1,66
GonzalezRiga.phy,171.42942664581352,174.1,66
GonzalezRiga.phy,173.76484977866056,174.1,66
GonzalezRiga.phy,172.2695372377988,174.1,66
GonzalezRiga.phy,172.7952918436378,174.1,66
GonzalezRiga.phy,172.56254697479307,174.1,66
GonzalezRiga.phy,173.09724061230662,174.1,66
GonzalezRiga.phy,171.2950627504848,174.1,66
GonzalezRiga.phy,172.18097487969789,174.1,66
GonzalezRiga.phy,170.84250250407496,174.1,66
GonzalezRiga.phy,171.69915318062993,174.1,66
GonzalezRiga.phy,170.389666356612,174.1,66
GonzalezRiga.phy,170.1705488899257,174.1,66
GonzalezRiga.phy,172.2354914166499,174.1,66
GonzalezRiga.phy,174.14215324358082,174.1,66
GonzalezRiga.phy,172.96692740686703,174.1,66
GonzalezRiga.phy,170.6268489937298,174.1,66
GonzalezRiga.phy,170.67866177009418,174.1,66
GonzalezRiga.phy,171.81497683124616,174.1,66
GonzalezRiga.phy,173.10745574596802,174.1,66
GonzalezRiga.phy,171.37531499792823,174.1,66
GonzalezRiga.phy,175.71139871701598,174.1,66
GonzalezRiga.phy,172.03815082814543,174.1,66
GonzalezRiga.phy,173.14855176052077,174.1,66
GonzalezRiga.phy,172.28805290404708,174.1,66
GonzalezRiga.phy,171.09539280626922,174.1,66
GonzalezRiga.phy,170.53733553118073,174.1,66
GonzalezRiga.phy,172.03210308069828,174.1,66
GonzalezRiga.phy,172.704658754915,174.1,66
GonzalezRiga.phy,172.23005692092704,174.1,66
GonzalezRiga.phy,170.8509615377523,174.1,66
GonzalezRiga.phy,171.2149253414478,174.1,66
GonzalezRiga.phy,171.6041881164536,174.1,66
GonzalezRiga.phy,170.71696998258122,174.1,66
GonzalezRiga.phy,172.0345262021292,174.1,66
GonzalezRiga.phy,173.00610773561056,174.1,66
GonzalezRiga.phy,171.33337057828905,174.1,66
GonzalezRiga.phy,171.95442929437849,174.1,66
GonzalezRiga.phy,172.08634300953707,174.1,66
GonzalezRiga.phy,170.9178166344529,174.1,66
GonzalezRiga.phy,171.10795435300096,174.1,66
GonzalezRiga.phy,172.80198843851684,174.1,66
GonzalezRiga.phy,171.47358974777163,174.1,66
GonzalezRiga.phy,172.47495141141115,174.1,66
GonzalezRiga.phy,173.75794225919526,174.1,66
GonzalezRiga.phy,172.9073589822743,174.1,66
GonzalezRiga.phy,172.2294131970499,174.1,66
GonzalezRiga.phy,170.78069663848729,174.1,66
GonzalezRiga.phy,171.07107254378496,174.1,66
GonzalezRiga.phy,173.01917641777544,174.1,66
GonzalezRiga.phy,171.8183641780168,174.1,66
GonzalezRiga.phy,172.2332518707961,174.1,66
GonzalezRiga.phy,170.4673309679143,174.1,66
GonzalezRiga.phy,173.04708692133426,174.1,66
GonzalezRiga.phy,172.91475105599966,174.1,66
GonzalezRiga.phy,172.8605207895627,174.1,66
GonzalezRiga.phy,170.53671964532697,174.1,66
GonzalezRiga.phy,172.7808116586413,174.1,66
GonzalezRiga.phy,170.77811316195874,174.1,66
GonzalezRiga.phy,171.62961523239503,174.1,66
GonzalezRiga.phy,170.26999410758725,174.1,66
GonzalezRiga.phy,174.96887849210762,174.1,66
GonzalezRiga.phy,171.91096221625338,174.1,66
GonzalezRiga.phy,171.72984344293363,174.1,66
GonzalezRiga.phy,175.17136289507616,174.1,66
GonzalezRiga.phy,170.81675940221174,174.1,66
GonzalezRiga.phy,175.9352956118295,174.1,66
GonzalezRiga.phy,170.89097516173496,174.1,66
GonzalezRiga.phy,171.69041401771827,174.1,66
GonzalezRiga.phy,174.01348958574235,174.1,66
GonzalezRiga.phy,172.761569063575,174.1,66
GonzalezRiga.phy,170.92341553666628,174.1,66
GonzalezRiga.phy,173.01295670098625,174.1,66
GonzalezRiga.phy,172.3377279716311,174.1,66
GonzalezRiga.phy,170.99806494894437,174.1,66
GonzalezRiga.phy,171.06381599931046,174.1,66
GonzalezRiga.phy,171.2875693105627,174.1,66
GonzalezRiga.phy,171.43577293297275,174.1,66
GonzalezRiga.phy,175.36360035545658,174.1,66
Mallon.phy,94.05862500411457,93.5,66
Mallon.phy,94.39479182930663,93.5,66
Mallon.phy,95.52438255264424,93.5,66
Mallon.phy,95.86378191607074,93.5,66
Mallon.phy,96.50241414117627,93.5,66
Mallon.phy,95.95783665874042,93.5,66
Mallon.phy,95.54685384151526,93.5,66
Mallon.phy,96.2691303361673,93.5,66
Mallon.phy,96.6486131277401,93.5,66
Mallon.phy,96.41392925800756,93.5,66
Mallon.phy,93.7247099338565,93.5,66
Mallon.phy,97.41845934111625,93.5,66
Mallon.phy,96.19818618688733,93.5,66
Mallon.phy,95.20158674591221,93.5,66
Mallon.phy,95.38399445260875,93.5,66
Mallon.phy,97.43370935213753,93.5,66
Mallon.phy,94.97135842647403,93.5,66
Mallon.phy,96.13306029243395,93.5,66
