identified_name,identified_rank,difference,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma
,,,Graculavus_velox,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Grallator_(Anchisauripus)_hitchcocki,species,Norian,,228,208.5
,,,,,,,,
,,,Grallator_(Anchisauripus)_minusculus,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Grallator_(Eubrontes)_divaricatus,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_(Grallator)_zvierzi,species,Late Hettangian,,201.3,196.5
,,,,,,,,
,,,Grallator_andeolensis,species,Norian,,228,208.5
,,,,,,,,
,,,Grallator_angustidigitus,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_crassidigitus,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_cuneatus,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_damanei,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Grallator_deambulator,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_digitigradus,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_emeiensis,species,Aptian,Turonian,125,89.8
,,,,,,,,
,,,Grallator_formosus,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Grallator_gracilis,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_graciosus,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_lacunensis,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Grallator_lambereshei,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Grallator_leribeensis,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Grallator_lescurei,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Grallator_limosus,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Grallator_magnificus,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Grallator_matsiengensis,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Grallator_maximus,species,Rhaetian,,208.5,201.3
,,,,,,,,
,,,Grallator_microiscus,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Grallator_mokanametsongensis,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_morijensis,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Grallator_moshoeshoei,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Grallator_olonensis,species,Rhaetian,,208.5,201.3
,,,,,,,,
,,,Grallator_palustris,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Grallator_princeps,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_rapidus,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Grallator_rectilineus,species,Carnian,Norian,237,208.5
,,,,,,,,
,,,Grallator_sauclierensis,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Grallator_socialis,species,Norian,Rhaetian,228,201.3
,,,,,,,,
,,,Grallator_ssatoi,species,Rhaetian,Early Jurassic,208.5,174.1
,,,,,,,,
,,,Grallator_sulcatus,species,Norian,,228,208.5
,,,,,,,,
,,,Grallator_tenuis,species,Late Triassic,,237,201.3
,,,,,,,,
,,,Grallator_variabilis,species,Rhaetian,,208.5,201.3
,,,,,,,,
,,,Grallator_yemiaoxiensis,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Gualicho_shinyae,species,Middle Cenomanian,Early Turonian,99.6,89.3
,,,,,,,,
,,,Guanlong_wucaii,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Gurilynia_nessovi,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Hadrosaurichnus_australis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Hadrosaurichnus_titicacaensis,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Hagryphus_giganteus,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Halimornis_thompsoni,species,Early Campanian,Middle Campanian,83.5,70.6
,,,,,,,,
,,,Halszkaraptor_escuilliei,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Haplocheirus_sollers,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Harpymimus_okladnikovi,species,Middle Albian,Late Albian,109,99.6
,,,,,,,,
,,,Herrerasaurus_ischigualastensis,species,Carnian,,237,228
,,,,,,,,
,,,Hesperonychus_elizabethae,species,Judithian,,83.5,70.6
,,,,,,,,
,,,Hesperornis_chowi,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Hesperornis_crassipes,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Hesperornis_gracilis,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Hesperornis_lumgairi,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Hesperornis_macdonaldi,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Hesperornis_mengeli,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Hesperornis_montana,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Hesperornis_regalis,species,Middle Campanian,,83.5,70.6
,,,,,,,,
,,,Hesperornis_rossicus,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Hexing_qingyi,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Heyuannia_huangi,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Hispanosauropus_hauboldi,species,Kimmeridgian,,157.3,152.1
,,,,,,,,
,,,Holbotia_ponomarenkoi,species,Hauterivian,Aptian,132.9,113
,,,,,,,,
,,,Hollanda_luceria,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Hongshanornis_longicresta,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Horezmavis_eocretacea,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Houornis_caudatus,species,Aptian,,125,113
,,,,,,,,
,,,Huanansaurus_ganzhouensis,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Huaxiagnathus_orientalis,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Hulsanpes_perlei,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Hunanpus_jiuquwanensis,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Huoshanornis_huji,species,Aptian,,125,113
,,,,,,,,
,,,Hwangsanipes_choughi,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Iaceornis_marshi,species,Late Santonian,Early Campanian,85.8,70.6
,,,,,,,,
,,,Iberomesornis_romerali,species,Late Barremian,,130,125.45
,,,,,,,,
,,,Ichthyornis_dispar,species,Early Coniacian,Early Campanian,89.3,70.6
,,,,,,,,
,,,Ichthyornis_maltshevskyi,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Ichthyornis_minusculus,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Ichthyovenator_laosensis,species,Aptian,,125,113
,,,,,,,,
,,,Ignotornis_mcconnelli,species,Late Albian,Early Cenomanian,105.3,93.5
,,,,,,,,
,,,Ignotornis_yangi,species,Aptian,Albian,125,100.5
,,,,,,,,
,,,Ilerdopteryx_viai,species,Early Barremian,,130,125.45
,,,,,,,,
,,,Ilokelesia_aguadagrandensis,species,Late Cenomanian,Turonian,99.6,89.8
,,,,,,,,
,,,Incisivosaurus_gauthieri,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Incolornis_martini,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Incolornis_silvae,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Indosaurus_matleyi,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Indosuchus_raptorius,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Intiornis_inexpectatus,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Iranosauripus_zerabensis,species,Hettangian,Pliensbachian,201.3,182.7
,,,,,,,,
,,,Irenesauripus_acutus,species,Tithonian,Berriasian,152.1,139.8
,,,,,,,,
,,,Irenesauripus_mclearni,species,Middle Albian,,109,105.3
,,,,,,,,
,,,Irenesauripus_occidentalis,species,Albian,,113,100.5
,,,,,,,,
,,,Irenichnites_gracilis,species,Middle Albian,,109,105.3
,,,,,,,,
,,,Irritator_challengeri,species,Albian,,113,100.5
,,,,,,,,
,,,Itemirus_medullaris,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Itsukisauropus_izumiensis,species,Hauterivian,,132.9,129.4
,,,,,,,,
,,,Jeholornis_curvipes,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Jeholornis_palmapenis,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Jeholornis_prima,species,Aptian,,125,113
,,,,,,,,
,,,Jialingpus_yuechiensis,species,Late Jurassic,,163.5,145
,,,,,,,,
,,,Jianchangornis_microdonta,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Jianchangosaurus_yixianensis,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Jiangxisaurus_ganzhouensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Jianianhualong_tengi,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Jibeinia_luanhera,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Jindongornipes_kimi,species,Albian,,113,100.5
,,,,,,,,
,,,Jinfengopteryx_elegans,species,Barremian,,129.4,125
,,,,,,,,
,,,Jinguofortis_perplexus,species,Barremian,,129.4,125
,,,,,,,,
,,,Jinlijingpus_nianpanshanensis,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Jinzhouornis_yixianensis,species,Barremian,Early Aptian,129.4,122.46
,,,,,,,,
,,,Jinzhouornis_zhangjiyingia,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Jiuquanornis_niui,species,Aptian,,125,113
,,,,,,,,
,,,Jixiangornis_orientalis,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Judinornis_nogontsavensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Juehuaornis_zhangi,species,Aptian,,125,113
,,,,,,,,
,,,Juratyrant_langhami,species,Late Tithonian,,150.8,145
,,,,,,,,
,,,Juravenator_starki,species,Late Kimmeridgian,,155.7,150.8
,,,,,,,,
,,,Kaijiangosaurus_lini,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Kalohipus_bretunensis,species,Berriasian,,145,139.8
,,,,,,,,
,,,Kayentapus_hailiutuensis,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Kayentapus_hopii,species,Sinemurian,Pliensbachian,199.3,182.7
,,,,,,,,
,,,Kayentapus_minor,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Kayentapus_nananensis,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Kayentapus_otariensis,species,Pliensbachian,,190.8,182.7
,,,,,,,,
,,,Kayentapus_soltykovensis,species,Early Sinemurian,,196.5,189.6
,,,,,,,,
,,,Kayentapus_xiaohebaensis,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Kayentavenator_elysiae,species,Sinemurian,Pliensbachian,199.3,182.7
,,,,,,,,
,,,Kelmayisaurus_petrolicus,species,Late Aptian,Albian,122.46,100.5
,,,,,,,,
,,,Khaan_mckennai,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Kileskus_aristotocus,species,Bathonian,,168.3,166.1
,,,,,,,,
,,,Kinnareemimus_khonkaenensis,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Kizylkumavis_cretacea,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Kol_ghuva,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Koreanaornis_hamanensis,species,Albian,,113,100.5
,,,,,,,,
,,,Koreanornis_sinensis,species,Aptian,Turonian,125,89.8
,,,,,,,,
,,,Kryptops_palaios,species,Aptian,Albian,125,100.5
,,,,,,,,
,,,Kuszholia_mengi,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Labocania_anomala,species,Santonian,Late Campanian,86.3,70.6
,,,,,,,,
,,,Laevisoolithus_sochavai,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Laevisuchus_indicus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Lamarqueavis_australis,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Lamarqueavis_minima,species,Lancian,,70.6,66
,,,,,,,,
,,,Lamarqueavis_petra,species,Lancian,,70.6,66
,,,,,,,,
,,,Lametasaurus_indicus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Laornis_edvardsianus,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Lectavis_bretincola,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Lepidocheirosaurus_natatilis,species,Late Bathonian,Late Jurassic,167.7,145
,,,,,,,,
,,,Lepidus_praecisio,species,Late Triassic,,237,201.3
,,,,,,,,
,,,Leptorhynchos_elegans,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Leptorhynchos_gaddisi,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Leshansaurus_qianweiensis,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Liaoningornis_longidigitris,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Ligabueino_andesi,species,Barremian,Early Aptian,129.4,122.46
,,,,,,,,
,,,Liliensternus_liliensterni,species,Norian,,228,208.5
,,,,,,,,
,,,Limenavis_patagonica,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Limusaurus_inextricabilis,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Linhenykus_monodactylus,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Linheraptor_exquisitus,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Linhevenator_tani,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Linyiornis_amoena,species,Aptian,,125,113
,,,,,,,,
,,,Lonchodytes_estesi,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Longchengornis_sanyanensis,species,Aptian,,125,113
,,,,,,,,
,,,Longicrusavis_houi,species,Barremian,,129.4,125
,,,,,,,,
,,,Longipteryx_chaoyangensis,species,Aptian,,125,113
,,,,,,,,
,,,Longirostravis_hani,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Longusunguis_kurochkini,species,Aptian,,125,113
,,,,,,,,
,,,Lophostropheus_airelensis,species,Rhaetian,Hettangian,208.5,199.3
,,,,,,,,
,,,Lourinhanosaurus_antunesi,species,Late Kimmeridgian,Early Tithonian,155.7,145
,,,,,,,,
,,,Luanchuanraptor_henanensis,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Lucianovenator_bonoi,species,Norian,,228,208.5
,,,,,,,,
,,,Luoyanggia_liudianensis,species,Cenomanian,Turonian,100.5,89.8
,,,,,,,,
,,,Lythronax_argestes,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Maaqwi_cascadensis,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Machairasaurus_leptonychus,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Macroelongatoolithus_carlylei,species,Late Albian,Early Cenomanian,105.3,93.5
,,,,,,,,
,,,Macroelongatoolithus_xixiaensis,species,Albian,,113,100.5
,,,,,,,,
,,,Macroolithus_rugustus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Macroolithus_turolensis,species,Early Barremian,,130,125.45
,,,,,,,,
,,,Macroolithus_yaotunensis,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Macropodosaurus_gravis,species,Late Albian,,105.3,99.6
,,,,,,,,
,,,Mafatrisauropus_errans,species,Norian,Rhaetian,228,201.3
,,,,,,,,
,,,Magnoavipes_caneeri,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Magnoavipes_lowei,species,Early Cenomanian,Middle Cenomanian,99.6,93.5
,,,,,,,,
,,,Magnosaurus_nethercombensis,species,Early Bajocian,,171.6,168.4
,,,,,,,,
,,,Mahakala_omnogovae,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Majungasaurus_crenatissimus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Mapusaurus_roseae,species,Late Cenomanian,Turonian,99.6,89.8
,,,,,,,,
,,,Marshosaurus_bicentesimus,species,Kimmeridgian,,157.3,152.1
,,,,,,,,
,,,Martharaptor_greenriverensis,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Martinavis_cruzyensis,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Martinavis_minor,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Martinavis_saltariensis,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Martinavis_vincei,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Martinavis_whetstonei,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Masiakasaurus_knopfleri,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Megalosauripus_teutonicus,species,Early Kimmeridgian,,155.7,150.8
,,,,,,,,
,,,Megalosauripus_transjuranicus,species,Late Kimmeridgian,,155.7,150.8
,,,,,,,,
,,,Megalosauripus_uzbekistanicus,species,Late Oxfordian,Early Kimmeridgian,161.2,150.8
,,,,,,,,
,,,Megalosauropus_(Eutynichnium)_gomesi,species,Hauterivian,,132.9,129.4
,,,,,,,,
,,,Megalosauropus_brionensis,species,Barremian,Albian,129.4,100.5
,,,,,,,,
,,,Megalosauropus_broomensis,species,Valanginian,Barremian,139.8,125
,,,,,,,,
,,,Megalosauropus_titanopelobatidus,species,Albian,,113,100.5
,,,,,,,,
,,,Megalosaurus_bucklandii,species,Bajocian,,170.3,168.3
,,,,,,,,
,,,Megalosaurus_dapukaensis,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Megalosaurus_tibetensis,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Megaraptor_namunhuaiquii,species,Late Turonian,Early Coniacian,93.5,85.8
,,,,,,,,
,,,Mei_long,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Menglongipus_sinensis,species,Late Tithonian,Valanginian,150.8,132.9
,,,,,,,,
,,,Metriacanthosaurus_parkeri,species,Early Oxfordian,,161.2,155.7
,,,,,,,,
,,,Microraptor_gui,species,Aptian,,125,113
,,,,,,,,
,,,Microraptor_hanqingi,species,Aptian,,125,113
,,,,,,,,
,,,Microraptor_zhaoianus,species,Aptian,,125,113
,,,,,,,,
,,,Microvenator_celer,species,Albian,,113,100.5
,,,,,,,,
,,,Minisauripus_chuanzhuensis,species,Aptian,Turonian,125,89.8
,,,,,,,,
,,,Minisauripus_zhenshuonani,species,Barremian,Albian,129.4,100.5
,,,,,,,,
,,,Mirarce_eatoni,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Mirischia_asymmetrica,species,Albian,,113,100.5
,,,,,,,,
,,,Monoenantiornis_sihedangia,species,Aptian,,125,113
,,,,,,,,
,,,Monolophosaurus_jiangi,species,Callovian,,166.1,163.5
,,,,,,,,
,,,Mononykus_olecranus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Montanoolithus_strongorum,species,Middle Campanian,,83.5,70.6
,,,,,,,,
,,,Murusraptor_barrosaensis,species,Early Campanian,Middle Campanian,83.5,70.6
,,,,,,,,
,,,Mystiornis_cyrili,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Nanantius_eos,species,Albian,,113,100.5
,,,,,,,,
,,,Nanhsiungoolithus_chuetienensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Nanotyrannus_lancensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Nanshiungosaurus_bohlini,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Nanshiungosaurus_brevispinus,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Nanuqsaurus_hoglundi,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Nedcolbertia_justinhoffmanni,species,Barremian,,129.4,125
,,,,,,,,
,,,Neimongosaurus_yangi,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
,,,Nemegtomaia_barsboldi,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Neogaeornis_wetzeli,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Neovenator_salerii,species,Barremian,,129.4,125
,,,,,,,,
,,,Neuquenornis_volans,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Neuquenraptor_argentinus,species,Late Turonian,Early Coniacian,93.5,85.8
,,,,,,,,
,,,Ngexisaurus_dapukaensis,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Ningyuansaurus_wangi,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Noasaurus_leali,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Noguerornis_gonzalezi,species,Barremian,,129.4,125
,,,,,,,,
,,,Nomingia_gobiensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Nothronychus_graffami,species,Late Cenomanian,Middle Turonian,99.6,89.3
,,,,,,,,
,,,Nothronychus_mckinleyi,species,Middle Turonian,,93.5,89.3
,,,,,,,,
,,,Nqwebasaurus_thwazi,species,Berriasian,Valanginian,145,132.9
,,,,,,,,
,,,Nuthetes_destructor,species,Middle Berriasian,,145,140.2
,,,,,,,,
,,,Ojoraptorsaurus_boerei,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Omnivoropteryx_sinousaorum,species,Aptian,,125,113
,,,,,,,,
,,,Orkoraptor_burkei,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Ornithoides_oshiensis,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Ornitholestes_hermanni,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
,,,Ornithomimipus_angustus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Ornithomimipus_jaillardi,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Ornithomimus_edmontonicus,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Ornithomimus_tenuis,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
,,,Ornithomimus_velox,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Ostafrikasaurus_crassiserratus,species,Tithonian,,152.1,145
,,,,,,,,
,,,Ostromia_crassipes,species,Early Tithonian,,150.8,145
,,,,,,,,
,,,Otogornis_genghisi,species,Early Cretaceous,,145,100.5
,,,,,,,,
,,,Otouphepus_declivis,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Oviraptor_philoceratops,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Ovoraptor_djadochtari,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Oxalaia_quilombensis,species,Late Albian,Early Cenomanian,105.3,93.5
,,,,,,,,
,,,Pachycorioolithus_jinyunensis,species,Albian,,113,100.5
,,,,,,,,
,,,Palaeotringa_littoralis,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Palaeotringa_vagans,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Pamparaptor_micros,species,Late Turonian,Early Coniacian,93.5,85.8
,,,,,,,,
,,,Pandoravenator_fernandezorum,species,Late Oxfordian,Kimmeridgian,161.2,152.1
,,,,,,,,
,,,Panguraptor_lufengensis,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Parabohaiornis_martini,species,Aptian,,125,113
,,,,,,,,
,,,Paracorpulentapus_zhangsanfengi,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Paraelongatoolithus_reticulatus,species,Cenomanian,Turonian,100.5,89.8
,,,,,,,,
,,,Parahesperornis_alexi,species,Coniacian,Santonian,89.8,83.6
,,,,,,,,
,,,Parahongshanornis_chaoyangensis,species,Aptian,,125,113
,,,,,,,,
,,,Parapengornis_eurycaudatus,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Paraprotopteryx_gracilis,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Paronychodon_asiaticus,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Parvavis_chuxiongensis,species,Turonian,Santonian,93.9,83.6
,,,,,,,,
,,,Parvicursor_remotus,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
,,,Pasquiaornis_hardiei,species,Middle Cenomanian,,99.6,93.5
,,,,,,,,
,,,Pasquiaornis_tankei,species,Middle Cenomanian,,99.6,93.5
,,,,,,,,
,,,Patagonichnornis_venetiorum,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Patagonykus_puertai,species,Late Turonian,Early Coniacian,93.5,85.8
,,,,,,,,
,,,Patagopteryx_deferrariisi,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Pectinodon_bakkeri,species,Lancian,,70.6,66
,,,,,,,,
,,,Pedopenna_daohugouensis,species,Early Callovian,,164.7,161.2
,,,,,,,,
,,,Pelecanimimus_polyodon,species,Late Barremian,,130,125.45
,,,,,,,,
,,,Pengornis_houi,species,Aptian,,125,113
,,,,,,,,
,,,Philovenator_curriei,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Piatnitzkysaurus_floresi,species,Late Toarcian,Early Bajocian,180.1,168.4
,,,,,,,,
,,,Picunichnus_benedettoi,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Piscivoravis_lii,species,Aptian,,125,113
,,,,,,,,
,,,Piscivorenantiornis_inusitatus,species,Aptian,,125,113
,,,,,,,,
,,,Piveteausaurus_divesensis,species,Late Callovian,,164.7,161.2
,,,,,,,,
,,,Plastisauropus_ingens,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Plectropus_longipes,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Plesiothornipos_binneyi,species,Late Triassic,,237,201.3
,,,,,,,,
,,,Pneumatoraptor_fodori,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Podokesaurus_holyokensis,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Poekilopleuron_bucklandii,species,Middle Bathonian,,167.7,164.7
,,,,,,,,
,,,Polarornis_gregorii,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Porituberoolithus_warnerensis,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Potamornis_skutchi,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Powellvenator_podocitus,species,Norian,,228,208.5
,,,,,,,,
,,,Proceratosaurus_bradleyi,species,Middle Bathonian,Late Bathonian,167.7,164.7
,,,,,,,,
,,,Procerosaurus_cruralis,species,Middle Triassic,,247.2,237
,,,,,,,,
,,,Procompsognathus_triassicus,species,Alaunian,,215.56,212
,,,,,,,,
,,,Proornis_coreae,species,Early Cretaceous,,145,100.5
,,,,,,,,
,,,Protarchaeopteryx_robusta,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Protoavis_texensis,species,Norian,,228,208.5
,,,,,,,,
,,,Protopteryx_fengningensis,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Pterygornis_dapingfangensis,species,Aptian,,125,113
,,,,,,,,
,,,Pullornipes_aureus,species,Late Tithonian,Valanginian,150.8,132.9
,,,,,,,,
,,,Pyroraptor_olympius,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Qiliania_graffini,species,Aptian,,125,113
,,,,,,,,
,,,Qiupalong_henanensis,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Rahiolisaurus_gujaratensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Rahonavis_ostromi,species,Maastrichtian,,72.1,66
,,,,,,,,
