identified_name,identified_rank,difference,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma
,,,,,,,,
n. gen. Paludititan n. sp. nalatzensis,species,,Paludititan_nalatzensis,species,Late Maastrichtian,,70.6,66
,,,,,,,,
n. gen. Panamericansaurus n. sp. schroederi,species,,Panamericansaurus_schroederi,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
Parabrontopodus n. sp. distercii,species,,Parabrontopodus_distercii,species,Berriasian,,145,139.8
,,,,,,,,
n. gen. Parabrontopodus n. sp. mcintoshi,species,,Parabrontopodus_mcintoshi,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
n. gen. Parafaveoloolithus n. sp. microporus,species,,Parafaveoloolithus_microporus,species,Late Albian,,105.3,99.6
,,,,,,,,
Parafaveoloolithus n. sp. tiansicunensis,species,,Parafaveoloolithus_tiansicunensis,species,Turonian,,93.9,89.8
,,,,,,,,
n. gen. Paralititan n. sp. stromeri,species,,Paralititan_stromeri,species,Cenomanian,,100.5,93.9
,,,,,,,,
Patagosaurus fariasi,species,,Patagosaurus_fariasi,species,Late Toarcian,Early Bajocian,180.1,168.4
,,,,,,,,
n. gen. Patagotitan n. sp. mayorum,species,,Patagotitan_mayorum,species,Late Albian,,105.3,99.6
,,,,,,,,
n. gen. Pellegrinisaurus n. sp. powelli,species,,Pellegrinisaurus_powelli,species,Early Campanian,Middle Campanian,83.5,70.6
,,,,,,,,
Cetiosaurus n. sp. conybeari,species,recombined as,Pelorosaurus_conybeari,species,Late Valanginian,Early Hauterivian,140.2,130
,,,,,,,,
n. gen. Petrobrasaurus n. sp. puestohernandezi,species,,Petrobrasaurus_puestohernandezi,species,Late Coniacian,Early Santonian,89.3,83.5
,,,,,,,,
n. gen. Phuwiangosaurus n. sp. sirindhornae,species,,Phuwiangosaurus_sirindhornae,species,Barremian,Aptian,129.4,113
,,,,,,,,
n. gen. Pilmatueia n. sp. faundezi,species,,Pilmatueia_faundezi,species,Valanginian,,139.8,132.9
,,,,,,,,
n. gen. Pitekunsaurus n. sp. macayai,species,,Pitekunsaurus_macayai,species,Early Campanian,Middle Campanian,83.5,70.6
,,,,,,,,
n. gen. Polyonyx n. sp. gomesi,species,,Polyonyx_gomesi,species,Late Bajocian,Early Bathonian,171.6,164.7
,,,,,,,,
n. gen. Puertasaurus n. sp. reuili,species,,Puertasaurus_reuili,species,Early Maastrichtian,,70.6,66
,,,,,,,,
n. gen. Pulanesaura n. sp. eocollum,species,,Pulanesaura_eocollum,species,Late Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
n. gen. Qiaowanlong n. sp. kangxii,species,,Qiaowanlong_kangxii,species,Aptian,Albian,125,100.5
,,,,,,,,
n. gen. Qijianglong n. sp. guokr,species,,Qijianglong_guokr,species,Late Jurassic,,163.5,145
,,,,,,,,
n. gen. Qingxiusaurus n. sp. youjiangensis,species,,Qingxiusaurus_youjiangensis,species,Late Cretaceous,,100.5,66
,,,,,,,,
n. gen. Quaesitosaurus n. sp. orientalis,species,,Quaesitosaurus_orientalis,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
n. gen. Quetecsaurus n. sp. rusconii,species,,Quetecsaurus_rusconii,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
n. gen. Rapetosaurus n. sp. krausei,species,,Rapetosaurus_krausei,species,Maastrichtian,,72.1,66
,,,,,,,,
n. gen. Ravatichnus n. sp. kotshnevi,species,,Ravatichnus_kotshnevi,species,Middle Jurassic,Late Jurassic,174.1,145
,,,,,,,,
n. gen. Rayososaurus n. sp. agrioensis,species,,Rayososaurus_agrioensis,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
Rebbachisaurus garasbae,species,,Rebbachisaurus_garasbae,species,Albian,Cenomanian,113,93.9
,,,,,,,,
n. gen. Rhoetosaurus n. sp. brownei,species,,Rhoetosaurus_brownei,species,Bajocian,,170.3,168.3
,,,,,,,,
n. gen. Rinconsaurus n. sp. caudamirus,species,,Rinconsaurus_caudamirus,species,Santonian,,86.3,83.6
,,,,,,,,
n. gen. Rocasaurus n. sp. muniozi,species,,Rocasaurus_muniozi,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
n. gen. Rotundichnus n. sp. muenchehagensis,species,,Rotundichnus_muenchehagensis,species,Late Berriasian,,145,140.2
,,,,,,,,
n. gen. Rukwatitan n. sp. bisepultus,species,,Rukwatitan_bisepultus,species,Cenomanian,Campanian,100.5,72.1
,,,,,,,,
n. gen. Ruyangosaurus n. sp. giganteus,species,,Ruyangosaurus_giganteus,species,Cenomanian,Turonian,100.5,89.8
,,,,,,,,
n. gen. Saltasaurus n. sp. loricatus,species,,Saltasaurus_loricatus,species,Early Maastrichtian,,70.6,66
,,,,,,,,
n. gen. Sanpasaurus n. sp. yaoi,species,,Sanpasaurus_yaoi,species,Toarcian,,182.7,174.1
,,,,,,,,
n. gen. Sarmientosaurus n. sp. musacchioi,species,,Sarmientosaurus_musacchioi,species,Cenomanian,Turonian,100.5,89.8
,,,,,,,,
n. gen. Sauroposeidon n. sp. proteles,species,,Sauroposeidon_proteles,species,Aptian,Albian,125,100.5
,,,,,,,,
n. gen. Savannasaurus n. sp. elliottorum,species,,Savannasaurus_elliottorum,species,Cenomanian,Early Turonian,100.5,89.3
,,,,,,,,
n. gen. Shingopana n. sp. songwensis,species,,Shingopana_songwensis,species,Cenomanian,Campanian,100.5,72.1
,,,,,,,,
Shunosaurus lii,species,,Shunosaurus_lii,species,Oxfordian,,163.5,157.3
,,,,,,,,
n. gen. Sibirotitan n. sp. astrosacralis,species,,Sibirotitan_astrosacralis,species,Barremian,Aptian,129.4,113
,,,,,,,,
n. gen. Sonidosaurus n. sp. saihangaobiensis,species,,Sonidosaurus_saihangaobiensis,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
n. gen. Sonorasaurus n. sp. thompsoni,species,,Sonorasaurus_thompsoni,species,Late Albian,Early Cenomanian,105.3,93.5
,,,,,,,,
n. gen. Soriatitan n. sp. golmayensis,species,,Soriatitan_golmayensis,species,Late Hauterivian,Early Barremian,136.4,125.45
,,,,,,,,
n. gen. Spinophorosaurus n. sp. nigerensis,species,,Spinophorosaurus_nigerensis,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
n. gen. Sulaimanisaurus n. sp. gingerichi,species,,Sulaimanisaurus_gingerichi,species,Maastrichtian,,72.1,66
,,,,,,,,
n. gen. Dinheirosaurus n. sp. lourinhanensis,species,recombined as,Supersaurus_lourinhanensis,species,Late Kimmeridgian,Early Tithonian,155.7,145
,,,,,,,,
n. gen. Ultrasaurus n. sp. macintoshi,species,subjective synonym of,Supersaurus_vivianae,species,Late Kimmeridgian,Early Tithonian,155.7,145
,,,,,,,,
n. gen. Suuwassea n. sp. emilieae,species,,Suuwassea_emilieae,species,Late Kimmeridgian,Tithonian,155.7,145
,,,,,,,,
n. gen. Tambatitanis n. sp. amicitiae,species,,Tambatitanis_amicitiae,species,Early Albian,Cenomanian,112.03,93.9
,,,,,,,,
n. gen. Tangvayosaurus n. sp. hoffeti,species,,Tangvayosaurus_hoffeti,species,Aptian,Albian,125,100.5
,,,,,,,,
Tangvayosaurus hoffeti,species,,Tangvayosaurus_hoffeti,species,Aptian,Albian,125,100.5
,,,,,,,,
n. gen. Tapuiasaurus n. sp. macedoi,species,,Tapuiasaurus_macedoi,species,Aptian,,125,113
,,,,,,,,
n. gen. Tastavinsaurus n. sp. sanzi,species,,Tastavinsaurus_sanzi,species,Early Aptian,,125.45,122.46
,,,,,,,,
n. gen. Tataouinea n. sp. hannibalis,species,,Tataouinea_hannibalis,species,Early Albian,,112.03,109
,,,,,,,,
Tazoudasaurus naimi,species,,Tazoudasaurus_naimi,species,Pliensbachian,Toarcian,190.8,174.1
,,,,,,,,
n. gen. Tehuelchesaurus n. sp. benitezii,species,,Tehuelchesaurus_benitezii,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
n. gen. Tendaguria n. sp. tanzaniensis,species,,Tendaguria_tanzaniensis,species,Tithonian,,152.1,145
,,,,,,,,
n. gen. Tengrisaurus n. sp. starkovi,species,,Tengrisaurus_starkovi,species,Late Barremian,Aptian,130,113
,,,,,,,,
n. gen. Titanopodus n. sp. mendozensis,species,,Titanopodus_mendozensis,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
n. gen. Titanosaurimanus n. sp. nana,species,,Titanosaurimanus_nana,species,Late Albian,,105.3,99.6
,,,,,,,,
Titanosaurus blanfordi,species,,Titanosaurus_blanfordi,species,Maastrichtian,,72.1,66
,,,,,,,,
cf. Titanosaurus indicus,species,,Titanosaurus_indicus,species,Maastrichtian,,72.1,66
,,,,,,,,
n. gen. Tonganosaurus n. sp. hei,species,,Tonganosaurus_hei,species,Early Jurassic,,201.3,174.1
,,,,,,,,
Barosaurus africanus,species,recombined as,Tornieria_africana,species,Tithonian,,152.1,145
,,,,,,,,
n. gen. Traukutitan n. sp. eocaudata,species,,Traukutitan_eocaudata,species,Santonian,,86.3,83.6
,,,,,,,,
n. gen. Trigonosaurus n. sp. pricei,species,,Trigonosaurus_pricei,species,Maastrichtian,,72.1,66
,,,,,,,,
n. gen. Triunfosaurus n. sp. leonardii,species,,Triunfosaurus_leonardii,species,Berriasian,Early Hauterivian,145,130
,,,,,,,,
n. gen. Turiasaurus n. sp. riodevensis,species,,Turiasaurus_riodevensis,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
Turiasaurus riodevensis,species,,Turiasaurus_riodevensis,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
n. gen. Uberabatitan n. sp. ribeiroi,species,,Uberabatitan_ribeiroi,species,Late Maastrichtian,,70.6,66
,,,,,,,,
n. gen. Vahiny n. sp. depereti,species,,Vahiny_depereti,species,Maastrichtian,,72.1,66
,,,,,,,,
n. gen. Venenosaurus n. sp. dicrocei,species,,Venenosaurus_dicrocei,species,Barremian,,129.4,125
,,,,,,,,
n. gen. Volgatitan n. sp. simbirskiensis,species,,Volgatitan_simbirskiensis,species,Late Hauterivian,,136.4,130
,,,,,,,,
n. gen. Volkheimeria n. sp. chubutensis,species,,Volkheimeria_chubutensis,species,Late Toarcian,Early Bajocian,180.1,168.4
,,,,,,,,
n. gen. Vouivria n. sp. damparisensis,species,,Vouivria_damparisensis,species,Middle Oxfordian,Late Oxfordian,161.2,155.7
,,,,,,,,
n. gen. Vulcanodon n. sp. karibaensis,species,,Vulcanodon_karibaensis,species,Sinemurian,Pliensbachian,199.3,182.7
,,,,,,,,
Wamweracaudia keranjei,species,,Wamweracaudia_keranjei,species,Tithonian,,152.1,145
,,,,,,,,
n. gen. Wintonotitan n. sp. wattsi,species,,Wintonotitan_wattsi,species,Cenomanian,,100.5,93.9
,,,,,,,,
n. gen. Xenoposeidon n. sp. proneneukos,species,,Xenoposeidon_proneneukos,species,Late Berriasian,Early Valanginian,145,136.4
,,,,,,,,
n. gen. Xianshanosaurus n. sp. shijiagouensis,species,,Xianshanosaurus_shijiagouensis,species,Cenomanian,Turonian,100.5,89.8
,,,,,,,,
n. gen. Xinjiangtitan n. sp. shanshanesis,species,,Xinjiangtitan_shanshanesis,species,Bathonian,Callovian,168.3,163.5
,,,,,,,,
n. gen. Yongjinglong n. sp. datangi,species,,Yongjinglong_datangi,species,Aptian,,125,113
,,,,,,,,
n. gen. Yuanmousaurus n. sp. jiangyiensis,species,,Yuanmousaurus_jiangyiensis,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
n. gen. Yunmenglong n. sp. ruyangensis,species,,Yunmenglong_ruyangensis,species,Aptian,Albian,125,100.5
,,,,,,,,
n. gen. Zapalasaurus n. sp. bonapartei,species,,Zapalasaurus_bonapartei,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
n. gen. Zby n. sp. atlanticus,species,,Zby_atlanticus,species,Late Kimmeridgian,,155.7,150.8
,,,,,,,,
n. gen. Zhuchengtitan n. sp. zangjiazhuangensis,species,,Zhuchengtitan_zangjiazhuangensis,species,Campanian,,83.6,72.1
